Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,500,Steve Luca,UNLIMITED - RWD,1:34.000,Mustang
2,610,Nick Anderson,UNLIMITED - RWD,1:35.527,VIPER
3,77,Jason Kanakry,TRACK MOD - RWD,1:38.556,720S
4,29,Kyle Mckiou,STREET MOD - RWD,1:39.720,GR SUPRA
5,299,Colton Drescosky,UNLIMITED - RWD,1:40.013,VIPER
6,67,Mat Beck,TRACK MOD - RWD,1:41.206,240SX
7,570,Kyle Magnuson,STREET GT - RWD,1:41.656,718 CAYMAN
8,171,Andrius Bertulis,UNLIMITED - RWD,1:41.910,RCF
9,63,Luca Barberis,STREET - AWD,1:42.150,LANCER
10,206,Dalton Klein,TRACK MOD - RWD,1:42.356,CORVETTE
11,310,Mike Coons,STREET - AWD,1:42.888,IMPREZA
12,128,Daniel Moore,STREET MOD - FWD,1:43.178,CIVIC
13,364,Nicholas Hendrix,STREET GT - RWD,1:43.284,CORVETTE
14,109,Dana Basinski,CLUB TR - RWD,1:43.459,BRZ
15,34,Andy Voelkel,STREET GT - RWD,1:43.744,CORVETTE
16,605,Aaron Meyer,UNLIMITED - RWD,1:43.896,VIPER
17,38,Aaron Rekkedahl,STREET - FWD,1:45.405,CIVIC TYPE R
18,826,Tim Fleury,TRACK MOD - RWD,1:45.543,CAMARO
19,727,Mario Mirone,CLUB TR - FWD,1:45.574,CIVIC
20,326,Stan Fayngold,CLUB TR - RWD,1:45.673,86
21,654,Nick Aegerter,STREET - AWD,1:45.689,FOCUS
22,722,Cody Sawyers,STREET - AWD,1:45.940,GOLF R
23,61,Fez Babar,CLUB TR - RWD,1:46.347,GR86
24,511,Peter Granberg,CLUB TR - RWD,1:46.392,BRZ
25,39,Gregory Formosa,STREET - AWD,1:46.403,LANCER
26,309,Tony Starks,STREET - FWD,1:46.502,TL
27,199,Ian Flavin,CLUB TR - RWD,1:47.042,BRZ
28,239,Tan Nguyen,CLUB TR - RWD,1:47.074,S2000
29,510,Piero Pucci,CLUB TR - RWD,1:47.229,FR-S
30,757,Ernie Ramirez,STREET - AWD,1:47.774,LANCER
31,546,Andy Sundeen,TRACK MOD - RWD,1:48.495,M3
32,163,Luke Records,STREET GT - RWD,1:48.642,CORVETTE
33,13,Jerami Bailey,CLUB TR - RWD,1:49.254,FR-S
34,36,Daniel Cummings,SUPER UNLIMITED - RWD,1:49.713,360
35,11,Graham Gaylord,CLUB TR - AWD,1:50.310,GR COROLLA
36,223,Kunwoo Lee,CLUB TR - RWD,1:50.897,GR86
37,191,Jessica Powers,TRACK MOD - RWD,1:51.038,CORVETTE
38,525,Jeremy Lowder,UNLIMITED - RWD,1:51.112,Corvette
39,828,Matthew Smith,CLUB TR - RWD,1:51.617,S2000
40,740,Alexis Fregoso,CLUB TR - FWD,1:51.641,RSX
41,417,Drew Sanford,CLUB TR - RWD,1:51.804,S2000
42,186,Trip Walker,CLUB TR - RWD,1:52.360,FR-S
43,622,Jake Rawson,STREET MOD - RWD,1:52.440,M3
44,995,Thomas Martinez,STREET GT - RWD,1:52.515,M2
45,46,Nehru Cheddie,CLUB TR - AWD,1:54.662,GR COROLLA
46,338,Ernestas Puzelis,UNLIMITED - RWD,1:54.924,CAYMAN
47,304,Cesar Molina,CLUB TR - FWD,1:56.800,CIVIC
48,369,Lucas Urban,SUNDAE CUP - FWD,1:57.253,ZX2
49,156,Mike Janssen,SUNDAE CUP - FWD,1:57.351,HARDTOP
50,126,Jacob Abbott,SUNDAE CUP - FWD,1:57.595,FIT
51,470,Cooper Pierce,SUNDAE CUP - FWD,1:57.704,FIT
52,113,Chip Smith,STREET GT - RWD,1:57.754,MUSTANG
53,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:57.911,FIT
54,130,James Smith,SUNDAE CUP - FWD,1:58.050,FIT
55,488,Matt Dietlin,SUNDAE CUP - FWD,1:58.887,FIT
56,60,Steven Bright,TRACK MOD - RWD,1:59.293,350Z
57,88,Collin Ryser,SUNDAE CUP - FWD,1:59.888,COOPER
58,413,Parker Field,CLUB TR - FWD,2:00.044,RABBIT
59,675,Adam Jabaay,SUNDAE CUP - FWD,2:03.466,Fit
60,433,Robert Miller,SUNDAE CUP - FWD,2:03.720,RIO
61,804,Joey Vance,SUNDAE CUP - FWD,2:06.545,FIT
62,138,David Bruner,STREET - RWD,,350Z
63,70,Dewey Dewitt,STREET MOD - AWD,,IMPREZA
