Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,245,Justin Peachey,TRACK MODIFIED - RWD,2:07.061,Corvette
2,991,Jimmy Rauck,TRACK MODIFIED - RWD,2:07.355,911 GT2RS
3,150,Alex Moss,STREET MODIFIED - RWD,2:10.963,S2000
4,460,Grant Walker,TRACK MODIFIED - RWD,2:11.091,Miata
5,544,Eric Provost,TRACK MODIFIED - RWD,2:11.914,Camaro ZL1 1LE
6,52,Nicholas Gardner,UNLIMITED - RWD,2:11.994,GT500
7,176,Jacob Hunt,STREET GT - RWD,2:13.344,Corvette Grand Sport
8,7,Halka Racing GR,STREET - AWD,2:14.026,Impreza WRX
9,79,Nicholas Kohrs,STREET MODIFIED - FWD,2:14.263,Civic Si
10,6,Michael Aumick,STREET MODIFIED - AWD,2:14.404,STi
11,307,Andy Hsiao,STREET MODIFIED - RWD,2:14.493,Corvette Z06
12,350,Steve Luca,STREET GT - RWD,2:14.645,Shelby GT350R
13,106,Jason Kanakry,STREET MODIFIED - RWD,2:15.027,600LT
14,335,Christopher Bickford,TRACK MODIFIED - RWD,2:15.071,Camaro ZL1 1LE
15,114,Bronson McNemar,TRACK MODIFIED - RWD,2:15.269,Miata
16,676,James Elliott,UNLIMITED - RWD,2:15.793,Mustang
17,623,Stan Fayngold,STREET - AWD,2:16.350,Evo X
18,109,Dana Basinski,CLUB TR - RWD,2:16.448,Brz
19,333,Tony Barber,STREET - AWD,2:16.522,Model 3
20,197,Kendall Samuel,TRACK MODIFIED - AWD,2:16.649,Impreza
21,34,Andrew Voelkel,STREET GT - RWD,2:17.590,Corvette C8
22,510,Piero Pucci,STREET MODIFIED - AWD,2:17.886,Evolution 8
23,77,Alex Artayet,STREET GT - RWD,2:17.982,M3
24,523,Mike Janssen,STREET MODIFIED - RWD,2:19.659,Miata
25,63,Luca Barberis,STREET - AWD,2:19.986,Lancer Evolution 9
26,9,Drew Turner,CLUB TR - RWD,2:20.422,S2000
27,774,Brian Tyson,CLUB TR - RWD,2:21.244,GR86
28,156,Neil Hancock,STREET - AWD,2:21.411,WRX
29,284,Ido Waksman,CLUB TR - RWD,2:21.698,128i
30,351,Michael Barnes,STREET GT - RWD,2:22.070,Shelby GT350
31,555,Patrick Daugherty,STREET - FWD,2:22.331,Type R
32,610,Fez Babar,CLUB TR - RWD,2:22.456,GR86
33,338,Nicholas Zelisko,STREET MODIFIED - FWD,2:22.469,Civic
34,41,Foster Johnson,CLUB TR - RWD,2:22.906,S2000
35,776,Dallas Reed,UNLIMITED - RWD,2:22.940,RX-8
36,575,Clay Davidson,STREET MODIFIED - RWD,2:23.047,Mustang
37,625,Samel Meseljevic,STREET - RWD,2:23.303,350z Nismo
38,69,Jonathan Simmons,UNLIMITED - RWD,2:24.317,M3
39,266,Derek Mews,STREET - RWD,2:24.535,370Z
40,869,Kevin Vo,CLUB TR - RWD,2:24.759,FR-S
41,747,John Butler,STREET MODIFIED - RWD,2:25.026,M3
42,439,Todd Kunze,CLUB TR - RWD,2:25.067,BRZ
43,193,Mark Kilgore,STREET MODIFIED - RWD,2:25.910,135i
44,88,Austin Goetz,CLUB TR - FWD,2:26.260,Civic
45,300,Erik Jacobs,TRACK MODIFIED - RWD,2:27.067,SC300
46,373,Ivan Onofriiciuc,STREET - RWD,2:27.431,370z
47,91,Chris Rice,STREET GT - RWD,2:27.641,Mustang Shelby GT
48,777,Dewey Dewitt,CLUB TR - RWD,2:27.757,BRZ
49,627,Mario Mirone,CLUB TR - FWD,2:27.788,Civic
50,517,Tim Lutz,STREET MODIFIED - RWD,2:27.933,Corvette
51,117,Jared Garcia,STREET - AWD,2:30.181,IS300
52,5,Zachary Anderson,STREET - RWD,2:30.692,Something
53,142,Juan Johnson,CLUB TR - RWD,2:30.794,S2000
54,28,Knottfast Motosports,CLUB TR - RWD,2:31.922,FRS
55,998,Thomas Bitterman,CLUB TR - FWD,2:32.064,Civic Si
56,22,Scott Giles,CLUB TR - FWD,2:32.540,CRX
57,666,Jinno Hilario,CLUB TR - FWD,2:32.550,S2000
58,75,Jerome Cahuzac,STREET GT - RWD,2:32.674,M2
59,614,Eric Knerr,CLUB TR - RWD,2:33.903,Miata
60,129,Matt Williams,SUNDAE CUP - FWD,2:34.574,Fit
61,700,Halka Racing GC,STREET - AWD,2:34.786,2.5 RS
62,130,James Smith,SUNDAE CUP - FWD,2:37.531,Fit
63,826,Jacob Abbott,SUNDAE CUP - FWD,2:38.111,Fit
64,715,Dylan Rodgers,CLUB TR - RWD,2:39.309,Miata
65,670,Doug Francis,SUNDAE CUP - FWD,2:39.352,Celica GT
66,926,Twerk Team Racing,SUNDAE CUP - FWD,2:39.526,Fit
67,84,Trip Walker,SUNDAE CUP - FWD,2:39.767,Fit
68,411,Kyle Carstens,SUNDAE CUP - FWD,2:40.016,Fit
69,536,Ryan Dunham,STREET - RWD,2:40.315,330ci
70,92,Brad Smith,SUNDAE CUP - FWD,2:40.389,Fit
71,782,Kevin Gu,SUNDAE CUP - FWD,2:40.600,Civic
72,8,Christopher Wolf,SUNDAE CUP - FWD,2:44.175,Fit
73,505,Bronson Furman,SUNDAE CUP - FWD,2:44.792,CR-Z
74,235,OC Racing,SUNDAE CUP - FWD,2:45.754,Fit
75,440,Taylor Steck,STREET - RWD,2:46.142,350z
76,801,Daniel Malloy,SUNDAE CUP - FWD,2:49.570,2
77,725,Erik Voelkle,SUNDAE CUP - FWD,2:52.926,Fit
78,19,Scott Hollingsworth,STREET MODIFIED - RWD,,S2000
79,654,Nick Aegerter,STREET - AWD,,Focus RS
