Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,245,Justin Peachey,TRACK MODIFIED - RWD,2:06.493,Corvette
2,991,Jimmy Rauck,TRACK MODIFIED - RWD,2:08.329,911 GT2RS
3,150,Alex Moss,STREET MODIFIED - RWD,2:09.623,S2000
4,460,Grant Walker,TRACK MODIFIED - RWD,2:09.802,Miata
5,544,Eric Provost,TRACK MODIFIED - RWD,2:11.610,Camaro ZL1 1LE
6,350,Steve Luca,STREET GT - RWD,2:13.157,Shelby GT350R
7,197,Kendall Samuel,TRACK MODIFIED - AWD,2:13.314,Impreza
8,79,Nicholas Kohrs,STREET MODIFIED - FWD,2:14.067,Civic Si
9,307,Andy Hsiao,STREET MODIFIED - RWD,2:14.081,Corvette Z06
10,52,Nicholas Gardner,UNLIMITED - RWD,2:14.770,GT500
11,623,Stan Fayngold,STREET - AWD,2:14.805,Evo X
12,176,Jacob Hunt,STREET GT - RWD,2:15.367,Corvette Grand Sport
13,114,Bronson McNemar,TRACK MODIFIED - RWD,2:15.486,Miata
14,7,Halka Racing GR,STREET - AWD,2:15.561,Impreza WRX
15,63,Luca Barberis,STREET - AWD,2:16.700,Lancer Evolution 9
16,34,Andrew Voelkel,STREET GT - RWD,2:17.002,Corvette C8
17,676,James Elliott,UNLIMITED - RWD,2:17.217,Mustang
18,523,Mike Janssen,STREET MODIFIED - RWD,2:18.083,Miata
19,109,Dana Basinski,CLUB TR - RWD,2:18.652,Brz
20,77,Alex Artayet,STREET GT - RWD,2:18.903,M3
21,106,Jason Kanakry,STREET MODIFIED - RWD,2:19.374,600LT
22,6,Michael Aumick,STREET MODIFIED - AWD,2:19.634,STi
23,774,Brian Tyson,CLUB TR - RWD,2:20.276,GR86
24,156,Neil Hancock,STREET - AWD,2:21.075,WRX
25,9,Drew Turner,CLUB TR - RWD,2:21.721,S2000
26,338,Nicholas Zelisko,STREET MODIFIED - FWD,2:21.810,Civic
27,625,Samel Meseljevic,STREET - RWD,2:21.878,350z Nismo
28,41,Foster Johnson,CLUB TR - RWD,2:22.456,S2000
29,627,Mario Mirone,CLUB TR - FWD,2:22.767,Civic
30,610,Fez Babar,CLUB TR - RWD,2:23.405,GR86
31,654,Nick Aegerter,STREET - AWD,2:24.041,Focus RS
32,869,Kevin Vo,CLUB TR - RWD,2:24.120,FR-S
33,776,Dallas Reed,UNLIMITED - RWD,2:24.469,RX-8
34,439,Todd Kunze,CLUB TR - RWD,2:24.848,BRZ
35,266,Derek Mews,STREET - RWD,2:24.916,370Z
36,747,John Butler,STREET MODIFIED - RWD,2:25.180,M3
37,88,Austin Goetz,CLUB TR - FWD,2:26.386,Civic
38,193,Mark Kilgore,STREET MODIFIED - RWD,2:26.427,135i
39,5,Zachary Anderson,STREET - RWD,2:26.485,Something
40,700,Halka Racing GC,STREET - AWD,2:26.702,2.5 RS
41,142,Juan Johnson,CLUB TR - RWD,2:27.140,S2000
42,333,Tony Barber,STREET - AWD,2:27.150,Model 3
43,91,Chris Rice,STREET GT - RWD,2:27.410,Mustang Shelby GT
44,373,Ivan Onofriiciuc,STREET - RWD,2:28.069,370z
45,777,Dewey Dewitt,CLUB TR - RWD,2:28.777,BRZ
46,75,Jerome Cahuzac,STREET GT - RWD,2:29.430,M2
47,300,Erik Jacobs,TRACK MODIFIED - RWD,2:29.526,SC300
48,117,Jared Garcia,STREET - AWD,2:29.691,IS300
49,998,Thomas Bitterman,CLUB TR - FWD,2:30.494,Civic Si
50,517,Tim Lutz,STREET MODIFIED - RWD,2:30.555,Corvette
51,19,Scott Hollingsworth,STREET MODIFIED - RWD,2:30.990,S2000
52,666,Jinno Hilario,CLUB TR - FWD,2:32.478,S2000
53,28,Knottfast Motosports,CLUB TR - RWD,2:35.007,FRS
54,129,Matt Williams,SUNDAE CUP - FWD,2:35.161,Fit
55,69,Jonathan Simmons,UNLIMITED - RWD,2:35.695,M3
56,614,Eric Knerr,CLUB TR - RWD,2:36.934,Miata
57,130,James Smith,SUNDAE CUP - FWD,2:37.056,Fit
58,826,Jacob Abbott,SUNDAE CUP - FWD,2:37.240,Fit
59,715,Dylan Rodgers,CLUB TR - RWD,2:38.026,Miata
60,782,Kevin Gu,SUNDAE CUP - FWD,2:39.927,Civic
61,92,Brad Smith,SUNDAE CUP - FWD,2:40.527,Fit
62,411,Kyle Carstens,SUNDAE CUP - FWD,2:40.586,Fit
63,926,Twerk Team Racing,SUNDAE CUP - FWD,2:41.819,Fit
64,440,Taylor Steck,STREET - RWD,2:43.129,350z
65,84,Trip Walker,SUNDAE CUP - FWD,2:43.291,Fit
66,505,Bronson Furman,SUNDAE CUP - FWD,2:46.004,CR-Z
67,235,OC Racing,SUNDAE CUP - FWD,2:46.969,Fit
68,801,Daniel Malloy,SUNDAE CUP - FWD,2:47.355,2
69,433,Bob Miller,SUNDAE CUP - FWD,2:47.574,Rio
70,208,Joel Sabol,UNLIMITED - FWD,2:47.808,TSX
71,8,Christopher Wolf,SUNDAE CUP - FWD,2:48.618,Fit
72,725,Erik Voelkle,SUNDAE CUP - FWD,2:49.464,Fit
73,536,Ryan Dunham,STREET - RWD,2:50.368,330ci
74,284,Ido Waksman,CLUB TR - RWD,3:02.410,128i
75,670,Doug Francis,SUNDAE CUP - FWD,,Celica GT
