Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,338,Nicholas Zelisko,STREET MODIFIED - FWD,2:23.367,Civic
2,363,Michael Kubiak,STREET GT - RWD,2:23.816,Corvette Z06
3,176,Jacob Hunt,STREET GT - RWD,2:24.126,Corvette Grand Sport
4,284,Ido Waksman,CLUB TR - RWD,2:24.637,128i
5,245,Justin Peachey,TRACK MODIFIED - RWD,2:25.276,Corvette
6,7,Halka Racing GR,STREET - AWD,2:25.455,Impreza WRX
7,69,Jonathan Simmons,UNLIMITED - RWD,2:26.044,M3
8,88,Austin Goetz,CLUB TR - FWD,2:27.299,Civic
9,747,John Butler,STREET MODIFIED - RWD,2:28.782,M3
10,439,Todd Kunze,CLUB TR - RWD,2:28.912,BRZ
11,777,Dewey Dewitt,CLUB TR - RWD,2:28.928,BRZ
12,610,Fez Babar,CLUB TR - RWD,2:29.064,GR86
13,106,Jason Kanakry,STREET MODIFIED - RWD,2:29.357,600LT
14,266,Derek Mews,STREET - RWD,2:29.568,370Z
15,79,Nicholas Kohrs,STREET MODIFIED - FWD,2:29.649,Civic Si
16,869,Kevin Vo,CLUB TR - RWD,2:30.139,FR-S
17,197,Kendall Samuel,TRACK MODIFIED - AWD,2:32.772,Impreza
18,91,Chris Rice,STREET GT - RWD,2:33.204,Mustang Shelby GT
19,5,Zachary Anderson,STREET - RWD,2:35.004,Something
20,193,Mark Kilgore,STREET MODIFIED - RWD,2:36.122,135i
21,41,Foster Johnson,CLUB TR - RWD,2:36.637,S2000
22,998,Thomas Bitterman,CLUB TR - FWD,2:37.506,Civic Si
23,536,Ryan Dunham,STREET - RWD,2:37.834,330ci
24,517,Tim Lutz,STREET MODIFIED - RWD,2:37.876,Corvette
25,117,Jared Garcia,STREET - AWD,2:38.594,IS300
26,142,Juan Johnson,CLUB TR - RWD,2:38.933,S2000
27,666,Jinno Hilario,CLUB TR - FWD,2:38.950,S2000
28,75,Jerome Cahuzac,STREET GT - RWD,2:42.376,M2
29,19,Scott Hollingsworth,STREET MODIFIED - RWD,2:42.850,S2000
30,300,Erik Jacobs,TRACK MODIFIED - RWD,2:43.208,SC300
31,715,Dylan Rodgers,CLUB TR - RWD,2:43.927,Miata
32,700,Halka Racing GC,STREET - AWD,2:45.391,2.5 RS
33,505,Bronson Furman,SUNDAE CUP - FWD,2:45.656,CR-Z
34,63,Luca Barberis,STREET - AWD,2:45.755,Lancer Evolution 9
35,676,James Elliott,UNLIMITED - RWD,2:46.825,Mustang
36,654,Nick Aegerter,STREET - AWD,2:47.212,Focus RS
37,130,James Smith,SUNDAE CUP - FWD,2:57.155,Fit
38,625,Samel Meseljevic,STREET - RWD,2:57.327,350z Nismo
39,926,Twerk Team Racing,SUNDAE CUP - FWD,2:58.603,Fit
40,92,Brad Smith,SUNDAE CUP - FWD,2:59.432,Fit
41,801,Daniel Malloy,SUNDAE CUP - FWD,2:59.617,2
42,725,Erik Voelkle,SUNDAE CUP - FWD,3:01.151,Fit
43,84,Trip Walker,SUNDAE CUP - FWD,3:01.448,Fit
44,129,Matt Williams,SUNDAE CUP - FWD,3:01.818,Fit
45,826,Jacob Abbott,SUNDAE CUP - FWD,3:01.976,Fit
46,670,Doug Francis,SUNDAE CUP - FWD,3:02.386,Celica GT
47,208,Joel Sabol,UNLIMITED - FWD,3:02.625,TSX
48,8,Christopher Wolf,SUNDAE CUP - FWD,3:03.999,Fit
49,782,Kevin Gu,SUNDAE CUP - FWD,3:04.755,Civic
50,433,Bob Miller,SUNDAE CUP - FWD,3:06.795,Rio
51,28,Knottfast Motosports,CLUB TR - RWD,,FRS
