Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,991,Jimmy Rauck,TRACK MODIFIED - RWD,2:07.588,911 GT2RS
2,245,Justin Peachey,TRACK MODIFIED - RWD,2:08.242,Corvette
3,150,Alex Moss,STREET MODIFIED - RWD,2:10.270,S2000
4,460,Grant Walker,TRACK MODIFIED - RWD,2:11.180,Miata
5,544,Eric Provost,TRACK MODIFIED - RWD,2:11.396,Camaro ZL1 1LE
6,52,Nicholas Gardner,UNLIMITED - RWD,2:11.569,GT500
7,79,Nicholas Kohrs,STREET MODIFIED - FWD,2:14.045,Civic Si
8,176,Jacob Hunt,STREET GT - RWD,2:14.427,Corvette Grand Sport
9,350,Steve Luca,STREET GT - RWD,2:14.674,Shelby GT350R
10,307,Andy Hsiao,STREET MODIFIED - RWD,2:15.406,Corvette Z06
11,335,Christopher Bickford,TRACK MODIFIED - RWD,2:15.724,Camaro ZL1 1LE
12,6,Michael Aumick,STREET MODIFIED - AWD,2:15.768,STi
13,197,Kendall Samuel,TRACK MODIFIED - AWD,2:15.898,Impreza
14,623,Stan Fayngold,STREET - AWD,2:15.913,Evo X
15,106,Jason Kanakry,STREET MODIFIED - RWD,2:15.934,600LT
16,114,Bronson McNemar,TRACK MODIFIED - RWD,2:16.267,Miata
17,7,Halka Racing GR,STREET - AWD,2:16.617,Impreza WRX
18,333,Tony Barber,STREET - AWD,2:16.829,Model 3
19,34,Andrew Voelkel,STREET GT - RWD,2:17.272,Corvette C8
20,63,Luca Barberis,STREET - AWD,2:18.609,Lancer Evolution 9
21,510,Piero Pucci,STREET MODIFIED - AWD,2:19.435,Evolution 8
22,523,Mike Janssen,STREET MODIFIED - RWD,2:19.922,Miata
23,363,Michael Kubiak,STREET GT - RWD,2:20.477,Corvette Z06
24,69,Jonathan Simmons,UNLIMITED - RWD,2:21.569,M3
25,774,Brian Tyson,CLUB TR - RWD,2:21.723,GR86
26,676,James Elliott,UNLIMITED - RWD,2:21.742,Mustang
27,555,Patrick Daugherty,STREET - FWD,2:21.955,Type R
28,9,Drew Turner,CLUB TR - RWD,2:22.220,S2000
29,284,Ido Waksman,CLUB TR - RWD,2:22.749,128i
30,41,Foster Johnson,CLUB TR - RWD,2:22.913,S2000
31,575,Clay Davidson,STREET MODIFIED - RWD,2:23.735,Mustang
32,156,Neil Hancock,STREET - AWD,2:24.258,WRX
33,338,Nicholas Zelisko,STREET MODIFIED - FWD,2:24.548,Civic
34,627,Mario Mirone,CLUB TR - FWD,2:24.688,Civic
35,439,Todd Kunze,CLUB TR - RWD,2:24.851,BRZ
36,610,Fez Babar,CLUB TR - RWD,2:24.862,GR86
37,869,Kevin Vo,CLUB TR - RWD,2:25.596,FR-S
38,351,Michael Barnes,STREET GT - RWD,2:25.702,Shelby GT350
39,625,Samel Meseljevic,STREET - RWD,2:26.871,350z Nismo
40,200,Bret Voelkel,STREET GT - RWD,2:27.208,Corvette
41,266,Derek Mews,STREET - RWD,2:27.803,370Z
42,654,Nick Aegerter,STREET - AWD,2:28.199,Focus RS
43,88,Austin Goetz,CLUB TR - FWD,2:28.723,Civic
44,777,Dewey Dewitt,CLUB TR - RWD,2:29.035,BRZ
45,517,Tim Lutz,STREET MODIFIED - RWD,2:29.277,Corvette
46,700,Halka Racing GC,STREET - AWD,2:29.800,2.5 RS
47,91,Chris Rice,STREET GT - RWD,2:30.458,Mustang Shelby GT
48,373,Ivan Onofriiciuc,STREET - RWD,2:30.800,370z
49,747,John Butler,STREET MODIFIED - RWD,2:31.928,M3
50,666,Jinno Hilario,CLUB TR - FWD,2:32.204,S2000
51,193,Mark Kilgore,STREET MODIFIED - RWD,2:32.567,135i
52,5,Zachary Anderson,STREET - RWD,2:32.638,Something
53,614,Eric Knerr,CLUB TR - RWD,2:33.685,Miata
54,75,Jerome Cahuzac,STREET GT - RWD,2:35.377,M2
55,19,Scott Hollingsworth,STREET MODIFIED - RWD,2:36.305,S2000
56,22,Scott Giles,CLUB TR - FWD,2:36.451,CRX
57,411,Kyle Carstens,SUNDAE CUP - FWD,2:37.008,Fit
58,117,Jared Garcia,STREET - AWD,2:37.650,IS300
59,130,James Smith,SUNDAE CUP - FWD,2:38.903,Fit
60,536,Ryan Dunham,STREET - RWD,2:38.981,330ci
61,782,Kevin Gu,SUNDAE CUP - FWD,2:39.336,Civic
62,670,Doug Francis,SUNDAE CUP - FWD,2:40.199,Celica GT
63,28,Knottfast Motosports,CLUB TR - RWD,2:41.101,FRS
64,826,Jacob Abbott,SUNDAE CUP - FWD,2:41.296,Fit
65,84,Trip Walker,SUNDAE CUP - FWD,2:41.785,Fit
66,926,Twerk Team Racing,SUNDAE CUP - FWD,2:41.825,Fit
67,715,Dylan Rodgers,CLUB TR - RWD,2:42.305,Miata
68,998,Thomas Bitterman,CLUB TR - FWD,2:43.304,Civic Si
69,505,Bronson Furman,SUNDAE CUP - FWD,2:45.330,CR-Z
70,8,Christopher Wolf,SUNDAE CUP - FWD,2:45.469,Fit
71,92,Brad Smith,SUNDAE CUP - FWD,2:46.590,Fit
72,433,Bob Miller,SUNDAE CUP - FWD,2:51.148,Rio
73,235,OC Racing,SUNDAE CUP - FWD,2:51.475,Fit
74,801,Daniel Malloy,SUNDAE CUP - FWD,2:53.207,2
75,208,Joel Sabol,UNLIMITED - FWD,2:53.619,TSX
76,725,Erik Voelkle,SUNDAE CUP - FWD,2:53.843,Fit
77,808,Chong Lor,STREET - FWD,,Civic Type R
78,109,Dana Basinski,CLUB TR - RWD,,Brz
79,300,Erik Jacobs,TRACK MODIFIED - RWD,,SC300
80,77,Alex Artayet,STREET GT - RWD,,M3
