GLTC Race 1 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,212,Andy Smedegard,GLTC - RWD,1:33.009,5,9,,25
2,484,Matan Rosenberg,GLTC - RWD,1:32.790,5,9,0.854,21
3,82,Eric Kutil,GLTC - FWD,1:33.188,6,9,1.439,18
4,19,Aaron Leichty,GLTC - RWD,1:33.521,5,9,1.1,16
5,109,Dana Basinski,GLTC - RWD,1:33.735,5,9,0.927,15
6,17,Tony Marchev,GLTC - RWD,1:34.051,5,9,1.056,14
7,184,Eric Jensen,GLTC - RWD,1:34.142,5,9,1.047,13
8,129,James Cathers,GLTC - RWD,1:34.120,4,9,1.347,12
9,917,Lena Chin,GLTC - RWD,1:34.454,4,9,1.195,11
10,130,James Smith,GLTC - RWD,1:34.060,5,9,0.953,10
11,202,Jake Price,GLTC - RWD,1:34.820,4,9,0.663,9
12,4,Adam Ulrich,GLTC - RWD,1:35.547,4,9,0.94,8
13,90,Matt Waldbaum,GLTC - RWD,1:34.260,5,9,1.015,7
14,77,Hans Horpedahl,GLTC - RWD,1:35.003,4,9,1.05,6
15,85,Samuel Scott,GLTC - RWD,1:34.950,4,9,1.104,5
16,26,Louis Chatroop,GLTC - RWD,1:36.340,3,9,0.92,4
17,10,Brian Tyson,GLTC - FWD,1:36.645,3,9,1.1,3
18,144,Vytis Aranauskas,GLTC - RWD,1:36.794,3,9,0.555,2
19,41,James Houghton,GLTC - FWD,1:33.840,6,9,1.246,0
20,32,Jake Joraanstad,GLTC - RWD,1:36.055,5,9,1.163,0
21,24,Dustin Bartee,GLTC - FWD,1:36.253,5,9,1.486,0
22,71,Joel Morrison,GLTC - RWD,1:36.325,5,9,1.715,0
23,86,Jackie Ding,GLTC - FWD,1:37.944,5,9,0.955,0
24,69,James Forbis,GLTC - RWD,1:38.259,5,9,0.739,0
25,40,Jeremy Boysen,GLTC - FWD,1:37.732,3,9,2.284,0
26,78,Jason Kanakry,GLTC - RWD,1:36.423,5,9,1.108,0
27,75,Adam Jabaay,GLTC - FWD,1:39.207,3,9,0.522,0
28,100,Andrew Cowden,GLTC - RWD,1:39.900,3,9,0.635,0
29,119,Matt Cater,GLTC - AWD,1:40.844,4,9,0.727,0
30,462,Natalie Corder,GLTC - RWD,1:40.808,5,9,1.241,0
31,860,Nathan Manning,GLTC - RWD,1:40.867,4,9,1.348,0
32,177,Justin Lautz,GLTC - RWD,1:40.033,4,9,1.932,0
33,67,Mat Beck,GLTC - RWD,1:38.705,4,6,3 Laps,0
34,311,Jose Santacruz,GLTC - FWD,1:40.151,3,6,15.893,0
35,886,Jason Nguyen,GLTC - RWD,1:37.904,3,4,2 Laps,0
