TrackBattle Heat 4 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model
1,338,Ernestas Puzelis,UNLIMITED - RWD,1:33.965,CORVETTE C6
2,100,Joshua Briggs,UNLIMITED - RWD,1:34.986,MX-5 MIATA
3,121,Ryan Mathews,STREET MOD - RWD,1:35.430,CORVETTE
4,921,Jim Rauck,UNLIMITED - FWD,1:36.153,CIVIC
5,445,Team VitourP1.com,TRACK MOD - RWD,1:36.362,CORVETTE
6,171,Andrius Bertulis,UNLIMITED - RWD,1:36.667,RCF
7,111,Phillip Glass-Hess,UNLIMITED - RWD,1:37.053,MX-5 MIATA
8,773,Luie Zendejas,UNLIMITED - RWD,1:37.432,CORVETTE
9,212,Chris Smith,TRACK MOD - RWD,1:37.432,1 SERIES
10,211,Ryan Mathews,STREET GT - RWD,1:37.626,CORVETTE
11,82,Jaime Santos,STREET MOD - RWD,1:37.905,1 SERIES
12,70,Dewey Dewitt,STREET MOD - AWD,1:37.920,IMPREZA
13,777,Joshua Halka,STREET - AWD,1:38.188,IMPREZA
14,985,Dayton Delahoussaye,STREET MOD - RWD,1:38.267,MX-5 MIATA
15,14,Kal Fortner,STREET MOD - RWD,1:38.294,MERCEDES-AMG GT
16,404,David Bamforth,TRACK MOD - RWD,1:38.351,CAYMAN
17,536,Austin Hertel,STREET GT - RWD,1:38.579,CORVETTE
18,525,Jeremy Lowder,UNLIMITED - RWD,1:39.571,CAMARO
19,909,Mark Kilgore,STREET GT - RWD,1:39.574,M4
20,24,Aj Hartman,UNLIMITED - RWD,1:39.793,MUSTANG
21,47,Marc Flammia,UNLIMITED - RWD,1:40.084,M4
22,256,Drew Vosk,STREET GT - RWD,1:40.414,GR SUPRA
23,269,Shawn Bassett,UNLIMITED - RWD,1:40.547,240Z
24,727,Mario Mirone,CLUB TR - FWD,1:40.668,CIVIC
25,2,Connor Gallagher,STREET GT - AWD,1:40.686,GT-R
26,310,Mike Coons,STREET - AWD,1:41.110,IMPREZA
27,7,Thomas Halka,STREET - AWD,1:41.220 DQ,IMPREZA
28,101,Jason Witt,TRACK MOD - RWD,1:41.225,M4
29,65,Tim White,TRACK MOD - RWD,1:41.899,CORVETTE
30,514,Evan Mclaren,CLUB TR - FWD,1:42.058,INTEGRA
31,326,Stan Fayngold,CLUB TR - RWD,1:42.483,FR-S
32,466,Willem Drees,STREET - FWD,1:42.623 DQ,ELANTRA N
33,185,Sam Corke,STREET GT - RWD,1:42.669,M2
