GLTC Race 1 Results *wet,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,41,James Houghton,GLTC - FWD,2:26.670,6,6,,25
2,90,Matt Waldbaum,GLTC - RWD,2:25.748,6,6,0.875,21
3,82,Eric Kutil,GLTC - FWD,2:29.345,5,6,7.636,18
4,45,Paul Curley,GLTC - RWD,2:30.253,6,6,2.431,16
5,374,Emile Tabb,GLTC - RWD,2:29.836,4,6,0.310,15
6,47,Ryan Power,GLTC - RWD,2:29.126,4,6,1.136,14
7,3,Jeremy Swenson,GLTC - RWD,2:29.520,6,6,0.198,13
8,484,Matan Rosenberg,GLTC - RWD,2:30.410,6,6,1.764,12
9,7,Luke McGrew,GLTC - RWD,2:29.661,4,6,0.359,11
10,17,Tony Marchev,GLTC - RWD,2:27.800,4,6,0.479,10
11,13,Ryan Upham,GLTC - RWD,2:29.962,6,6,3.146,9
12,14,Carlos Mendez,GLTC - RWD,2:30.802,5,6,9.838,8
13,73,Jason Saini,GLTC - RWD,2:31.509,4,6,2.222,7
14,243,Kevin Zhu,GLTC - FWD,2:31.560,6,6,15.750,6
15,71,Joel Morrison,GLTC - RWD,2:35.048,6,6,2.810,5
16,18,Colton Wade,GLTC - RWD,2:34.136,6,6,1.980,4
17,213,Scott Robertson,GLTC - RWD,2:35.892,6,6,1.323,3
18,55,Paul Darling,GLTC - RWD,2:33.496,5,6,2.061,2
19,42,Zac Lovoy,GLTC - RWD,2:37.220,5,6,8.897,1
20,99,Ronnie Vajdak,GLTC - FWD,2:34.218,6,6,11.685,0
21,159,Joshua Rubenstein,GLTC - RWD,2:37.564,5,6,5.224,0
22,333,Fiona Lou,GLTC - RWD,2:38.946,6,6,1.173,0
23,33,Justin Lee,GLTC - RWD,2:38.269,5,6,0.796,0
24,207,Adam Wood,GLTC - AWD,2:38.072,5,6,2.576,0
25,1,Gary Wimble,GLTC - RWD,2:37.002,4,6,4.874,0
26,26,Louis Chatroop,GLTC - RWD,2:42.655,2,6,4.728,0
27,363,Donald Lui,GLTC - FWD,2:41.694,4,6,0.030,0
28,81,Benjamin Marouski,GLTC - FWD,2:44.027,6,6,8.659,0
29,917,Lena Chin,GLTC - RWD,2:43.616,5,6,0.746,0
30,87,Nicholas Stentiford,GLTC - RWD,2:43.734,5,6,2.236,0
31,767,Wes Case,GLTC - RWD,2:44.292,6,6,3.278,0
32,22,Peter McParland,GLTC - RWD,2:43.770,6,6,0.207,0
33,777,Michael McGinnis,GLTC - AWD,2:43.014,6,6,1.184,0
34,166,Ben Thorn,GLTC - FWD,2:41.107,2,6,7.398,0
35,515,Thomas Moss,GLTC - RWD,2:46.833,3,6,6.994,0
36,888,Dai Nguyen,GLTC - RWD,2:46.159,4,6,1.668,0
37,32,Lisa Keyes,GLTC - FWD,2:46.226,4,6,0.099,0
38,528,Richard Sawicki,GLTC - RWD,2:42.805,6,6,12.479,0
39,171,Clayton Fitzpatrick,GLTC - RWD,2:49.473,5,6,6.732,0
40,88,Jacob Poole,GLTC - FWD,2:48.611,5,6,1.360,0
41,40,Jeremy Boysen,GLTC - RWD,2:36.717,4,5,1 Lap,0
42,46,Charles Bilodeau,GLTC - RWD,2:34.435,4,5,0.337,0
43,860,Nathan Manning,GLTC - FWD,3:00.695,3,4,1 Lap,0
44,24,Tyler Pappas,GLTC - RWD,2:45.321,1,3,1 Lap,0
45,184,Eric Jensen,GLTC - RWD,2:48.686,2,2,1 Lap,0
46,52,Mackenzie Korince,GLTC - FWD,2:44.077,2,2,11:57,0
47,72,Scott Heckert,GLTC - RWD,8:26.560,1,1,1 Lap,0
48,34,Austin Hertel,GLTC - RWD,,0,,1 Lap,0
