TrackBattle Heat 1 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,29x,Kyle Mckiou,TRACK MOD - RWD,1:44.366,GR SUPRA
2,606,Allen Patten,STREET GT - RWD,1:48.944,CORVETTE
3,114,Bronson Mcnemar,TRACK MOD - RWD,1:49.872,MX-5 MIATA
4,363,Michael Kubiak,TRACK MOD - RWD,1:50.152,CORVETTE
5,51,Jon Roed,STREET MOD - RWD,1:50.447,MX-5 MIATA
6,299,Colton Drescosky,TRACK MOD - RWD,1:51.475,VIPER
7,550,Christian Aranha,STREET GT - RWD,1:51.556,CAMARO
8,121,Ryan Mathews,STREET GT - RWD,1:52.094,CORVETTE
9,525,Jeremy Lowder,UNLIMITED - RWD,1:52.162,CORVETTE
10,171,Andrius Bertulis,UNLIMITED - RWD,1:52.236,RCF
11,84,Ido Waksman,STREET GT - RWD,1:52.575,CORVETTE
12,70,Dewey Dewitt,STREET MOD - AWD,1:52.692,IMPREZA
13,364,Nicholas Hendrix,STREET GT - RWD,1:52.761,CORVETTE
14,529,Kyle Carrick,STREET GT - RWD,1:53.500,M3
15,446,Ghais Khaleghi,SUPER UNLIMITED - RWD,1:53.592,D-08
16,312,Ian Creps,STREET MOD - FWD,1:53.632,CIVIC TYPE R
17,2,Connor Gallagher,STREET GT - AWD,1:54.108,GT-R
18,514,Evan Mclaren,CLUB TR - FWD,1:54.210,INTEGRA
19,326,Stan Fayngold,CLUB TR - RWD,1:54.361,86
20,139,Wilbur Huang,STREET MOD - RWD,1:54.460,GR SUPRA
21,297,Brian Van Orsdol,STREET MOD - RWD,1:54.602,GR SUPRA
22,727,Mario Mirone,CLUB TR - FWD,1:55.153,CIVIC
23,511,Peter Granberg,CLUB TR - RWD,1:55.165,BRZ
24,71,Kevin Horn,STREET GT - RWD,1:55.424,CAMARO
25,404,David Bamforth,TRACK MOD - RWD,1:55.446,CAYMAN
26,850,Evan English,STREET MOD - RWD,1:57.382,GR SUPRA
27,13,Jerami Bailey,CLUB TR - RWD,1:58.000,FR-S
28,410,Foster Johnson,CLUB TR - RWD,1:58.292,S2000
29,69,Cody Umbaugh,STREET - FWD,1:58.512,CIVIC
30,199,Ian Flavin,CLUB TR - RWD,1:58.685,BRZ
31,470,Eddy Segal,STREET - FWD,1:59.399,CIVIC
32,44,Joel Phillips,STREET GT - RWD,1:59.471,911
33,985,Dayton Delahoussaye,STREET MOD - RWD,1:59.593,MX-5 MIATA
34,230,Daniel Persing,CLUB TR - RWD,1:59.767,BRZ
35,406,Jack Stodola,CLUB TR - FWD,1:59.916,CIVIC
36,677,Ron Merlino,TRACK MOD - RWD,2:00.204,350Z
37,625,Sam Bosnian,STREET - RWD,2:00.433,350Z
38,80,Chris Nahill,CLUB TR - RWD,2:00.612,BRZ
39,40,Ben Bulthuis,STREET GT - RWD,2:01.429,GR SUPRA
40,15,Adam Wrobel,CLUB TR - FWD,2:01.784,INTEGRA
41,391,Chris Schuster,STREET MOD - RWD,2:01.786,GR86
42,530,Joseph Dale,STREET GT - RWD,2:02.161,CORVETTE
43,706,Troy Delahoussaye,STREET MOD - RWD,2:03.157,MX-5 MIATA
44,191,Jessica Powers,TRACK MOD - RWD,2:03.781,CORVETTE
45,218,Jason Mulderig,CLUB TR - RWD,2:05.330,S2000
46,198,Bruce Yhun,CLUB TR - FWD,2:06.016,CIVIC
47,519,Malindima Sampa,CLUB TR - RWD,2:07.865,350Z
48,281,Randy Reeves,STREET MOD - RWD,2:08.512,MX-5 MIATA
49,67,Jonathan Denk,STREET MOD - FWD,2:10.466,CIVIC
50,528,Richard Sawicki,SUNDAE CUP - RWD,2:11.604 DQ,MX-5 MIATA
51,411,Chris Rice,SUNDAE CUP - FWD,2:11.926,FIT
52,134,David Best,SUNDAE CUP - FWD,2:13.025,FIT
53,729,Chris Murray,SUNDAE CUP - RWD,2:14.144,MX-5 MIATA
54,412,Austin Obrien,SUNDAE CUP - FWD,2:14.237,FIT
55,415,Ivan Onofriiciuc,STREET - RWD,2:17.490,370Z
56,636,Noah Masse,SUNDAE CUP - FWD,2:18.167,FIT
57,523,Sean Condon,CLUB TR - RWD,2:19.868,3 SERIES
58,979,Becky Burton,SUNDAE CUP - FWD,2:20.078,MAZDA2
59,813,Jacob Green,CLUB TR - RWD,2:22.114,S2000
60,370,Sam Deuling,SUNDAE CUP - FWD,2:24.745,FIT
61,117,Sundae Funday,SUNDAE CUP - FWD,2:27.206,FIT
62,505,Isaac Rodriguez,SUNDAE CUP - FWD,2:31.198,2
63,82,Jaime Santos,STREET MOD - RWD,,1 SERIES
