TrackBattle Heat 7 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,404,David Bamforth,TRACK MOD - RWD,1:53.414,CAYMAN
2,70,Dewey Dewitt,STREET MOD - AWD,1:54.598,IMPREZA
3,525,Jeremy Lowder,UNLIMITED - RWD,1:56.428,CORVETTE
4,51,Jon Roed,STREET MOD - RWD,1:56.838,MX-5 MIATA
5,139,Wilbur Huang,STREET MOD - RWD,1:57.525,GR SUPRA
6,550,Christian Aranha,STREET GT - RWD,1:58.194,CAMARO
7,82,Jaime Santos,STREET MOD - RWD,1:59.389,1 SERIES
8,299,Colton Drescosky,TRACK MOD - RWD,1:59.980,VIPER
9,511,Peter Granberg,CLUB TR - RWD,2:00.273,BRZ
10,364,Nicholas Hendrix,STREET GT - RWD,2:00.722,CORVETTE
11,145,Devin Hofmann,STREET MOD - AWD,2:03.511,WRX
12,470,Eddy Segal,STREET - FWD,2:05.754,CIVIC
13,850,Evan English,STREET MOD - RWD,2:05.938,GR SUPRA
14,199,Ian Flavin,CLUB TR - RWD,2:07.379,BRZ
15,406,Jack Stodola,CLUB TR - FWD,2:09.666,CIVIC
16,410,Foster Johnson,CLUB TR - RWD,2:09.760,S2000
17,230,Daniel Persing,CLUB TR - RWD,2:11.225,BRZ
18,13,Jerami Bailey,CLUB TR - RWD,2:12.505,FR-S
19,69,Cody Umbaugh,STREET - FWD,2:13.080,CIVIC
20,45,Ross Ligibel,STREET - RWD,2:14.566,M3
21,44,Joel Phillips,STREET GT - RWD,2:14.838,911
22,218,Jason Mulderig,CLUB TR - RWD,2:15.283,S2000
23,378,Nathan Warner,CLUB TR - RWD,2:15.790,S2000
24,370,Sam Deuling,SUNDAE CUP - FWD,2:17.310,FIT
25,729,Chris Murray,SUNDAE CUP - RWD,2:17.672,MX-5 MIATA
26,660,Rick Hoback,TRACK MOD - RWD,2:17.806,FRONTIER
27,528,Richard Sawicki,SUNDAE CUP - RWD,2:17.812,MX-5 MIATA
28,67,Jonathan Denk,STREET MOD - FWD,2:17.821,CIVIC
29,134,David Best,SUNDAE CUP - FWD,2:20.089,FIT
30,636,Noah Masse,SUNDAE CUP - FWD,2:20.850,FIT
31,979,Becky Burton,SUNDAE CUP - FWD,2:24.410,MAZDA2
32,117,Sundae Funday,SUNDAE CUP - FWD,2:33.251,FIT
33,415,Ivan Onofriiciuc,STREET - RWD,,370Z
34,890,Eric Magnussen,STREET GT - RWD,,SUPRA
35,530,Joseph Dale,STREET GT - RWD,,CORVETTE
36,813,Jacob Green,CLUB TR - RWD,,S2000
37,411,Chris Rice,SUNDAE CUP - FWD,,FIT
