TrackBattle Heat 2 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,70,Dewey Dewitt,STREET MOD - AWD,1:48.444,IMPREZA
2,29,Kyle Mckiou,STREET MOD - RWD,1:48.673,GR SUPRA
3,171,Andrius Bertulis,UNLIMITED - RWD,1:50.452,RCF
4,51,Jon Roed,STREET MOD - RWD,1:51.517,MX-5 MIATA
5,114,Bronson Mcnemar,TRACK MOD - RWD,1:51.709,MX-5 MIATA
6,82,Jaime Santos,STREET MOD - RWD,1:51.843,1 SERIES
7,363,Michael Kubiak,TRACK MOD - RWD,1:51.846,CORVETTE
8,121,Ryan Mathews,STREET GT - RWD,1:51.865,CORVETTE
9,299,Colton Drescosky,TRACK MOD - RWD,1:52.117,VIPER
10,84,Ido Waksman,STREET GT - RWD,1:52.782,CORVETTE
11,364,Nicholas Hendrix,STREET GT - RWD,1:53.125,CORVETTE
12,529,Kyle Carrick,STREET GT - RWD,1:53.164,M3
13,606,Allen Patten,STREET GT - RWD,1:53.285,CORVETTE
14,525,Jeremy Lowder,UNLIMITED - RWD,1:53.446,CORVETTE
15,446,Ghais Khaleghi,SUPER UNLIMITED - RWD,1:53.914,D-08
16,312,Ian Creps,STREET MOD - FWD,1:54.026,CIVIC TYPE R
17,404,David Bamforth,TRACK MOD - RWD,1:55.299,CAYMAN
18,514,Evan Mclaren,CLUB TR - FWD,1:55.603,INTEGRA
19,850,Evan English,STREET MOD - RWD,1:55.706,GR SUPRA
20,71,Kevin Horn,STREET GT - RWD,1:56.049,CAMARO
21,511,Peter Granberg,CLUB TR - RWD,1:56.152,BRZ
22,2,Connor Gallagher,STREET GT - AWD,1:56.428,GT-R
23,40,Ben Bulthuis,STREET GT - RWD,1:56.834,GR SUPRA
24,139,Wilbur Huang,STREET MOD - RWD,1:56.939,GR SUPRA
25,326,Stan Fayngold,CLUB TR - RWD,1:56.979,86
26,727,Mario Mirone,CLUB TR - FWD,1:57.150,CIVIC
27,625,Sam Bosnian,STREET - RWD,1:57.227,350Z
28,297,Brian Van Orsdol,STREET MOD - RWD,1:57.322,GR SUPRA
29,677,Ron Merlino,TRACK MOD - RWD,1:58.035,350Z
30,69,Cody Umbaugh,STREET - FWD,1:58.715,CIVIC
31,470,Eddy Segal,STREET - FWD,1:58.995,CIVIC
32,199,Ian Flavin,CLUB TR - RWD,1:59.058,BRZ
33,44,Joel Phillips,STREET GT - RWD,1:59.141,911
34,985,Dayton Delahoussaye,STREET MOD - RWD,1:59.208,MX-5 MIATA
35,406,Jack Stodola,CLUB TR - FWD,1:59.338,CIVIC
36,13,Jerami Bailey,CLUB TR - RWD,1:59.348,FR-S
37,410,Foster Johnson,CLUB TR - RWD,2:00.011,S2000
38,45,Ross Ligibel,STREET - RWD,2:00.162,M3
39,706,Troy Delahoussaye,STREET MOD - RWD,2:00.669,MX-5 MIATA
40,281,Randy Reeves,STREET MOD - RWD,2:00.906,MX-5 MIATA
41,530,Joseph Dale,STREET GT - RWD,2:01.037,CORVETTE
42,80,Chris Nahill,CLUB TR - RWD,2:01.132,BRZ
43,15,Adam Wrobel,CLUB TR - FWD,2:01.665,INTEGRA
44,230,Daniel Persing,CLUB TR - RWD,2:01.675,BRZ
45,191,Team Powers,TRACK MOD - RWD,2:02.112,CORVETTE
46,347,Johnathan O'Donnell,STREET - FWD,2:02.186,CIVIC TYPE R
47,198,Bruce Yhun,CLUB TR - FWD,2:03.161,CIVIC
48,415,Ivan Onofriiciuc,STREET - RWD,2:03.774,370Z
49,391,Chris Schuster,STREET MOD - RWD,2:03.824,GR86
50,218,Jason Mulderig,CLUB TR - RWD,2:04.389,S2000
51,515,The Winning Formula,CLUB TR - RWD,2:05.179,S2000
52,67,Jonathan Denk,STREET MOD - FWD,2:05.471,CIVIC
53,145,Devin Hofmann,STREET MOD - AWD,2:05.971,WRX
54,712,Ethan Bailey,STREET - AWD,2:06.658,IMPREZA
55,519,Malindima Sampa,CLUB TR - RWD,2:07.180,350Z
56,378,Nathan Warner,CLUB TR - RWD,2:10.045,S2000
57,528,Richard Sawicki,SUNDAE CUP - RWD,2:10.690 DQ,MX-5 MIATA
58,411,Chris Rice,SUNDAE CUP - FWD,2:11.451,FIT
59,134,David Best,SUNDAE CUP - FWD,2:13.455,FIT
60,729,Chris Murray,SUNDAE CUP - RWD,2:13.773,MX-5 MIATA
61,412,Austin Obrien,SUNDAE CUP - FWD,2:14.568,FIT
62,370,Sam Deuling,SUNDAE CUP - FWD,2:14.878,FIT
63,813,Jacob Green,CLUB TR - RWD,2:17.455,S2000
64,636,Noah Masse,SUNDAE CUP - FWD,2:17.494,FIT
65,523,Sean Condon,CLUB TR - RWD,2:17.787,3 SERIES
66,979,Becky Burton,SUNDAE CUP - FWD,2:17.889,MAZDA2
67,505,Isaac Rodriguez,SUNDAE CUP - FWD,2:24.723,2
