TrackBattle Heat 6 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,139,Wilbur Huang,STREET MOD - RWD,2:01.092,GR SUPRA
2,515,The Winning Formula,CLUB TR - RWD,2:01.623,S2000
3,511,Peter Granberg,CLUB TR - RWD,2:01.799,BRZ
4,347,Johnathan O'Donnell,STREET - FWD,2:02.092,CIVIC TYPE R
5,198,Bruce Yhun,CLUB TR - FWD,2:02.110,CIVIC
6,973,Luke Paglione,CLUB TR - FWD,2:02.462,INTEGRA
7,712,Ethan Bailey,STREET - AWD,2:02.858,IMPREZA
8,67,Jonathan Denk,STREET MOD - FWD,2:02.950,CIVIC
9,378,Nathan Warner,CLUB TR - RWD,2:03.019,S2000
10,525,Jeremy Lowder,UNLIMITED - RWD,2:03.323,CORVETTE
11,660,Rick Hoback,TRACK MOD - RWD,2:03.559,FRONTIER
12,51,Jon Roed,STREET MOD - RWD,2:04.239,MX-5 MIATA
13,218,Jason Mulderig,CLUB TR - RWD,2:05.069,S2000
14,391,Chris Schuster,STREET MOD - RWD,2:06.219,GR86
15,550,Christian Aranha,STREET GT - RWD,2:06.343,CAMARO
16,519,Malindima Sampa,CLUB TR - RWD,2:08.487,350Z
17,406,Jack Stodola,CLUB TR - FWD,2:08.813,CIVIC
18,297,Brian Van Orsdol,STREET MOD - RWD,2:10.614,GR SUPRA
19,370,Sam Deuling,SUNDAE CUP - FWD,2:11.127,FIT
20,813,Jacob Green,CLUB TR - RWD,2:11.668,S2000
21,199,Ian Flavin,CLUB TR - RWD,2:11.943,BRZ
22,411,Chris Rice,SUNDAE CUP - FWD,2:12.105,FIT
23,729,Chris Murray,SUNDAE CUP - RWD,2:12.703,MX-5 MIATA
24,625,Sam Bosnian,STREET - RWD,2:12.736,350Z
25,412,Austin Obrien,SUNDAE CUP - FWD,2:13.049,FIT
26,134,David Best,SUNDAE CUP - FWD,2:13.378,FIT
27,530,Joseph Dale,STREET GT - RWD,2:14.143,CORVETTE
28,13,Jerami Bailey,CLUB TR - RWD,2:14.943,FR-S
29,45,Ross Ligibel,STREET - RWD,2:15.293,M3
30,636,Noah Masse,SUNDAE CUP - FWD,2:16.127,FIT
31,470,Eddy Segal,STREET - FWD,2:16.226,CIVIC
32,230,Daniel Persing,CLUB TR - RWD,2:16.381,BRZ
33,979,Becky Burton,SUNDAE CUP - FWD,2:17.410,MAZDA2
34,415,Ivan Onofriiciuc,STREET - RWD,2:17.461,370Z
35,528,Richard Sawicki,SUNDAE CUP - RWD,2:17.581,MX-5 MIATA
36,520,Alexander Bungabong,STREET MOD - RWD,2:17.728,RCF
37,850,Evan English,STREET MOD - RWD,2:18.258,GR SUPRA
38,410,Foster Johnson,CLUB TR - RWD,2:18.331,S2000
39,505,Isaac Rodriguez,SUNDAE CUP - FWD,2:23.950,2
40,117,Sundae Funday,SUNDAE CUP - FWD,2:25.408,FIT
41,985,Dayton Delahoussaye,STREET MOD - RWD,,MX-5 MIATA
42,191,Team Powers,TRACK MOD - RWD,,CORVETTE
