TrackBattle Heat 3 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,446,Ghais Khaleghi,SUPER UNLIMITED - RWD,1:46.019,D-08
2,29,Kyle Mckiou,STREET MOD - RWD,1:46.747,GR SUPRA
3,70,Dewey Dewitt,STREET MOD - AWD,1:48.005,IMPREZA
4,171,Andrius Bertulis,UNLIMITED - RWD,1:50.415,RCF
5,51,Jon Roed,STREET MOD - RWD,1:51.488,MX-5 MIATA
6,299,Colton Drescosky,TRACK MOD - RWD,1:51.582,VIPER
7,121,Ryan Mathews,STREET GT - RWD,1:51.781,CORVETTE
8,114,Bronson Mcnemar,TRACK MOD - RWD,1:51.822,MX-5 MIATA
9,84,Ido Waksman,STREET GT - RWD,1:53.013,CORVETTE
10,82,Jaime Santos,STREET MOD - RWD,1:53.059,1 SERIES
11,364,Nicholas Hendrix,STREET GT - RWD,1:53.352,CORVETTE
12,297,Brian Van Orsdol,STREET MOD - RWD,1:55.068,GR SUPRA
13,2,Connor Gallagher,STREET GT - AWD,1:55.245,GT-R
14,312,Ian Creps,STREET MOD - FWD,1:55.322,CIVIC TYPE R
15,525,Jeremy Lowder,UNLIMITED - RWD,1:55.707,CORVETTE
16,727,Mario Mirone,CLUB TR - FWD,1:55.764,CIVIC
17,511,Peter Granberg,CLUB TR - RWD,1:55.918,BRZ
18,40,Ben Bulthuis,STREET GT - RWD,1:56.545,GR SUPRA
19,71,Kevin Horn,STREET GT - RWD,1:56.553,CAMARO
20,850,Evan English,STREET MOD - RWD,1:56.591,GR SUPRA
21,139,Wilbur Huang,STREET MOD - RWD,1:56.967,GR SUPRA
22,404,David Bamforth,TRACK MOD - RWD,1:57.163,CAYMAN
23,470,Eddy Segal,STREET - FWD,1:58.161,CIVIC
24,326,Stan Fayngold,CLUB TR - RWD,1:58.978,86
25,530,Joseph Dale,STREET GT - RWD,1:59.332,CORVETTE
26,625,Sam Bosnian,STREET - RWD,1:59.548,350Z
27,406,Jack Stodola,CLUB TR - FWD,1:59.583,CIVIC
28,145,Devin Hofmann,STREET MOD - AWD,1:59.647,WRX
29,13,Jerami Bailey,CLUB TR - RWD,2:00.550,FR-S
30,410,Foster Johnson,CLUB TR - RWD,2:00.572,S2000
31,15,Adam Wrobel,CLUB TR - FWD,2:01.340,INTEGRA
32,281,Randy Reeves,STREET MOD - RWD,2:01.528,MX-5 MIATA
33,230,Daniel Persing,CLUB TR - RWD,2:01.530,BRZ
34,80,Chris Nahill,CLUB TR - RWD,2:01.580,BRZ
35,347,Johnathan O'Donnell,STREET - FWD,2:01.916,CIVIC TYPE R
36,191,Team Powers,TRACK MOD - RWD,2:02.097,CORVETTE
37,218,Jason Mulderig,CLUB TR - RWD,2:02.354,S2000
38,67,Jonathan Denk,STREET MOD - FWD,2:03.064,CIVIC
39,198,Bruce Yhun,CLUB TR - FWD,2:03.120,CIVIC
40,415,Ivan Onofriiciuc,STREET - RWD,2:03.156,370Z
41,712,Ethan Bailey,STREET - AWD,2:03.560,IMPREZA
42,706,Troy Delahoussaye,STREET MOD - RWD,2:03.613,MX-5 MIATA
43,391,Chris Schuster,STREET MOD - RWD,2:04.362,GR86
44,515,The Winning Formula,CLUB TR - RWD,2:05.597,S2000
45,69,Cody Umbaugh,STREET - FWD,2:06.776,CIVIC
46,519,Malindima Sampa,CLUB TR - RWD,2:08.863,350Z
47,411,Chris Rice,SUNDAE CUP - FWD,2:11.261,FIT
48,973,Luke Paglione,CLUB TR - FWD,2:11.869,INTEGRA
49,370,Sam Deuling,SUNDAE CUP - FWD,2:12.610,FIT
50,134,David Best,SUNDAE CUP - FWD,2:12.918,FIT
51,729,Chris Murray,SUNDAE CUP - RWD,2:13.307,MX-5 MIATA
52,813,Jacob Green,CLUB TR - RWD,2:14.463,S2000
53,412,Austin Obrien,SUNDAE CUP - FWD,2:14.483,FIT
54,523,Sean Condon,CLUB TR - RWD,2:14.829,3 SERIES
55,117,Sundae Funday,SUNDAE CUP - FWD,2:14.950,FIT
56,636,Noah Masse,SUNDAE CUP - FWD,2:16.748,FIT
57,979,Becky Burton,SUNDAE CUP - FWD,2:18.528,MAZDA2
58,505,Isaac Rodriguez,SUNDAE CUP - FWD,2:30.628,2
59,606,Allen Patten,STREET GT - RWD,,CORVETTE
60,660,Rick Hoback,STREET - RWD,,CROWN VICTORIA
