Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,126,Eric Fleming,TRACK MODIFIED - RWD,1:28.090,Corvette
2,3,Team Swurley Jeremy Swenson Paul Curley,TRACK MODIFIED - RWD,1:28.204,Corvette
3,72,Feras Qartoumy,TRACK MODIFIED - RWD,1:29.090,Corvette
4,86,Jackie Ding,STREET MODIFIED - RWD,1:30.234,Supra #TA90
5,414,RS Motors,STREET MODIFIED - AWD,1:30.385,Evo IX
6,121,Ryan Mathews,STREET MODIFIED - RWD,1:32.286,Z06
7,714,Eric Rockwell,TRACK MODIFIED - RWD,1:32.775,Shelby GT500
8,130,Coby Shield,STREET GT - RWD,1:32.933,Camaro
9,6,Michael Aumick,STREET MODIFIED - AWD,1:33.714,STI
10,22,Jeremy Boysen,STREET MODIFIED - RWD,1:34.041,GT4
11,691,James Forbis,STREET MODIFIED - RWD,1:34.044,Corvette
12,82,Logan Carswell,UNLIMITED - RWD,1:34.225,RX7
13,115,Electron Sport,STREET MODIFIED - RWD,1:34.283,Corvette
14,460,Grant Walker,TRACK MODIFIED - RWD,1:34.857,Miata
15,7,Joshua Halka,STREET - AWD,1:35.134,Impreza WRX
16,34,Austin Hertel,TRACK MODIFIED - RWD,1:35.189,370z
17,335,Christopher Bickford,STREET GT - RWD,1:35.494,Corvette
18,77,Alex Artayet,STREET GT - RWD,1:35.647,M3
19,61,Steven Greene,STREET GT - RWD,1:35.818,Corvette Grand Sport
20,28,Peter Zhang,STREET MODIFIED - AWD,1:35.890,Impreza WRX
21,133,Dan Foley,STREET MODIFIED - AWD,1:36.254,Evo 10
22,32,Ron Mullet,TRACK MODIFIED - RWD,1:37.163,Corvette
23,70,Nicholas Kohrs,STREET MODIFIED - FWD,1:37.289,Civic Si
24,298,Orange Crush Racing,STREET MODIFIED - AWD,1:37.414,WRX STI
25,36,Ben Mich,STREET MODIFIED - RWD,1:37.536,Rx7
26,202,John Renna,TRACK MODIFIED - RWD,1:37.616,RX-7
27,330,Vladimir Skirda,STREET - AWD,1:38.061,STi
28,117,Jared Garcia,STREET MODIFIED - RWD,1:38.125,S2000
29,60,Mark Brylo,STREET - AWD,1:38.184,Evo
30,151,David McCallister,TRACK MODIFIED - AWD,1:38.348,Lancer Evolution IX
31,76,David Ottobre,STREET MODIFIED - RWD,1:38.565,240sx
32,35,Alex Westergaard,STREET MODIFIED - RWD,1:39.151,S2000
33,64,Grant Mullet,STREET GT - RWD,1:39.192,Civic Si
34,511,Peter Granberg,STREET MODIFIED - RWD,1:39.425,BRZ
35,575,Clay Davidson,STREET MODIFIED - RWD,1:39.433,Mustang
36,155,Joseph Mielke,STREET - AWD,1:39.461,STI
37,156,Neil Hancock,STREET - AWD,1:39.574,WRX
38,94,Nicholas Phillips,STREET GT - RWD,1:41.088,Z06
39,23,Nilesh Patel,STREET MODIFIED - AWD,1:41.223,EVO 9
40,16,Alex Peitz,STREET GT - RWD,1:41.270,Corvette
41,118,Jason Owens,STREET - FWD,1:41.486,Civic Si
42,32,Yo Keutla,STREET - RWD,1:41.730,Cayman
43,619,Taylor Bowling,STREET - RWD,1:41.870,Cayman S
44,13,Jerami Bailey,STREET MODIFIED - RWD,1:41.968,FRS
45,27,Ken Devriese,STREET - RWD,1:42.108,S2000
46,83,Shane Duncan,STREET - RWD,1:42.280,S2000
47,145,Devin Hofmann,STREET MODIFIED - AWD,1:42.292,WRX STI
48,777,Dewey DeWitt,STREET - RWD,1:42.322,BRZ
49,46,Nehru Cheddie,STREET - RWD,1:42.986,M3
50,52,Nicholas Gardner,TRACK MODIFIED - RWD,1:43.662,Shelby GT500
51,444,Brian Smith,STREET MODIFIED - FWD,1:43.893,GTI
52,65,Ben Lin,STREET - AWD,1:45.394,Evo
53,67,Yunan Liu,STREET - RWD,1:46.054,S2000
54,42,Ben Bulthuis,TRACK MODIFIED - FWD,1:46.361,Civic
55,39,Kevin Tanakhone,STREET - RWD,1:46.529,S2000
56,270,Max Rooney,STREET - FWD,1:47.578,Civic Si
57,38,Ernestas Puzelis,TRACK MODIFIED - RWD,1:47.719,370z
58,31,Bart Goldenbeld,TRACK MODIFIED - RWD,1:48.171,Miata
59,440,Taylor Steck,STREET - RWD,1:50.805,350z
60,48,Torry Skurski,STREET - RWD,1:52.143,328i
61,395,Michael Smith,SUNDAE CUP / SPECFIT - FWD,1:52.198,Fit
62,20,Freddy Assuncao,TRACK MODIFIED - AWD,1:53.337,Jetta GLI
63,68,Daniel Montanez,STREET - RWD,1:54.098,BRZ
64,139,Kevin Head,SUNDAE CUP / SPECFIT - FWD,1:54.292,Fit
65,8,Not So Fit Racing,SUNDAE CUP / SPECFIT - FWD,1:59.076,Fit
