Heat 7 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,86,Jackie Ding,STREET MODIFIED - RWD,2:18.183,Supra #TA90
2,130,Coby Shield,STREET GT - RWD,2:19.481,Camaro
3,60,Mark Brylo,STREET - AWD,2:20.689,Evo
4,155,Joseph Mielke,STREET - AWD,2:21.556,STI
5,330,Vladimir Skirda,STREET - AWD,2:23.961,STi
6,28,Peter Zhang,STREET MODIFIED - AWD,2:24.866,Impreza WRX
7,298,Orange Crush Racing,STREET MODIFIED - AWD,2:26.505,WRX STI
8,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,2:27.116,Fit
9,65,Ben Lin,STREET - AWD,2:28.808,Evo
10,14,Kal Fortner,UNLIMITED - AWD,2:30.707,S4
11,32,Yo Keutla,STREET - RWD,2:31.940,Cayman
12,34,Austin Hertel,TRACK MODIFIED - RWD,2:32.065,370z
13,495,Richard Cho,STREET - RWD,2:33.370,370z
14,7,Joshua Halka,STREET - AWD,2:34.053,Impreza WRX
15,118,Jason Owens,STREET - FWD,2:35.271,Civic Si
16,575,Clay Davidson,STREET MODIFIED - RWD,2:35.745,Mustang
17,444,Brian Smith,STREET MODIFIED - FWD,2:36.491,GTI
18,395,Michael Smith,SUNDAE CUP / SPECFIT - FWD,2:36.873,Fit
19,511,Peter Granberg,STREET MODIFIED - RWD,2:40.316,BRZ
20,777,Dewey DeWitt,STREET - RWD,2:41.602,BRZ
21,8,Not So Fit Racing,SUNDAE CUP / SPECFIT - FWD,2:42.482,Fit
22,46,Nehru Cheddie,STREET - RWD,2:46.128,M3
23,13,Jerami Bailey,STREET MODIFIED - RWD,2:47.929,FRS
24,139,Kevin Head,SUNDAE CUP / SPECFIT - FWD,2:50.641,Fit
25,440,Taylor Steck,STREET - RWD,2:59.820,350z
26,48,Torry Skurski,STREET - RWD,6:18.270,328i
27,70,Nicholas Kohrs,STREET MODIFIED - FWD,,Civic Si
28,67,Yunan Liu,STREET - RWD,,S2000
29,115,Electron Sport,STREET MODIFIED - RWD,,Corvette
