Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,3,Team Swurley Jeremy Swenson Paul Curley,TRACK MODIFIED - RWD,1:29.677,Corvette
2,126,Eric Fleming,TRACK MODIFIED - RWD,1:30.137,Corvette
3,72,Feras Qartoumy,TRACK MODIFIED - RWD,1:30.315,Corvette
4,86,Jackie Ding,STREET MODIFIED - RWD,1:31.870,Supra #TA90
5,691,James Forbis,STREET MODIFIED - RWD,1:34.507,Corvette
6,130,Coby Shield,STREET GT - RWD,1:34.658,Camaro
7,22,Jeremy Boysen,STREET MODIFIED - RWD,1:35.133,GT4
8,121,Ryan Mathews,STREET MODIFIED - RWD,1:35.180,Z06
9,314,Michael Puglisi,TRACK MODIFIED - AWD,1:35.675,EVO IX
10,34,Austin Hertel,TRACK MODIFIED - RWD,1:35.900,370z
11,77,Alex Artayet,STREET GT - RWD,1:36.247,M3
12,115,Electron Sport,STREET MODIFIED - RWD,1:36.404,Corvette
13,6,Michael Aumick,STREET MODIFIED - AWD,1:36.495,STI
14,28,Peter Zhang,STREET MODIFIED - AWD,1:37.540,Impreza WRX
15,335,Christopher Bickford,STREET GT - RWD,1:38.173,Corvette
16,298,Orange Crush Racing,STREET MODIFIED - AWD,1:38.313,WRX STI
17,70,Nicholas Kohrs,STREET MODIFIED - FWD,1:38.585,Civic Si
18,35,Alex Westergaard,STREET MODIFIED - RWD,1:39.240,S2000
19,151,David McCallister,TRACK MODIFIED - AWD,1:39.249,Lancer Evolution IX
20,330,Vladimir Skirda,STREET - AWD,1:39.344,STi
21,117,Jared Garcia,STREET MODIFIED - RWD,1:39.471,S2000
22,133,Dan Foley,STREET MODIFIED - AWD,1:39.676,Evo 10
23,202,John Renna,TRACK MODIFIED - RWD,1:39.693,RX-7
24,575,Clay Davidson,STREET MODIFIED - RWD,1:40.066,Mustang
25,61,Steven Greene,STREET GT - RWD,1:40.072,Corvette Grand Sport
26,36,Ben Mich,STREET MODIFIED - RWD,1:40.375,Rx7
27,511,Peter Granberg,STREET MODIFIED - RWD,1:41.136,BRZ
28,76,David Ottobre,STREET MODIFIED - RWD,1:41.552,240sx
29,156,Neil Hancock,STREET - AWD,1:41.752,WRX
30,16,Alex Peitz,STREET GT - RWD,1:41.755,Corvette
31,777,Dewey DeWitt,STREET - RWD,1:41.849,BRZ
32,60,Mark Brylo,STREET - AWD,1:42.122,Evo
33,118,Jason Owens,STREET - FWD,1:42.826,Civic Si
34,32,Yo Keutla,STREET - RWD,1:43.036,Cayman
35,460,Grant Walker,TRACK MODIFIED - RWD,1:43.430,Miata
36,83,Shane Duncan,STREET - RWD,1:43.446,S2000
37,27,Ken Devriese,STREET - RWD,1:43.781,S2000
38,619,Taylor Bowling,STREET - RWD,1:43.961,Cayman S
39,495,Richard Cho,STREET - RWD,1:44.313,370z
40,46,Nehru Cheddie,STREET - RWD,1:44.648,M3
41,13,Jerami Bailey,STREET MODIFIED - RWD,1:45.283,FRS
42,155,Joseph Mielke,STREET - AWD,1:45.778,STI
43,23,Nilesh Patel,STREET MODIFIED - AWD,1:46.009,EVO 9
44,32,Ron Mullet,TRACK MODIFIED - RWD,1:47.036,Corvette
45,145,Devin Hofmann,STREET MODIFIED - AWD,1:47.257,WRX STI
46,42,Ben Bulthuis,TRACK MODIFIED - FWD,1:47.357,Civic
47,67,Yunan Liu,STREET - RWD,1:47.555,S2000
48,38,Ernestas Puzelis,TRACK MODIFIED - RWD,1:47.612,370z
49,52,Nicholas Gardner,TRACK MODIFIED - RWD,1:47.830,Shelby GT500
50,94,Nicholas Phillips,STREET GT - RWD,1:48.318,Z06
51,31,Bart Goldenbeld,TRACK MODIFIED - RWD,1:49.710,Miata
52,444,Brian Smith,STREET MODIFIED - FWD,1:49.870,GTI
53,20,Freddy Assuncao,TRACK MODIFIED - AWD,1:51.352,Jetta GLI
54,48,Torry Skurski,STREET - RWD,1:51.938,328i
55,14,Kal Fortner,UNLIMITED - AWD,1:53.613,S4
56,39,Kevin Tanakhone,STREET - RWD,1:54.156,S2000
57,270,Max Rooney,STREET - FWD,1:54.512,Civic Si
58,395,Michael Smith,SUNDAE CUP / SPECFIT - FWD,1:56.970,Fit
59,139,Kevin Head,SUNDAE CUP / SPECFIT - FWD,1:57.637,Fit
60,68,Daniel Montanez,STREET - RWD,1:59.698,BRZ
61,8,Not So Fit Racing,SUNDAE CUP / SPECFIT - FWD,2:00.244,Fit
62,440,Taylor Steck,STREET - RWD,2:00.927,350z
63,7,Joshua Halka,STREET - AWD,,Impreza WRX
64,414,RS Motors,STREET MODIFIED - AWD,,Evo IX
