Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,28,Peter Zhang,STREET MODIFIED - AWD,1:36.822,Impreza WRX
2,135,Charlie Ensslin,UNLIMITED - RWD,1:38.598,Type R
3,330,Vladimir Skirda,STREET - AWD,1:38.695,STi
4,117,Jared Garcia,STREET MODIFIED - RWD,1:39.431,S2000
5,60,Mark Brylo,STREET - AWD,1:39.608,Evo
6,575,Clay Davidson,STREET MODIFIED - RWD,1:39.955,Mustang
7,76,David Ottobre,STREET MODIFIED - RWD,1:39.995,240sx
8,151,David McCallister,TRACK MODIFIED - AWD,1:40.069,Lancer Evolution IX
9,130,Coby Shield,STREET GT - RWD,1:40.115,Camaro
10,35,Alex Westergaard,STREET MODIFIED - RWD,1:40.231,S2000
11,70,Nicholas Kohrs,STREET MODIFIED - FWD,1:40.264,Civic Si
12,155,Joseph Mielke,STREET - AWD,1:40.513,STI
13,94,Nicholas Phillips,STREET GT - RWD,1:40.540,Z06
14,145,Devin Hofmann,STREET MODIFIED - AWD,1:41.566,WRX STI
15,86,Jackie Ding,STREET MODIFIED - RWD,1:41.666,Supra #TA90
16,34,Austin Hertel,TRACK MODIFIED - RWD,1:41.803,370z
17,495,Richard Cho,STREET - RWD,1:41.934,370z
18,118,Jason Owens,STREET - FWD,1:42.422,Civic Si
19,777,Dewey DeWitt,STREET - RWD,1:42.440,BRZ
20,133,Dan Foley,STREET MODIFIED - AWD,1:42.476,Evo 10
21,7,Joshua Halka,STREET - AWD,1:42.538,Impreza WRX
22,714,Eric Rockwell,TRACK MODIFIED - RWD,1:42.753,Shelby GT500
23,32,Ron Mullet,TRACK MODIFIED - RWD,1:43.136,Corvette
24,64,Grant Mullet,STREET GT - RWD,1:43.213,Civic Si
25,511,Peter Granberg,STREET MODIFIED - RWD,1:43.317,BRZ
26,619,Taylor Bowling,STREET - RWD,1:44.068,Cayman S
27,115,Electron Sport,STREET MODIFIED - RWD,1:44.373,Corvette
28,77,Alex Artayet,STREET GT - RWD,1:45.624,M3
29,67,Yunan Liu,STREET - RWD,1:45.927,S2000
30,444,Brian Smith,STREET MODIFIED - FWD,1:46.307,GTI
31,52,Nicholas Gardner,TRACK MODIFIED - RWD,1:46.331,Shelby GT500
32,65,Ben Lin,STREET - AWD,1:47.307,Evo
33,27,Ken Devriese,STREET - RWD,1:47.548,S2000
34,32,Yo Keutla,STREET - RWD,1:48.271,Cayman
35,335,Christopher Bickford,STREET GT - RWD,1:48.769,Corvette
36,414,RS Motors,STREET MODIFIED - AWD,1:48.919,Evo IX
37,38,Ernestas Puzelis,TRACK MODIFIED - RWD,1:51.228,370z
38,39,Kevin Tanakhone,STREET - RWD,1:51.737,S2000
39,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,1:53.203,Fit
40,460,Grant Walker,TRACK MODIFIED - RWD,1:53.645,Miata
41,13,Jerami Bailey,STREET MODIFIED - RWD,1:54.941,FRS
42,42,Ben Bulthuis,TRACK MODIFIED - FWD,1:54.994,Civic
43,48,Torry Skurski,STREET - RWD,1:55.004,328i
44,270,Max Rooney,STREET - FWD,1:55.395,Civic Si
45,395,Michael Smith,SUNDAE CUP / SPECFIT - FWD,1:55.595,Fit
46,23,Nilesh Patel,STREET MODIFIED - AWD,1:56.865,EVO 9
47,46,Nehru Cheddie,STREET - RWD,1:56.949,M3
48,14,Kal Fortner,UNLIMITED - AWD,1:57.293,S4
49,83,Shane Duncan,STREET - RWD,1:58.463,S2000
50,202,John Renna,TRACK MODIFIED - RWD,1:58.943,RX-7
51,8,Not So Fit Racing,SUNDAE CUP / SPECFIT - FWD,2:01.301,Fit
52,68,Daniel Montanez,STREET - RWD,2:05.964,BRZ
53,440,Taylor Steck,STREET - RWD,2:07.692,350z
