Heat 8 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,414,RS Motors,STREET MODIFIED - AWD,2:02.741,Evo IX
2,86,Jackie Ding,STREET MODIFIED - RWD,2:06.074,Supra #TA90
3,130,Coby Shield,STREET GT - RWD,2:11.022,Camaro
4,60,Mark Brylo,STREET - AWD,2:15.394,Evo
5,330,Vladimir Skirda,STREET - AWD,2:21.473,STi
6,118,Jason Owens,STREET - FWD,2:21.738,Civic Si
7,495,Richard Cho,STREET - RWD,2:24.196,370z
8,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,2:25.249,Fit
9,270,Max Rooney,STREET - FWD,2:25.462,Civic Si
10,65,Ben Lin,STREET - AWD,2:26.036,Evo
11,511,Peter Granberg,STREET MODIFIED - RWD,2:28.100,BRZ
12,7,Joshua Halka,STREET - AWD,2:28.913,Impreza WRX
13,14,Kal Fortner,UNLIMITED - AWD,2:31.362,S4
14,298,Orange Crush Racing,STREET MODIFIED - AWD,2:34.282,WRX STI
15,8,Not So Fit Racing,SUNDAE CUP / SPECFIT - FWD,2:34.373,Fit
16,460,Grant Walker,TRACK MODIFIED - RWD,2:34.962,Miata
17,444,Brian Smith,STREET MODIFIED - FWD,2:36.127,GTI
18,76,David Ottobre,STREET MODIFIED - RWD,2:37.144,240sx
19,48,Torry Skurski,STREET - RWD,2:37.473,328i
20,42,Ben Bulthuis,TRACK MODIFIED - FWD,2:38.007,Civic
21,32,Ron Mullet,TRACK MODIFIED - RWD,2:44.610,Corvette
22,335,Christopher Bickford,STREET GT - RWD,2:53.194,Corvette
23,64,Grant Mullet,STREET GT - RWD,,Civic Si
24,395,Michael Smith,SUNDAE CUP / SPECFIT - FWD,,Fit
