Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,TRACK MODIFIED - RWD,1:32.402,Corvette
2,86,Jackie Ding,STREET MODIFIED - RWD,1:34.941,Supra #TA90
3,6,Michael Aumick,STREET MODIFIED - AWD,1:36.326,STI
4,150,Alexander Moss,STREET MODIFIED - RWD,1:36.347,S2000
5,412,Sally McNulty,STREET MODIFIED - AWS,1:36.483,STi
6,414,RS Motors,STREET MODIFIED - AWD,1:36.778,Evo IX
7,771,Aric Streeter,UNLIMITED - RWD,1:36.798,7
8,115,Darius Zajac,STREET MODIFIED - RWD,1:36.879,Corvette
9,121,Ryan Mathews,STREET MODIFIED - RWD,1:37.052,Z06
10,714,Eric Rockwell,STREET MODIFIED - RWD,1:38.356,Shelby GT500
11,7,Joshua Halka,STREET - AWD,1:38.622,Impreza WRX
12,130,Coby Shield,STREET GT - RWD,1:39.097,Camaro
13,87,Brandon Ranvek,STREET - RWD,1:39.241,M3
14,35,Alex Westergaard,STREET MODIFIED - RWD,1:39.459,S2000
15,222,Kevin Wesley,UNLIMITED - RWD,1:39.521,Challenger Redeye
16,511,Peter Granberg,STREET MODIFIED - RWD,1:40.273,BRZ
17,55,Charles Miller,STREET - AWD,1:40.394,Evo IX
18,298,Anthony Carrie Novelli,STREET MODIFIED - AWD,1:40.416,WRX STI
19,77,Alex Artayet,STREET GT - RWD,1:41.200,M3
20,128,josh hanger,STREET MODIFIED - RWD,1:41.666,RX-7
21,531,Evan Weider,STREET MODIFIED - FWD,1:41.921,Civic
22,5,Dan Ireland,STREET GT - RWD,1:42.443,Grand Sport
23,41,Sam Strano,STREET GT - RWD,1:42.657,Camaro SS 1LE
24,70,Nicholas Kohrs,STREET MODIFIED - FWD,1:43.208,Civic Si
25,97,Anthony Leclerc,STREET - RWD,1:43.256,4C
26,174,James Rauck,STREET - FWD,1:44.309,Honda Type R
27,718,Mark Montayne,TRACK MODIFIED - RWD,1:44.805,Z06
28,625,samel meseljevic,STREET - RWD,1:44.931,350Z Nismo
29,85,Jimmy Diggs,STREET - RWD,1:45.160,S2000
30,64,Grant Mullet,STREET GT - RWD,1:45.294,Z06
31,31,BART GOLDENBELD,TRACK MODIFIED - RWD,1:45.589,Miata
32,14,Kal Fortner,STREET MODIFIED - AWD,1:45.873,S3
33,991,James Rauck,TRACK MODIFIED - RWD,1:46.329,GT2RS
34,66,Ben Thorn,STREET - FWD,1:46.786,Civic
35,9,Drew Turner,TRACK MODIFIED - RWD,1:46.921,S2000
36,117,Jared Garcia,STREET MODIFIED - RWD,1:47.228,S2000
37,606,Arwin Chen,TRACK MODIFIED - RWD,1:47.299,Z06
38,211,Troy Videkovich,STREET MODIFIED - AWD,1:47.361,WRX
39,91,JR Riley,STREET GT - RWD,1:47.509,M3
40,40,John Li,STREET - RWD,1:48.605,MX-5
41,118,Jason Owens,STREET - FWD,1:49.057,Civic Si
42,495,Richard Cho,STREET - RWD,1:49.165,370z
43,789,Darko Stojanovski,UNLIMITED - RWD,1:49.831,Silver Wraith
44,94,Nicholas Phillips,STREET GT - RWD,1:50.025,Z06
45,93,Alexander Mishra,STREET - AWD,1:50.249,WRX
46,69,Kevin Hardin,STREET - RWD,1:50.359,350z
47,39,Kevin Tanakhone,STREET - RWD,1:51.674,S2000
48,33,Dale Henry,STREET - RWD,1:52.330,FRS
49,48,Torry Skurski,STREET - RWD,1:53.845,328i
50,13,jerami bailey,STREET MODIFIED - RWD,1:53.879,FRS
51,88,chad meeks,SUNDAE CUP/SPEC FIT - FWD,1:54.887,Fit Sport
52,96,Dalton Klein,STEET - RWD,1:55.685,Camaro
53,129,Matt Williams,SUNDAE CUP/SPEC FIT - FWD,1:56.855,Fit
54,135,Charlie Ensslin,UNLIMITED - RWD,1:58.307,635csi
55,139,Kevin Head,SUNDAE CUP/SPEC FIT - FWD,2:03.022,Fit
56,8,Not So Fit Racing,SUNDAE CUP/SPEC FIT - FWD,2:04.458,Fit
57,323,Michael Peters,STREET MODIFIED - RWD,,S2000
58,95,ROBERT VIERHOUT,STREET - RWD,,350z
59,16,Alex Peitz,STREET GT - RWD,,Corvette
60,335,Christopher Bickford,STREET GT - RWD,,Camaro
