Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,TRACK MODIFIED - RWD,1:30.557,Corvette
2,84,Peter Collins,TRACK MODIFIED - RWD,1:34.171,M3
3,414,RS Motors,STREET MODIFIED - AWD,1:34.216,Evo IX
4,777,Dewey DeWitt,STREET MODIFIED - AWD,1:34.939,Boogeyman
5,121,Ryan Mathews,STREET MODIFIED - RWD,1:34.974,Z06
6,6,Michael Aumick,STREET MODIFIED - AWD,1:35.384,STI
7,771,Aric Streeter,UNLIMITED - RWD,1:36.145,7
8,62,Brian Blaine,TRACK MODIFIED - RWD,1:36.564,Rx7
9,115,Darius Zajac,STREET MODIFIED - RWD,1:36.792,Corvette
10,412,Sally McNulty,STREET MODIFIED - AWS,1:37.121,STi
11,991,James Rauck,TRACK MODIFIED - RWD,1:37.341,GT2RS
12,130,Coby Shield,STREET GT - RWD,1:37.586,Camaro
13,714,Eric Rockwell,STREET MODIFIED - RWD,1:37.887,Shelby GT500
14,28,Peter Zhang,STREET MODIFIED - AWD,1:38.162,Impreza WRX
15,7,Joshua Halka,STREET - AWD,1:38.866,Impreza WRX
16,55,Charles Miller,STREET - AWD,1:38.961,Evo IX
17,87,Team Twitch,STREET - RWD,1:39.042,M3
18,86,Jackie Ding,STREET MODIFIED - RWD,1:39.318,Supra #TA90
19,222,Kevin Wesley,UNLIMITED - RWD,1:39.331,Challenger Redeye
20,511,Peter Granberg,STREET MODIFIED - RWD,1:39.443,BRZ
21,298,Anthony Carrie Novelli,STREET MODIFIED - AWD,1:39.586,WRX STI
22,35,Alex Westergaard,STREET MODIFIED - RWD,1:39.778,S2000
23,5,Dan Ireland,STREET GT - RWD,1:40.409,Grand Sport
24,335,Christopher Bickford,STREET GT - RWD,1:40.446,Camaro
25,77,Alex Artayet,STREET GT - RWD,1:40.472,M3
26,993,Christopher Watson,STREET MODIFIED - RWD,1:40.758,Miata
27,606,Arwin Chen,TRACK MODIFIED - RWD,1:41.523,Z06
28,625,samel meseljevic,STREET - RWD,1:41.531,350Z Nismo
29,70,Nicholas Kohrs,STREET MODIFIED - FWD,1:41.798,Civic Si
30,97,Anthony Leclerc,STREET - RWD,1:42.375,4C
31,94,Nicholas Phillips,STREET GT - RWD,1:42.557,Z06
32,66,Ben Thorn,STREET - FWD,1:42.869,Civic
33,16,Alex Peitz,STREET GT - RWD,1:43.355,Corvette
34,64,Grant Mullet,STREET GT - RWD,1:43.735,Z06
35,9,Drew Turner,TRACK MODIFIED - RWD,1:44.238,S2000
36,718,Mark Montayne,TRACK MODIFIED - RWD,1:44.283,Z06
37,13,jerami bailey,STREET MODIFIED - RWD,1:44.749,FRS
38,117,Jared Garcia,STREET MODIFIED - RWD,1:44.851,S2000
39,14,Kal Fortner,STREET MODIFIED - AWD,1:45.316,S3
40,31,BART GOLDENBELD,TRACK MODIFIED - RWD,1:45.810,Miata
41,118,Jason Owens,STREET - FWD,1:46.037,Civic Si
42,91,JR Riley,STREET GT - RWD,1:46.207,M3
43,211,Troy Videkovich,STREET MODIFIED - AWD,1:46.446,WRX
44,40,John Li,STREET - RWD,1:46.532,MX-5
45,85,Jimmy Diggs,STREET - RWD,1:46.931,S2000
46,39,Kevin Tanakhone,STREET - RWD,1:48.018,S2000
47,789,Darko Stojanovski,UNLIMITED - RWD,1:48.260,Silver Wraith
48,69,Kevin Hardin,STREET - RWD,1:50.088,350z
49,33,Dale Henry,STREET - RWD,1:50.894,FRS
50,48,Torry Skurski,STREET - RWD,1:52.451,328i
51,88,chad meeks,SUNDAE CUP/SPEC FIT - FWD,1:53.459,Fit Sport
52,129,Matt Williams,SUNDAE CUP/SPEC FIT - FWD,1:53.822,Fit
53,139,Kevin Head,SUNDAE CUP/SPEC FIT - FWD,2:00.755,Fit
54,8,Not So Fit Racing,SUNDAE CUP/SPEC FIT - FWD,2:01.710,Fit
55,36,Ben Mich,STREET MODIFIED - RWD,2:17.939,Rx7
56,495,Richard Cho,STREET - RWD,,370z
57,32,Mullet Racing,STREET - FWD,,Civic Si
58,150,Alexander Moss,STREET MODIFIED - RWD,,S2000
59,323,Michael Peters,STREET MODIFIED - RWD,,S2000
