Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,TRACK MODIFIED - RWD,1:30.847,Corvette
2,414,RS Motors,STREET MODIFIED - AWD,1:33.140,Evo IX
3,150,Alexander Moss,STREET MODIFIED - RWD,1:33.487,S2000
4,86,Jackie Ding,STREET MODIFIED - RWD,1:33.649,Supra #TA90
5,121,Ryan Mathews,STREET MODIFIED - RWD,1:35.041,Z06
6,84,Peter Collins,TRACK MODIFIED - RWD,1:35.152,M3
7,777,Dewey DeWitt,STREET MODIFIED - AWD,1:35.231,Boogeyman
8,6,Michael Aumick,STREET MODIFIED - AWD,1:36.236,STI
9,115,Darius Zajac,STREET MODIFIED - RWD,1:36.653,Corvette
10,412,Sally McNulty,STREET MODIFIED - AWS,1:36.769,STi
11,62,Brian Blaine,TRACK MODIFIED - RWD,1:36.895,Rx7
12,130,Coby Shield,STREET GT - RWD,1:37.313,Camaro
13,7,Joshua Halka,STREET - AWD,1:37.770,Impreza WRX
14,28,Peter Zhang,STREET MODIFIED - AWD,1:38.172,Impreza WRX
15,991,James Rauck,TRACK MODIFIED - RWD,1:38.357,GT2RS
16,55,Charles Miller,STREET - AWD,1:38.788,Evo IX
17,5,Dan Ireland,STREET GT - RWD,1:38.951,Grand Sport
18,87,Team Twitch,STREET - RWD,1:38.962,M3
19,714,Eric Rockwell,STREET MODIFIED - RWD,1:39.314,Shelby GT500
20,335,Christopher Bickford,STREET GT - RWD,1:39.317,Camaro
21,77,Alex Artayet,STREET GT - RWD,1:39.837,M3
22,222,Kevin Wesley,UNLIMITED - RWD,1:39.845,Challenger Redeye
23,35,Alex Westergaard,STREET MODIFIED - RWD,1:40.147,S2000
24,511,Peter Granberg,STREET MODIFIED - RWD,1:40.263,BRZ
25,625,samel meseljevic,STREET - RWD,1:40.343,350Z Nismo
26,70,Nicholas Kohrs,STREET MODIFIED - FWD,1:40.961,Civic Si
27,606,Arwin Chen,TRACK MODIFIED - RWD,1:41.042,Z06
28,66,Ben Thorn,STREET - FWD,1:41.743,Civic
29,97,Anthony Leclerc,STREET - RWD,1:42.018,4C
30,36,Ben Mich,STREET MODIFIED - RWD,1:42.067,Rx7
31,94,Nicholas Phillips,STREET GT - RWD,1:42.147,Z06
32,718,Mark Montayne,TRACK MODIFIED - RWD,1:42.619,Z06
33,14,Kal Fortner,STREET MODIFIED - AWD,1:42.855,S3
34,16,Alex Peitz,STREET GT - RWD,1:42.989,Corvette
35,495,Richard Cho,STREET - RWD,1:43.271,370z
36,993,Christopher Watson,STREET MODIFIED - RWD,1:43.276,Miata
37,117,Jared Garcia,STREET MODIFIED - RWD,1:43.404,S2000
38,298,Anthony Carrie Novelli,STREET MODIFIED - AWD,1:44.721,WRX STI
39,85,Jimmy Diggs,STREET - RWD,1:44.754,S2000
40,13,jerami bailey,STREET MODIFIED - RWD,1:45.261,FRS
41,64,Grant Mullet,STREET GT - RWD,1:45.649,Z06
42,40,John Li,STREET - RWD,1:46.377,MX-5
43,789,Darko Stojanovski,UNLIMITED - RWD,1:46.551,Silver Wraith
44,118,Jason Owens,STREET - FWD,1:46.581,Civic Si
45,211,Troy Videkovich,STREET MODIFIED - AWD,1:46.663,WRX
46,96,Dalton Klein,STEET - RWD,1:47.319,Camaro
47,39,Kevin Tanakhone,STREET - RWD,1:47.825,S2000
48,69,Kevin Hardin,STREET - RWD,1:48.708,350z
49,33,Dale Henry,STREET - RWD,1:49.028,FRS
50,48,Torry Skurski,STREET - RWD,1:53.377,328i
51,88,chad meeks,SUNDAE CUP/SPEC FIT - FWD,1:53.843,Fit Sport
52,129,Matt Williams,SUNDAE CUP/SPEC FIT - FWD,1:54.773,Fit
53,323,Michael Peters,STREET MODIFIED - RWD,1:56.335,S2000
54,139,Kevin Head,SUNDAE CUP/SPEC FIT - FWD,1:59.935,Fit
55,8,Not So Fit Racing,SUNDAE CUP/SPEC FIT - FWD,2:01.882,Fit
56,95,ROBERT VIERHOUT,STREET - RWD,2:03.087,350z
