Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,TRACK MODIFIED - RWD,1:30.820,Corvette
2,150,Alexander Moss,STREET MODIFIED - RWD,1:33.095,S2000
3,414,RS Motors,STREET MODIFIED - AWD,1:34.235,Evo IX
4,777,Dewey DeWitt,STREET MODIFIED - AWD,1:34.498,Boogeyman
5,6,Michael Aumick,STREET MODIFIED - AWD,1:35.266,STI
6,121,Ryan Mathews,STREET MODIFIED - RWD,1:35.270,Z06
7,84,Peter Collins,TRACK MODIFIED - RWD,1:35.535,M3
8,86,Jackie Ding,STREET MODIFIED - RWD,1:36.351,Supra #TA90
9,115,Darius Zajac,STREET MODIFIED - RWD,1:36.638,Corvette
10,714,Eric Rockwell,STREET MODIFIED - RWD,1:37.043,Shelby GT500
11,412,Sally McNulty,STREET MODIFIED - AWS,1:37.088,STi
12,62,Brian Blaine,TRACK MODIFIED - RWD,1:37.175,Rx7
13,130,Coby Shield,STREET GT - RWD,1:37.587,Camaro
14,7,Joshua Halka,STREET - AWD,1:37.964,Impreza WRX
15,511,Peter Granberg,STREET MODIFIED - RWD,1:38.764,BRZ
16,55,Charles Miller,STREET - AWD,1:38.962,Evo IX
17,298,Anthony Carrie Novelli,STREET MODIFIED - AWD,1:39.126,WRX STI
18,771,Aric Streeter,UNLIMITED - RWD,1:39.357,7
19,128,josh hanger,STREET MODIFIED - RWD,1:39.461,RX-7
20,87,Team Twitch,STREET - RWD,1:39.797,M3
21,335,Christopher Bickford,STREET GT - RWD,1:39.933,Camaro
22,5,Dan Ireland,STREET GT - RWD,1:40.545,Grand Sport
23,222,Kevin Wesley,UNLIMITED - RWD,1:40.594,Challenger Redeye
24,625,samel meseljevic,STREET - RWD,1:40.939,350Z Nismo
25,36,Ben Mich,STREET MODIFIED - RWD,1:42.062,Rx7
26,70,Nicholas Kohrs,STREET MODIFIED - FWD,1:42.489,Civic Si
27,94,Nicholas Phillips,STREET GT - RWD,1:43.127,Z06
28,9,Drew Turner,TRACK MODIFIED - RWD,1:43.624,S2000
29,606,Arwin Chen,TRACK MODIFIED - RWD,1:44.048,Z06
30,718,Mark Montayne,TRACK MODIFIED - RWD,1:44.057,Z06
31,16,Alex Peitz,STREET GT - RWD,1:44.210,Corvette
32,66,Ben Thorn,STREET - FWD,1:44.454,Civic
33,14,Kal Fortner,STREET MODIFIED - AWD,1:44.594,S3
34,117,Jared Garcia,STREET MODIFIED - RWD,1:45.343,S2000
35,64,Grant Mullet,STREET GT - RWD,1:45.862,Z06
36,40,John Li,STREET - RWD,1:45.905,MX-5
37,495,Richard Cho,STREET - RWD,1:46.723,370z
38,31,BART GOLDENBELD,TRACK MODIFIED - RWD,1:47.024,Miata
39,211,Troy Videkovich,STREET MODIFIED - AWD,1:47.181,WRX
40,85,Jimmy Diggs,STREET - RWD,1:47.508,S2000
41,118,Jason Owens,STREET - FWD,1:47.591,Civic Si
42,789,Darko Stojanovski,UNLIMITED - RWD,1:47.806,Silver Wraith
43,13,jerami bailey,STREET MODIFIED - RWD,1:48.260,FRS
44,96,Dalton Klein,STEET - RWD,1:48.683,Camaro
45,69,Kevin Hardin,STREET - RWD,1:48.991,350z
46,39,Kevin Tanakhone,STREET - RWD,1:49.311,S2000
47,33,Dale Henry,STREET - RWD,1:50.182,FRS
48,48,Torry Skurski,STREET - RWD,1:52.577,328i
49,129,Matt Williams,SUNDAE CUP/SPEC FIT - FWD,1:54.010,Fit
50,139,Kevin Head,SUNDAE CUP/SPEC FIT - FWD,2:00.427,Fit
51,32,Mullet Racing,STREET - FWD,2:00.663,Civic Si
52,8,Not So Fit Racing,SUNDAE CUP/SPEC FIT - FWD,2:00.873,Fit
53,95,ROBERT VIERHOUT,STREET - RWD,2:01.148,350z
54,97,Anthony Leclerc,STREET - RWD,,4C
