Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,70,"Eric """"Dewey"""""" DeWitt""",STREET MODIFIED - AWD,2:26.906,Impreza L
2,26,Dan Kroll,UNLIMITED - AWD,2:27.310,STi
3,715,Blue By You Racing,STREET MODIFIED - RWD,2:27.546,Mustang Boss 302
4,911,Ben Johnson,UNLIMITED - FWD,2:28.348,S3
5,21,Evolve Autosport,STREET MODIFIED - RWD,2:28.549,M3
6,412,Sally McNulty,STREET MODIFIED - AWD,2:29.275,Sti
7,130,Coby Shield,STREET GT - RWD,2:29.386,Camaro
8,110,Jason Owens,STREET MODIFIED - FWD,2:31.119,Civic Type-R
9,196,Benjamin Councill,TRACK MODIFIED - RWD,2:31.385,C5Z06
10,357,Dan Lewis,STREET MODIFIED - RWD,2:31.389,S2000
11,62,Brian Blaine,TRACK MODIFIED - RWD,2:31.556,Rx7
12,86,Jackie Ding,STREET MODIFIED - RWD,2:31.834,GR Supra #TA90
13,56,Charles Miller,STREET - AWD,2:31.877,Evo IX
14,34,Austin Hertel,STREET - RWD,2:32.301,370z
15,777,Joshua Halka,STREET - AWD,2:32.687,WRX
16,123,Christopher Bickford,STREET GT - RWD,2:32.689,Corvette
17,575,Clay Davidson,STREET MODIFIED - RWD,2:33.049,Mustang
18,60,Mark Brylo,STREET - AWD,2:33.435,Lancer Evolution
19,28,Peter Zhang,STREET MODIFIED - AWD,2:34.591,WRX
20,96,Nigel Teags,STREET MODIFIED - AWD,2:35.220,Impreza WRX
21,88,Fiona Lou,STREET MODIFIED - RWD,2:35.534,S2000
22,36,Ben Mich,STREET MODIFIED - RWD,2:35.731,RX-7
23,212,Kevin Wesley,TRACK MODIFIED - RWD,2:35.951,Challenger Scat Pack
24,174,James Rauck,STREET - FWD,2:36.512,Type R
25,719,James Mehl,TRACK MODIFIED - RWD,2:37.174,S2000
26,311,anthony estrella,TRACK MODIFIED - FWD,2:38.311,civic
27,246,Josh Tenge,TRACK MODIFIED - AWD,2:38.319,tt rs
28,625,Sam Bosnian,STREET - RWD,2:38.842,350z Nismo
29,12,Andrew Sonnevil,ROADSTER MODIFIED - RWD,2:39.444,Miata
30,75,Ryan Gaydos,STREET - RWD,2:41.908,S2000
31,73,David Hornburg,ROADSTER MODIFIED - RWD,2:43.822,Miata
32,94,Brandon Johnson,STREET - RWD,2:44.907,350Z
33,54,Joseph Neuman,STREET - RWD,2:45.370,S2000
34,46,Nehru Cheddie,STREET - RWD,2:45.468,M3
35,521,Derek Kassekert,STREET - FWD,2:45.655,RSX
36,6,Michael cash,STREET MODIFIED - AWD,2:45.896,WRX STI
37,31,BART GOLDENBELD,ROADSTER MODIFIED - RWD,2:46.044,Miata
38,23,Nilesh Patel,STREET MODIFIED - AWD,2:46.596,Evo
39,424,Michael Norman,STREET - AWD,2:47.036,STi Hatch
40,185,Kyle card,STREET - FWD,2:48.003,Civic
41,375,Carson Christel,TRACK MODIFIED - FWD,2:48.631,GTi
42,617,Chris Law,ROADSTER MODIFIED - RWD,2:49.124,Miata
43,621,Troy Mass,STREET - RWD,2:49.519,BRZ
44,800,Colin Enz,STREET - AWD,2:50.215,Focus RS
45,20,Erik Meadows,TRACK MODIFIED - RWD,2:51.280,Miata
46,211,Troy Videkovich,STREET MODIFIED - AWD,2:53.526,WRX
47,89,James Kelly,STREET - RWD,2:56.030,BRZ
48,121,Joseph King,STREET - FWD,2:58.226,Festiva
49,122,ben ryan,UNLIMITED - RWD,2:58.909,325i
50,549,Bryce Rehder,STREET - RWD,2:59.264,S2000
51,48,Torry Skurski,TRACK MODIFIED - RWD,3:00.491,328i
52,41,James Houghton,UNLIMITED - FWD,3:05.181,Integra
53,93,Alexander Mishra,SUNDAE CUP / SPECFIT - FWD,3:12.218,Fit
54,15,Mark Bucheit,SUNDAE CUP / SPECFIT - FWD,3:14.070,Fit
