Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,106,Feras Qartoumy,TRACK MODIFIED - RWD,2:19.517,Corvette Z06
2,5,Luke McGrew,TRACK MODIFIED - RWD,2:20.093,Viper ACR
3,715,Blue By You Racing,STREET MODIFIED - RWD,2:25.060,Mustang Boss 302
4,222,Kevin Wesley,UNLIMITED - RWD,2:25.403,Challenger Hellcat Redeye
5,21,Evolve Autosport,STREET MODIFIED - RWD,2:28.311,M3
6,71,Joel Morrison,TRACK MODIFIED - RWD,2:28.464,s2000
7,130,Coby Shield,STREET GT - RWD,2:29.482,Camaro
8,22,Jeremy Boysen,STREET MODIFIED - RWD,2:29.516,gT4
9,357,Dan Lewis,STREET MODIFIED - RWD,2:30.482,S2000
10,196,Benjamin Councill,TRACK MODIFIED - RWD,2:30.678,C5Z06
11,90,Kevin Boehm,TRACK MODIFIED - FWD,2:30.826,Civic Si Coupe
12,86,Jackie Ding,STREET MODIFIED - RWD,2:30.928,GR Supra #TA90
13,110,Jason Owens,STREET MODIFIED - FWD,2:32.310,Civic Type-R
14,56,Charles Miller,STREET - AWD,2:32.980,Evo IX
15,34,Austin Hertel,STREET - RWD,2:33.829,370z
16,777,Joshua Halka,STREET - AWD,2:33.997,WRX
17,60,Mark Brylo,STREET - AWD,2:34.265,Lancer Evolution
18,96,Nigel Teags,STREET MODIFIED - AWD,2:34.422,Impreza WRX
19,36,Ben Mich,STREET MODIFIED - RWD,2:34.876,RX-7
20,575,Clay Davidson,STREET MODIFIED - RWD,2:35.486,Mustang
21,911,Ben Johnson,UNLIMITED - FWD,2:35.715,S3
22,88,Fiona Lou,STREET MODIFIED - RWD,2:36.107,S2000
23,74,Chris Neuman,STREET - RWD,2:36.282,M3
24,70,"Eric """"Dewey"""""" DeWitt""",STREET MODIFIED - AWD,2:36.588,Impreza L
25,212,Kevin Wesley,TRACK MODIFIED - RWD,2:36.768,Challenger Scat Pack
26,175,Kam Caldwell,STREET MODIFIED - RWD,2:37.411,350z
27,23,Nilesh Patel,STREET MODIFIED - AWD,2:37.962,Evo
28,174,James Rauck,STREET - FWD,2:37.963,Type R
29,719,James Mehl,TRACK MODIFIED - RWD,2:38.411,S2000
30,246,Josh Tenge,TRACK MODIFIED - AWD,2:39.612,tt rs
31,12,Andrew Sonnevil,ROADSTER MODIFIED - RWD,2:40.334,Miata
32,625,Sam Bosnian,STREET - RWD,2:40.995,350z Nismo
33,14,Kal Fortner,STREET MODIFIED - AWD,2:41.959,S4
34,46,Nehru Cheddie,STREET - RWD,2:43.141,M3
35,94,Brandon Johnson,STREET - RWD,2:44.950,350Z
36,75,Ryan Gaydos,STREET - RWD,2:45.496,S2000
37,44,Joel Phillips,ROADSTER MODIFIED - RWD,2:45.534,Miata
38,122,ben ryan,UNLIMITED - RWD,2:46.203,325i
39,54,Joseph Neuman,STREET - RWD,2:46.663,S2000
40,73,David Hornburg,ROADSTER MODIFIED - RWD,2:47.726,Miata
41,375,Carson Christel,TRACK MODIFIED - FWD,2:48.609,GTi
42,31,BART GOLDENBELD,ROADSTER MODIFIED - RWD,2:51.665,Miata
43,621,Troy Mass,STREET - RWD,2:51.943,BRZ
44,424,Michael Norman,STREET - AWD,2:52.223,STi Hatch
45,20,Erik Meadows,TRACK MODIFIED - RWD,2:53.886,Miata
46,211,Troy Videkovich,STREET MODIFIED - AWD,2:54.604,WRX
47,617,Chris Law,ROADSTER MODIFIED - RWD,2:55.094,Miata
48,89,James Kelly,STREET - RWD,2:57.388,BRZ
49,121,Joseph King,STREET - FWD,2:58.795,Festiva
50,800,Colin Enz,STREET - AWD,3:00.290,Focus RS
51,48,Torry Skurski,TRACK MODIFIED - RWD,3:01.258,328i
52,549,Bryce Rehder,STREET - RWD,3:04.581,S2000
53,,,,,
54,,,,,
56,,,,,
57,,,,,
58,,,,,
59,,,,,
60,,,,,
61,,,,,
62,,,,,
63,,,,,
64,,,,,
65,,,,,
66,,,,,
67,,,,,
68,,,,,
69,,,,,
70,,,,,
71,,,,,
72,,,,,
73,,,,,
74,,,,,
75,,,,,
76,,,,,
