Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,106,Feras Qartoumy,TRACK MODIFIED - RWD,2:18.284,Corvette Z06
2,5,Luke McGrew,TRACK MODIFIED - RWD,2:18.920,Viper ACR
3,911,Ben Johnson,UNLIMITED - FWD,2:21.646,S3
4,70,"Eric """"Dewey"""""" DeWitt""",STREET MODIFIED - AWD,2:21.895,Impreza L
5,715,Blue By You Racing,STREET MODIFIED - RWD,2:22.694,Mustang Boss 302
6,26,Dan Kroll,UNLIMITED - AWD,2:23.941,STi
7,71,Joel Morrison,TRACK MODIFIED - RWD,2:25.501,s2000
8,21,Evolve Autosport,STREET MODIFIED - RWD,2:26.919,M3
9,222,Kevin Wesley,UNLIMITED - RWD,2:27.300,Challenger Hellcat Redeye
10,130,Coby Shield,STREET GT - RWD,2:27.768,Camaro
11,22,Jeremy Boysen,STREET MODIFIED - RWD,2:27.771,gT4
12,90,Kevin Boehm,TRACK MODIFIED - FWD,2:28.356,Civic Si Coupe
13,28,Peter Zhang,STREET MODIFIED - AWD,2:30.050,WRX
14,62,Brian Blaine,TRACK MODIFIED - RWD,2:30.092,Rx7
15,196,Benjamin Councill,TRACK MODIFIED - RWD,2:30.654,C5Z06
16,86,Jackie Ding,STREET MODIFIED - RWD,2:30.770,GR Supra #TA90
17,110,Jason Owens,STREET MODIFIED - FWD,2:30.800,Civic Type-R
18,357,Dan Lewis,STREET MODIFIED - RWD,2:31.157,S2000
19,123,Christopher Bickford,STREET GT - RWD,2:31.167,Corvette
20,34,Austin Hertel,STREET - RWD,2:32.075,370z
21,777,Joshua Halka,STREET - AWD,2:32.176,WRX
22,60,Mark Brylo,STREET - AWD,2:32.996,Lancer Evolution
23,36,Ben Mich,STREET MODIFIED - RWD,2:34.031,RX-7
24,88,Fiona Lou,STREET MODIFIED - RWD,2:34.161,S2000
25,575,Clay Davidson,STREET MODIFIED - RWD,2:34.251,Mustang
26,74,Chris Neuman,STREET - RWD,2:34.443,M3
27,0,Cars and Coffee Survivor Racing,STREET GT - RWD,2:35.035,Mustang
28,311,anthony estrella,TRACK MODIFIED - FWD,2:35.423,civic
29,174,James Rauck,STREET - FWD,2:36.251,Type R
30,96,Nigel Teags,STREET MODIFIED - AWD,2:36.398,Impreza WRX
31,212,Kevin Wesley,TRACK MODIFIED - RWD,2:36.968,Challenger Scat Pack
32,719,James Mehl,TRACK MODIFIED - RWD,2:37.302,S2000
33,625,Sam Bosnian,STREET - RWD,2:37.445,350z Nismo
34,12,Andrew Sonnevil,ROADSTER MODIFIED - RWD,2:39.580,Miata
35,175,Kam Caldwell,STREET MODIFIED - RWD,2:39.802,350z
36,75,Ryan Gaydos,STREET - RWD,2:42.058,S2000
37,14,Kal Fortner,STREET MODIFIED - AWD,2:43.165,S4
38,46,Nehru Cheddie,STREET - RWD,2:43.327,M3
39,44,Joel Phillips,ROADSTER MODIFIED - RWD,2:44.873,Miata
40,800,Colin Enz,STREET - AWD,2:45.771,Focus RS
41,424,Michael Norman,STREET - AWD,2:45.849,STi Hatch
42,621,Troy Mass,STREET - RWD,2:47.362,BRZ
43,185,Kyle card,STREET - FWD,2:47.475,Civic
44,617,Chris Law,ROADSTER MODIFIED - RWD,2:48.310,Miata
45,20,Erik Meadows,TRACK MODIFIED - RWD,2:49.805,Miata
46,31,BART GOLDENBELD,ROADSTER MODIFIED - RWD,2:50.793,Miata
47,94,Brandon Johnson,STREET - RWD,2:51.917,350Z
48,211,Troy Videkovich,STREET MODIFIED - AWD,2:53.056,WRX
49,54,Joseph Neuman,STREET - RWD,2:54.101,S2000
50,89,James Kelly,STREET - RWD,2:54.181,BRZ
51,121,Joseph King,STREET - FWD,2:56.635,Festiva
52,549,Bryce Rehder,STREET - RWD,2:57.102,S2000
53,48,Torry Skurski,TRACK MODIFIED - RWD,3:01.008,328i
54,93,Alexander Mishra,SUNDAE CUP / SPECFIT - FWD,3:08.665,Fit
55,15,Mark Bucheit,SUNDAE CUP / SPECFIT - FWD,3:12.991,Fit
56,412,Sally McNulty,STREET MODIFIED - AWD,,Sti
57,33,Chris Boersma,TRACK MODIFIED - FWD,,Civic
58,521,Derek Kassekert,STREET - FWD,,RSX
60,,,,,
61,,,,,
62,,,,,
63,,,,,
64,,,,,
65,,,,,
66,,,,,
67,,,,,
68,,,,,
69,,,,,
70,,,,,
71,,,,,
72,,,,,
73,,,,,
74,,,,,
75,,,,,
76,,,,,
