Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,113,William Au-Yeung,UNLIMITED - FWD,2:11.302,Civic
2,3,Jeremy Swenson,TRACK MODIFIED - RWD,2:17.562,Corvette
3,106,Feras Qartoumy,TRACK MODIFIED - RWD,2:19.519,Corvette Z06
4,5,Luke McGrew,TRACK MODIFIED - RWD,2:20.019,Viper ACR
5,911,Ben Johnson,UNLIMITED - FWD,2:22.469,S3
6,222,Kevin Wesley,UNLIMITED - RWD,2:25.321,Challenger Hellcat Redeye
7,221,shawn krebsbach,STREET MODIFIED - AWD,2:25.444,Lancer Evolution 9
8,715,Blue By You Racing,STREET MODIFIED - RWD,2:26.162,Mustang Boss 302
9,130,Coby Shield,STREET GT - RWD,2:28.784,Camaro
10,22,Jeremy Boysen,STREET MODIFIED - RWD,2:29.573,gT4
11,21,Evolve Autosport,STREET MODIFIED - RWD,2:29.722,M3
12,0,Cars and Coffee Survivor Racing,STREET GT - RWD,2:29.859,Mustang
13,460,Grant Walker,UNLIMITED - RWD,2:29.930,Miata
14,196,Benjamin Councill,TRACK MODIFIED - RWD,2:31.103,C5Z06
15,110,Jason Owens,STREET MODIFIED - FWD,2:31.360,Civic Type-R
16,123,Christopher Bickford,STREET GT - RWD,2:31.548,Corvette
17,71,Joel Morrison,TRACK MODIFIED - RWD,2:32.121,s2000
18,357,Dan Lewis,STREET MODIFIED - RWD,2:32.239,S2000
19,62,Brian Blaine,TRACK MODIFIED - RWD,2:32.863,Rx7
20,34,Austin Hertel,STREET - RWD,2:33.877,370z
21,56,Charles Miller,STREET - AWD,2:34.345,Evo IX
22,60,Mark Brylo,STREET - AWD,2:35.173,Lancer Evolution
23,212,Kevin Wesley,TRACK MODIFIED - RWD,2:37.344,Challenger Scat Pack
24,174,James Rauck,STREET - FWD,2:37.412,Type R
25,96,Nigel Teags,STREET MODIFIED - AWD,2:37.587,Impreza WRX
26,36,Ben Mich,STREET MODIFIED - RWD,2:38.514,RX-7
27,88,Fiona Lou,STREET MODIFIED - RWD,2:38.903,S2000
28,12,Andrew Sonnevil,ROADSTER MODIFIED - RWD,2:39.078,Miata
29,74,Chris Neuman,STREET - RWD,2:40.562,M3
30,719,James Mehl,TRACK MODIFIED - RWD,2:41.147,S2000
31,175,Kam Caldwell,STREET MODIFIED - RWD,2:41.989,350z
32,14,Kal Fortner,STREET MODIFIED - AWD,2:42.240,S4
33,94,Brandon Johnson,STREET - RWD,2:42.738,350Z
34,625,Sam Bosnian,STREET - RWD,2:42.888,350z Nismo
35,46,Nehru Cheddie,STREET - RWD,2:42.897,M3
36,122,ben ryan,UNLIMITED - RWD,2:43.874,325i
37,23,Nilesh Patel,STREET MODIFIED - AWD,2:45.462,Evo
38,521,Derek Kassekert,STREET - FWD,2:46.085,RSX
39,54,Joseph Neuman,STREET - RWD,2:46.305,S2000
40,75,Ryan Gaydos,STREET - RWD,2:46.801,S2000
41,185,Kyle card,STREET - FWD,2:48.492,Civic
42,621,Troy Mass,STREET - RWD,2:49.358,BRZ
43,424,Michael Norman,STREET - AWD,2:50.667,STi Hatch
44,617,Chris Law,ROADSTER MODIFIED - RWD,2:51.020,Miata
45,20,Erik Meadows,TRACK MODIFIED - RWD,2:52.524,Miata
46,31,BART GOLDENBELD,ROADSTER MODIFIED - RWD,2:52.892,Miata
47,73,David Hornburg,ROADSTER MODIFIED - RWD,2:52.938,Miata
48,211,Troy Videkovich,STREET MODIFIED - AWD,2:53.011,WRX
49,375,Carson Christel,TRACK MODIFIED - FWD,2:57.441,GTi
50,48,Torry Skurski,TRACK MODIFIED - RWD,2:59.759,328i
51,121,Joseph King,STREET - FWD,3:00.112,Festiva
52,575,Clay Davidson,STREET MODIFIED - RWD,9:32.898,Mustang
53,44,Joel Phillips,ROADSTER MODIFIED - RWD,,Miata
54,86,Jackie Ding,STREET MODIFIED - RWD,,GR Supra #TA90
