Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,5,Luke McGrew,TRACK MODIFIED - RWD,2:22.538,Viper ACR
2,106,Feras Qartoumy,TRACK MODIFIED - RWD,2:23.750,Corvette Z06
3,3,Jeremy Swenson,TRACK MODIFIED - RWD,2:23.898,Corvette
4,130,Coby Shield,STREET GT - RWD,2:29.324,Camaro
5,22,Jeremy Boysen,STREET MODIFIED - RWD,2:30.295,gT4
6,911,Ben Johnson,UNLIMITED - FWD,2:30.906,S3
7,715,Blue By You Racing,STREET MODIFIED - RWD,2:31.375,Mustang Boss 302
8,0,Cars and Coffee Survivor Racing,STREET GT - RWD,2:31.391,Mustang
9,86,Jackie Ding,STREET MODIFIED - RWD,2:31.714,GR Supra #TA90
10,21,Evolve Autosport,STREET MODIFIED - RWD,2:31.881,M3
11,777,Joshua Halka,STREET - AWD,2:33.397,WRX
12,34,Austin Hertel,STREET - RWD,2:33.747,370z
13,357,Dan Lewis,STREET MODIFIED - RWD,2:34.266,S2000
14,60,Mark Brylo,STREET - AWD,2:36.152,Lancer Evolution
15,88,Fiona Lou,STREET MODIFIED - RWD,2:36.439,S2000
16,714,Blue By You Racing,UNLIMITED - RWD,2:36.812,Mustang
17,123,Christopher Bickford,STREET GT - RWD,2:36.896,Corvette
18,221,shawn krebsbach,STREET MODIFIED - AWD,2:37.489,Lancer Evolution 9
19,575,Clay Davidson,STREET MODIFIED - RWD,2:37.612,Mustang
20,196,Benjamin Councill,TRACK MODIFIED - RWD,2:37.905,C5Z06
21,56,Charles Miller,STREET - AWD,2:37.930,Evo IX
22,212,Kevin Wesley,TRACK MODIFIED - RWD,2:37.965,Challenger Scat Pack
23,460,Grant Walker,UNLIMITED - RWD,2:38.369,Miata
24,74,Chris Neuman,STREET - RWD,2:38.839,M3
25,174,James Rauck,STREET - FWD,2:39.136,Type R
26,12,Andrew Sonnevil,ROADSTER MODIFIED - RWD,2:41.521,Miata
27,36,Ben Mich,STREET MODIFIED - RWD,2:43.045,RX-7
28,505,Tim Beek,STREET - RWD,2:44.767,S2000
29,175,Kam Caldwell,STREET MODIFIED - RWD,2:44.771,350z
30,96,Nigel Teags,STREET MODIFIED - AWD,2:44.779,Impreza WRX
31,14,Kal Fortner,STREET MODIFIED - AWD,2:45.223,S4
32,246,Josh Tenge,TRACK MODIFIED - AWD,2:45.610,tt rs
33,719,James Mehl,TRACK MODIFIED - RWD,2:48.459,S2000
34,122,ben ryan,UNLIMITED - RWD,2:48.772,325i
35,46,Nehru Cheddie,STREET - RWD,2:48.850,M3
36,94,Brandon Johnson,STREET - RWD,2:48.886,350Z
37,521,Derek Kassekert,STREET - FWD,2:49.399,RSX
38,185,Kyle card,STREET - FWD,2:51.429,Civic
39,54,Joseph Neuman,STREET - RWD,2:52.506,S2000
40,211,Troy Videkovich,STREET MODIFIED - AWD,2:55.904,WRX
41,20,Erik Meadows,TRACK MODIFIED - RWD,2:57.042,Miata
42,24,Les Epps,STREET - FWD,2:57.522,Integra
43,424,Michael Norman,STREET - AWD,2:58.611,STi Hatch
44,48,Torry Skurski,TRACK MODIFIED - RWD,3:00.998,328i
45,121,Joseph King,STREET - FWD,3:05.495,Festiva
46,621,Troy Mass,STREET - RWD,3:05.591,BRZ
47,110,Jason Owens,STREET MODIFIED - FWD,,Civic Type-R
48,23,Nilesh Patel,STREET MODIFIED - AWD,,Evo
49,55,Michael Pagano,STREET MODIFIED - RWD,,330ci
50,222,Kevin Wesley,UNLIMITED - RWD,,Challenger Hellcat Redeye
51,62,Brian Blaine,TRACK MODIFIED - RWD,,Rx7
