TrackBattle Heat 6 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,500,Steven Luca,UNLIMITED - RWD,1:21.633,MUSTANG
2,927,Jim Rauck,UNLIMITED - FWD,1:25.471,CIVIC
3,29x,Kyle Mckiou,TRACK MOD - RWD,1:27.859,GR SUPRA
4,606,Allen Patten,STREET MOD - RWD,1:27.999,GR SUPRA
5,89,Brandon Hodge,TRACK MOD - RWD,1:28.624,GR SUPRA
6,70,Dewey Dewitt,STREET MOD - AWD,1:28.637,IMPREZA
7,29,Kyle Mckiou,STREET MOD - RWD,1:28.954,GR SUPRA
8,121,Ryan Mathews,STREET MOD - RWD,1:29.197,CORVETTE
9,14,Kal Fortner,STREET MOD - RWD,1:29.874,AMG GT S
10,52,Nicholas Gardner,UNLIMITED - RWD,1:30.097,SHELBY GT500
11,34,Andy Voelkel,STREET GT - RWD,1:30.111,CORVETTE
12,33,Chris Boersma,TRACK MOD - FWD,1:30.197,CIVIC
13,84,Ido Waksman,STREET GT - RWD,1:30.509,CORVETTE
14,176,Cody Hunt,STREET MOD - RWD,1:31.038,CORVETTE
15,297,Brian Van Orsdol,STREET MOD - RWD,1:31.878,GR SUPRA
16,171,Andrius Bertulis,UNLIMITED - RWD,1:32.065,RCF
17,51,Jon Roed,STREET MOD - RWD,1:32.200,MX-5 MIATA
18,63,Luca Barberis,STREET - AWD,1:32.297,LANCER
19,364,Nicholas Hendrix,STREET GT - RWD,1:32.378,CORVETTE
20,314,Michael Puglisi,TRACK MOD - AWD,1:32.582,LANCER
21,187,Keenan Prusank,STREET GT - RWD,1:32.728,CAMARO
22,909,Mark Kilgore,STREET GT - RWD,1:33.346,M4
23,550,Christian Aranha,STREET GT - RWD,1:33.441,CAMARO
24,773,Luie Zendejas,STREET GT - RWD,1:33.621,M2
25,226,Jerry Liu,STREET MOD - RWD,1:33.699,GT4 RS
26,71,Kevin Horn,STREET GT - RWD,1:33.941,CAMARO
27,514,Evan Mclaren,CLUB TR - FWD,1:34.093,INTEGRA
28,330,James Houghton,CLUB TR - FWD,1:34.176,TSX
29,40,Ben Bulthuis,STREET GT - RWD,1:34.789,GR SUPRA
30,511,Peter Granberg,CLUB TR - RWD,1:35.157,BRZ
31,61,Fez Babar,CLUB TR - RWD,1:35.822,GR86
32,44,Joel Phillips,STREET GT - RWD,1:35.894,911
33,781,Lyle Zyra,CLUB TR - RWD,1:35.932,GR86
34,193,Brad Moore,STREET - RWD,1:35.967,718 CAYMAN
35,727,Mario Mirone,CLUB TR - FWD,1:35.974,CIVIC
36,470,Eddy Segal,STREET - FWD,1:36.060,CIVIC
37,236,Jimmy Vajdak,CLUB TR - RWD,1:36.087,GR86
38,654,Nick Aegerter,STREET - AWD,1:36.386,FOCUS
39,13,Jerami Bailey,CLUB TR - RWD,1:36.482,FR-S
40,199,Ian Flavin,CLUB TR - RWD,1:36.864,BRZ
41,600,Izak Ambrose,STREET - AWD,1:37.002,IMPREZA
42,625,Sam Bosnian,STREET - RWD,1:37.098,350Z
43,937,Bryan Tripoli,STREET - FWD,1:37.184,INTEGRA
44,11,Graham Gaylord,CLUB TR - AWD,1:37.284,COROLLA
45,531,Evan Weider,CLUB TR - FWD,1:37.391,CIVIC
46,230,Daniel Persing,CLUB TR - RWD,1:37.450,BRZ
47,239,Tan Nguyen,CLUB TR - RWD,1:37.451,S2000
48,194,Mike Callaway,STREET - AWD,1:37.540,IMPREZA
49,80,Chris Nahill,CLUB TR - RWD,1:37.832,BRZ
50,410,Foster Johnson,CLUB TR - RWD,1:38.027,S2000
51,45,Ross Ligibel,STREET - RWD,1:38.124,M3
52,75,Jerome Cahuzac,STREET GT - RWD,1:38.974,M2
53,191,Jessica Powers,TRACK MOD - RWD,1:39.099,CORVETTE
54,64,Alex Westergaard,TRACK MOD - RWD,1:39.112,S2000
55,997,Jason Gaydos,CLUB TR - RWD,1:39.242,BRZ
56,499,Ethan Parr,STREET MOD - RWD,1:39.270,MX-5 MIATA
57,977,Rico Valdez,STREET GT - RWD,1:39.613,CORVETTE
58,317,Timothy Turner,STREET MOD - RWD,1:39.734,M3
59,517,Tim Lutz,STREET MOD - RWD,1:40.093,CORVETTE
60,973,Luke Paglione,CLUB TR - FWD,1:40.095,INTEGRA
61,442,Logan Geyer,CLUB TR - RWD,1:40.354,BRZ
62,50,Azmath Mohammed,CLUB TR - RWD,1:40.850,MR2
63,15,Adam Wrobel,CLUB TR - FWD,1:40.903,INTEGRA
64,614,Mark Riehle,CLUB TR - FWD,1:41.321,COOPER
65,686,Chase Mcmaster,CLUB TR - RWD,1:42.874,GR86
66,915,Dylan Rodgers,CLUB TR - RWD,1:44.153,MX-5 MIATA
67,575,Clay Davidson,STREET MOD - RWD,1:46.251,240SX
68,373,Benjamin Smolen,CLUB TR - FWD,1:46.809,JETTA
69,411,Chris Rice,SUNDAE CUP - FWD,1:47.415,FIT
70,67,Jonathan Denk,STREET MOD - FWD,1:47.461,CIVIC
71,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:47.648,FIT
72,156,Mike Janssen,SUNDAE CUP - FWD,1:47.850,COOPER
73,130,James Smith,SUNDAE CUP - FWD,1:47.879,FIT
74,528,Richard Sawicki,SUNDAE CUP - RWD,1:48.038,MX-5 MIATA
75,729,Chris Murray,SUNDAE CUP - RWD,1:48.367,MX-5 MIATA
76,370,Sam Deuling,SUNDAE CUP - FWD,1:48.369,FIT
77,181,Joseph King,SUNDAE CUP - FWD,1:48.553,PROTEGE
78,116,Lennon Radcliffe,SUNDAE CUP - FWD,1:48.681,COROLLA
79,969,Jack Coughlin,SUNDAE CUP - FWD,1:48.780,COUPE
80,428,Brad Smith,SUNDAE CUP - FWD,1:48.961,FIT
