TrackBattle Heat 7 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,927,Jim Rauck,UNLIMITED - FWD,1:25.703,CIVIC
2,89,Brandon Hodge,TRACK MOD - RWD,1:28.525,GR SUPRA
3,70,Dewey Dewitt,STREET MOD - AWD,1:28.573,IMPREZA
4,121,Ryan Mathews,STREET MOD - RWD,1:28.578,CORVETTE
5,29,Kyle Mckiou,STREET MOD - RWD,1:28.947,GR SUPRA
6,14,Kal Fortner,STREET MOD - RWD,1:29.619,AMG GT S
7,33,Chris Boersma,TRACK MOD - FWD,1:30.531,CIVIC
8,34,Andy Voelkel,STREET GT - RWD,1:30.630,CORVETTE
9,171,Andrius Bertulis,UNLIMITED - RWD,1:30.858,RCF
10,51,Jon Roed,STREET MOD - RWD,1:31.656,MX-5 MIATA
11,297,Brian Van Orsdol,STREET MOD - RWD,1:32.333,GR SUPRA
12,364,Nicholas Hendrix,STREET GT - RWD,1:32.603,CORVETTE
13,187,Keenan Prusank,STREET GT - RWD,1:33.378,CAMARO
14,909,Mark Kilgore,STREET GT - RWD,1:33.708,M4
15,514,Evan Mclaren,CLUB TR - FWD,1:34.083,INTEGRA
16,330,James Houghton,CLUB TR - FWD,1:34.524,TSX
17,71,Kevin Horn,STREET GT - RWD,1:34.528,CAMARO
18,511,Peter Granberg,CLUB TR - RWD,1:35.542,BRZ
19,781,Lyle Zyra,CLUB TR - RWD,1:35.899,GR86
20,13,Jerami Bailey,CLUB TR - RWD,1:36.030,FR-S
21,727,Mario Mirone,CLUB TR - FWD,1:36.134,CIVIC
22,44,Joel Phillips,STREET GT - RWD,1:36.236,911
23,531,Evan Weider,CLUB TR - FWD,1:36.297,CIVIC
24,22,Mitchell Hickling,STREET GT - RWD,1:36.587,M4
25,625,Sam Bosnian,STREET - RWD,1:36.835,350Z
26,470,Eddy Segal,STREET - FWD,1:36.854,CIVIC
27,45,Ross Ligibel,STREET - RWD,1:36.969,M3
28,230,Daniel Persing,CLUB TR - RWD,1:37.219,BRZ
29,199,Ian Flavin,CLUB TR - RWD,1:37.376,BRZ
30,194,Mike Callaway,STREET - AWD,1:37.466,IMPREZA
31,80,Chris Nahill,CLUB TR - RWD,1:37.710,BRZ
32,410,Foster Johnson,CLUB TR - RWD,1:37.880,S2000
33,937,Bryan Tripoli,STREET - FWD,1:37.939,INTEGRA
34,191,Jessica Powers,TRACK MOD - RWD,1:38.107,CORVETTE
35,11,Graham Gaylord,CLUB TR - AWD,1:38.291,COROLLA
36,64,Alex Westergaard,TRACK MOD - RWD,1:38.713,S2000
37,499,Ethan Parr,STREET MOD - RWD,1:38.726,MX-5 MIATA
38,977,Rico Valdez,STREET GT - RWD,1:38.873,CORVETTE
39,575,Clay Davidson,STREET MOD - RWD,1:39.435,240SX
40,600,Izak Ambrose,STREET - AWD,1:39.436,IMPREZA
41,317,Timothy Turner,STREET MOD - RWD,1:39.443,M3
42,997,Jason Gaydos,CLUB TR - RWD,1:39.457,BRZ
43,442,Logan Geyer,CLUB TR - RWD,1:40.573,BRZ
44,15,Adam Wrobel,CLUB TR - FWD,1:40.727,INTEGRA
45,686,Chase Mcmaster,CLUB TR - RWD,1:41.343,GR86
46,614,Mark Riehle,CLUB TR - FWD,1:41.355,COOPER
47,915,Dylan Rodgers,CLUB TR - RWD,1:44.110,MX-5 MIATA
48,67,Jonathan Denk,STREET MOD - FWD,1:46.769,CIVIC
49,528,Richard Sawicki,SUNDAE CUP - RWD,1:47.010,MX-5 MIATA
50,411,Chris Rice,SUNDAE CUP - FWD,1:47.050,FIT
51,373,Benjamin Smolen,CLUB TR - FWD,1:47.072,JETTA
52,181,Joseph King,SUNDAE CUP - FWD,1:47.547,PROTEGE
53,370,Sam Deuling,SUNDAE CUP - FWD,1:47.866,FIT
54,729,Chris Murray,SUNDAE CUP - RWD,1:48.211,MX-5 MIATA
55,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:48.333,FIT
56,130,James Smith,SUNDAE CUP - FWD,1:48.382,FIT
57,156,Mike Janssen,SUNDAE CUP - FWD,1:48.590,COOPER
58,126,Jacob Abbott,SUNDAE CUP - FWD,1:48.614,FIT
59,134,David Best,SUNDAE CUP - FWD,1:48.733,FIT
60,412,Austin Obrien,SUNDAE CUP - FWD,1:48.751,FIT
61,969,Jack Coughlin,SUNDAE CUP - FWD,1:48.980,COUPE
62,357,Team TrackBeers,SUNDAE CUP - FWD,1:49.022,FIT
63,116,Lennon Radcliffe,SUNDAE CUP - FWD,1:49.331,COROLLA
64,636,Noah Masse,SUNDAE CUP - FWD,1:49.604,FIT
65,1,Chris Wolf,CLUB TR - FWD,1:51.345,PRELUDE
66,248,Nathan Schlawin,SUNDAE CUP - FWD,1:51.578,FIT
67,184,Trip Walker,SUNDAE CUP - FWD,1:51.728,FIT
68,433,Robert Miller,SUNDAE CUP - FWD,1:52.859,RIO
69,175,Adam Morgan,SUNDAE CUP - FWD,1:54.415,FIT
70,226,Jerry Liu,STREET MOD - RWD,1:55.074,GT4 RS
