TrackBattle Heat 3 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,927,Jim Rauck,UNLIMITED - FWD,1:26.798,CIVIC
2,52,Nicholas Gardner,UNLIMITED - RWD,1:27.754,SHELBY GT500
3,27,Brad Perkins,TRACK MOD - RWD,1:28.104,M3
4,121,Ryan Mathews,STREET MOD - RWD,1:29.467,CORVETTE
5,89,Brandon Hodge,TRACK MOD - RWD,1:30.018,GR SUPRA
6,14,Kal Fortner,STREET MOD - RWD,1:30.615,AMG GT S
7,33,Chris Boersma,TRACK MOD - FWD,1:31.317,CIVIC
8,34,Andy Voelkel,STREET GT - RWD,1:31.327,CORVETTE
9,84,Ido Waksman,STREET GT - RWD,1:31.540,CORVETTE
10,51,Jon Roed,STREET MOD - RWD,1:31.661,MX-5 MIATA
11,314,Michael Puglisi,TRACK MOD - AWD,1:32.513,LANCER
12,212,Chris Smith,TRACK MOD - RWD,1:32.836,1 SERIES
13,297,Brian Van Orsdol,STREET MOD - RWD,1:33.028,GR SUPRA
14,54,Zachary Moore,STREET MOD - RWD,1:33.349,CORVETTE
15,364,Nicholas Hendrix,STREET GT - RWD,1:33.499,CORVETTE
16,63,Luca Barberis,STREET - AWD,1:33.502,LANCER
17,6,Michael Aumick,STREET MOD - AWD,1:33.739,IMPREZA
18,176,Cody Hunt,STREET MOD - RWD,1:33.915,CORVETTE
19,187,Keenan Prusank,STREET GT - RWD,1:34.295,CAMARO
20,550,Christian Aranha,STREET GT - RWD,1:34.437,CAMARO
21,909,Mark Kilgore,STREET GT - RWD,1:34.707,M4
22,2,Connor Gallagher,STREET GT - AWD,1:35.092,GT-R
23,171,Andrius Bertulis,UNLIMITED - RWD,1:35.117,RCF
24,514,Evan Mclaren,CLUB TR - FWD,1:35.181,INTEGRA
25,71,Kevin Horn,STREET GT - RWD,1:35.656,CAMARO
26,236,Jimmy Vajdak,CLUB TR - RWD,1:35.686,GR86
27,773,Luie Zendejas,STREET GT - RWD,1:36.048,M2
28,19,Josh Powers,TRACK MOD - RWD,1:36.065,CORVETTE
29,404,David Bamforth,TRACK MOD - RWD,1:36.427,CAYMAN
