Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,338,Ernestas Puzelis,UNLIMITED - RWD,1:24.953,Corvette
2,933,Tadas Karlinskas,UNLIMITED - RWD,1:25.179,911
3,29,Kyle Mckiou,STREET MOD - RWD,1:28.706,GR SUPRA
4,14,Kal Fortner,STREET MOD - RWD,1:29.060,AMG GT S
5,525,Jeremy Lowder,UNLIMITED - RWD,1:29.979,CAMARO
6,570,Kyle Magnuson,STREET GT - RWD,1:30.709,718 CAYMAN
7,171,Andrius Bertulis,UNLIMITED - RWD,1:30.725,RCF
8,687,Jackie Ding,STREET GT - RWD,1:31.715,M2
9,377,Allen Ma,TRACK MOD - RWD,1:32.103,GT3
10,89,Brandon Hodge,STREET GT - RWD,1:32.409,GR SUPRA
11,226,Jerry Liu,STREET GT - RWD,1:32.701,718 CAYMAN
12,364,Nicholas Hendrix,STREET GT - RWD,1:32.750,CORVETTE
13,179,Derek Linderholm,STREET MOD - AWD,1:32.991,LANCER
14,625,Sam Bosnian,STREET - RWD,1:33.560,350Z
15,727,Mario Mirone,CLUB TR - FWD,1:33.576,CIVIC
16,734,Austin Hertel,TRACK MOD - RWD,1:33.775,350Z
17,326,Last Minute Racing,CLUB TR - RWD,1:33.987,86
18,531,Evan Weider,CLUB TR - FWD,1:34.297,CIVIC
19,268,Anthony Montelo,STREET MOD - RWD,1:34.910,CORVETTE
20,224,Su Xiong,CLUB TR - RWD,1:34.926,S2000
21,215,Cheng Jin,STREET - RWD,1:36.204,M3
22,64,Alex Westergaard,TRACK MOD - RWD,1:36.914,S2000
23,510,Piero Pucci,CLUB TR - RWD,1:36.945,FR-S
24,123,Whiskey Danger Racing,CLUB TR - RWD,1:37.070,S2000
25,373,Benjamin Smolen,STREET GT - RWD,1:37.711,MUSTANG
26,169,Dan Mai,CLUB TR - RWD,1:38.959,325I
27,519,Malindima Sampa,STREET - RWD,1:39.923,350Z
28,36,Daniel Cummings,SUPER UNLIMITED - RWD,1:40.107,360
29,930,Jasper Zhang,STREET MOD - RWD,1:41.897,BRZ
30,240,Ken Devriese,CLUB TR - RWD,1:43.692,S2000
31,39,Gregory Formosa,STREET - AWD,1:44.458,LANCER
32,130,James Smith,SUNDAE CUP - FWD,1:45.157,FIT
33,126,Jacob Abbott,SUNDAE CUP - FWD,1:45.721,Fit
34,92,Brad Smith,SUNDAE CUP - FWD,1:46.516,FIT
35,707,Piotr Boczek,SUNDAE CUP - FWD,1:46.900,FIT
36,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:47.142,FIT
37,594,Dead Bear Racing,SUNDAE CUP - FWD,1:47.177,FIT
38,823,Erin Weaver,CLUB TR - RWD,1:50.766,MX-5 MIATA
39,1,Chris Wolf,SUNDAE CUP - FWD,1:54.625,FIT
40,27,Brad Perkins,UNLIMITED - RWD,,M3
41,500,Steven Luca,UNLIMITED - RWD,,MUSTANG
