Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,338,Ernestas Puzelis,UNLIMITED - RWD,1:25.929,Corvette
2,29,Kyle Mckiou,STREET MOD - RWD,1:29.087,GR SUPRA
3,14,Kal Fortner,STREET MOD - RWD,1:29.137,AMG GT S
4,27,Brad Perkins,UNLIMITED - RWD,1:29.440,M3
5,933,Tadas Karlinskas,UNLIMITED - RWD,1:30.636,911
6,525,Jeremy Lowder,UNLIMITED - RWD,1:30.762,CAMARO
7,54,Zachary Moore,STREET MOD - RWD,1:30.848,CORVETTE
8,500,Steven Luca,UNLIMITED - RWD,1:31.371,MUSTANG
9,570,Kyle Magnuson,STREET GT - RWD,1:31.684,718 CAYMAN
10,245,Lali Nyiri,TRACK MOD - AWD,1:31.791,SENTRA
11,171,Andrius Bertulis,UNLIMITED - RWD,1:31.821,RCF
12,687,Jackie Ding,STREET GT - RWD,1:32.064,M2
13,226,Jerry Liu,STREET GT - RWD,1:32.579,718 CAYMAN
14,179,Derek Linderholm,STREET MOD - AWD,1:32.741,LANCER
15,364,Nicholas Hendrix,STREET GT - RWD,1:32.800,CORVETTE
16,377,Allen Ma,TRACK MOD - RWD,1:32.899,GT3
17,89,Brandon Hodge,STREET GT - RWD,1:32.960,GR SUPRA
18,206,Dalton Klein,TRACK MOD - RWD,1:33.347,CORVETTE
19,511,Peter Granberg,CLUB TR - RWD,1:33.543,BRZ
20,351,Michael Barnes,STREET GT - RWD,1:33.571,MUSTANG
21,625,Sam Bosnian,STREET - RWD,1:33.684,350Z
22,727,Mario Mirone,CLUB TR - FWD,1:34.031,CIVIC
23,326,Last Minute Racing,CLUB TR - RWD,1:34.201,86
24,734,Austin Hertel,TRACK MOD - RWD,1:34.201,350Z
25,61,Fez Babar,CLUB TR - RWD,1:34.265,GR86
26,38,Aaron Rekkedahl,STREET - FWD,1:34.320,CIVIC TYPE R
27,224,Su Xiong,CLUB TR - RWD,1:34.473,S2000
28,268,Anthony Montelo,STREET MOD - RWD,1:34.578,CORVETTE
29,880,Dead Boiz Racing,CLUB TR - RWD,1:34.699,FR-S
30,136,Ben Mich,TRACK MOD - RWD,1:34.939,RX-7
31,123,Whiskey Danger Racing,CLUB TR - RWD,1:35.603,S2000
32,510,Piero Pucci,CLUB TR - RWD,1:36.089,FR-S
33,711,Anthony Leclerc,CLUB TR - RWD,1:36.153,4C
34,215,Cheng Jin,STREET - RWD,1:36.233,M3
35,191,Jessica Powers,TRACK MOD - RWD,1:36.455,CORVETTE
36,64,Alex Westergaard,TRACK MOD - RWD,1:36.937,S2000
37,743,Devin Giles,STREET MOD - RWD,1:37.164,CAYMAN S
38,240,Ken Devriese,CLUB TR - RWD,1:37.386,S2000
39,39,Gregory Formosa,STREET - AWD,1:37.493,LANCER
40,611,Benjamin Carter,CLUB TR - RWD,1:37.729,S2000
41,199,Ian Flavin,CLUB TR - RWD,1:38.303,BRZ
42,238,Garrett Gloceri,CLUB TR - RWD,1:38.342,RX-8
43,370,Ivan Onofriiciuc,STREET - RWD,1:38.511,370Z
44,654,Nick Aegerter,STREET - AWD,1:39.083,FOCUS
45,442,Logan Geyer,CLUB TR - RWD,1:39.494,BRZ
46,828,Matthew Smith,CLUB TR - RWD,1:39.551,S2000
47,519,Malindima Sampa,STREET - RWD,1:39.916,350Z
48,111,Jared Chapin,CLUB TR - RWD,1:39.957,S2000
49,169,Dan Mai,CLUB TR - RWD,1:40.196,325I
50,5,Ezekiel Malchow,STREET MOD - RWD,1:40.582,MUSTANG
51,36,Daniel Cummings,SUPER UNLIMITED - RWD,1:40.836,360
52,96,Stephen Valich,TRACK MOD - FWD,1:40.982,GTI
53,930,Jasper Zhang,STREET MOD - RWD,1:41.146,BRZ
54,113,Chip Smth,UNLIMITED - RWD,1:41.249,911
55,960,Sean Heneghan,CLUB TR - FWD,1:43.282,CIVIC
56,527,Ahmed Aloul,CLUB TR - RWD,1:43.773,MX-5 MIATA
57,889,Syed Hasan,CLUB TR - RWD,1:44.746,BRZ
58,260,Matthew Morehouse,STREET - AWD,1:44.915,FORESTER
59,46,Nehru Cheddie,CLUB TR - AWD,1:45.209,GR COROLLA
60,126,Jacob Abbott,SUNDAE CUP - FWD,1:45.812,Fit
61,92,Brad Smith,SUNDAE CUP - FWD,1:46.062,FIT
62,130,James Smith,SUNDAE CUP - FWD,1:46.270,FIT
63,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:46.567,FIT
64,83,Miles Blakesley,STREET - RWD,1:47.040,MX-5 MIATA
65,707,Piotr Boczek,SUNDAE CUP - FWD,1:47.063,FIT
66,594,Dead Bear Racing,SUNDAE CUP - FWD,1:47.470,FIT
67,156,Mike Janssen,SUNDAE CUP - FWD,1:48.178,HARDTOP
68,823,Erin Weaver,CLUB TR - RWD,1:52.551,MX-5 MIATA
69,1,Chris Wolf,SUNDAE CUP - FWD,1:53.205,FIT
70,19,Josh Powers,TRACK MOD - RWD,4:50.178,CORVETTE
71,373,Benjamin Smolen,STREET GT - RWD,,MUSTANG
72,420,Aric Streeter,STREET MOD - RWD,,RX-7
