Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,933,Tadas Karlinskas,UNLIMITED - RWD,1:23.525,911
2,338,Ernestas Puzelis,UNLIMITED - RWD,1:25.583,Corvette
3,27,Brad Perkins,UNLIMITED - RWD,1:29.006,M3
4,29,Kyle Mckiou,STREET MOD - RWD,1:29.437,GR SUPRA
5,14,Kal Fortner,STREET MOD - RWD,1:29.755,AMG GT S
6,314,Michael Puglisi,TRACK MOD - AWD,1:30.164,LANCER
7,525,Jeremy Lowder,UNLIMITED - RWD,1:30.910,CAMARO
8,570,Kyle Magnuson,STREET GT - RWD,1:30.949,718 CAYMAN
9,171,Andrius Bertulis,UNLIMITED - RWD,1:31.036,RCF
10,687,Jackie Ding,STREET GT - RWD,1:31.139,M2
11,555,Joe Mielke,STREET - AWD,1:32.167,WRX STI
12,89,Brandon Hodge,STREET GT - RWD,1:32.264,GR SUPRA
13,326,Last Minute Racing,CLUB TR - RWD,1:32.592,86
14,61,Fez Babar,CLUB TR - RWD,1:32.769,GR86
15,206,Dalton Klein,TRACK MOD - RWD,1:32.794,CORVETTE
16,226,Jerry Liu,STREET GT - RWD,1:32.805,718 CAYMAN
17,109,Dana Basinski,CLUB TR - RWD,1:32.969,BRZ
18,364,Nicholas Hendrix,STREET GT - RWD,1:33.337,CORVETTE
19,179,Derek Linderholm,STREET MOD - AWD,1:33.405,LANCER
20,531,Evan Weider,CLUB TR - FWD,1:33.477,CIVIC
21,351,Michael Barnes,STREET GT - RWD,1:33.750,MUSTANG
22,734,Austin Hertel,UNLIMITED - RWD,1:33.802,350Z
23,880,Dead Boiz Racing,CLUB TR - RWD,1:33.937,FR-S
24,727,Mario Mirone,CLUB TR - FWD,1:33.978,CIVIC
25,511,Peter Granberg,CLUB TR - RWD,1:34.638,BRZ
26,54,Zachary Moore,STREET MOD - RWD,1:34.833,CORVETTE
27,510,Piero Pucci,CLUB TR - RWD,1:35.088,FR-S
28,711,Anthony Leclerc,CLUB TR - RWD,1:35.443,4C
29,123,Whiskey Danger Racing,CLUB TR - RWD,1:35.722,S2000
30,62,Matt Simpkins,STREET MOD - RWD,1:35.724,GR SUPRA
31,268,Anthony Montelo,STREET MOD - RWD,1:36.004,CORVETTE
32,215,Cheng Jin,STREET - RWD,1:36.076,M3
33,39,Gregory Formosa,STREET - AWD,1:36.548,LANCER
