Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,338,Ernestas Puzelis,UNLIMITED - RWD,1:24.981,Corvette
2,500,Steven Luca,UNLIMITED - RWD,1:27.700,MUSTANG
3,27,Brad Perkins,UNLIMITED - RWD,1:27.843,M3
4,525,Jeremy Lowder,UNLIMITED - RWD,1:28.990,CAMARO
5,14,Kal Fortner,STREET MOD - RWD,1:29.394,AMG GT S
6,29,Kyle Mckiou,STREET MOD - RWD,1:29.560,GR SUPRA
7,171,Andrius Bertulis,UNLIMITED - RWD,1:29.685,RCF
8,54,Zachary Moore,STREET MOD - RWD,1:30.332,CORVETTE
9,245,Lali Nyiri,TRACK MOD - AWD,1:31.179,SENTRA
10,570,Kyle Magnuson,STREET GT - RWD,1:31.440,718 CAYMAN
11,555,Joe Mielke,STREET - AWD,1:31.457,WRX STI
12,687,Jackie Ding,STREET GT - RWD,1:31.732,M2
13,89,Brandon Hodge,STREET GT - RWD,1:32.003,GR SUPRA
14,377,Allen Ma,TRACK MOD - RWD,1:32.154,GT3
15,206,Dalton Klein,TRACK MOD - RWD,1:32.374,CORVETTE
16,364,Nicholas Hendrix,STREET GT - RWD,1:32.564,CORVETTE
17,226,Jerry Liu,STREET GT - RWD,1:32.959,718 CAYMAN
18,61,Fez Babar,CLUB TR - RWD,1:33.140,GR86
19,326,Last Minute Racing,CLUB TR - RWD,1:33.189,86
20,62,Matt Simpkins,STREET MOD - RWD,1:33.402,GR SUPRA
21,511,Peter Granberg,CLUB TR - RWD,1:33.460,BRZ
22,531,Evan Weider,CLUB TR - FWD,1:33.759,CIVIC
23,727,Mario Mirone,CLUB TR - FWD,1:33.886,CIVIC
24,351,Michael Barnes,STREET GT - RWD,1:33.897,MUSTANG
25,734,Austin Hertel,TRACK MOD - RWD,1:33.964,350Z
26,19,Josh Powers,TRACK MOD - RWD,1:34.081,CORVETTE
27,880,Dead Boiz Racing,CLUB TR - RWD,1:34.636,FR-S
28,38,Aaron Rekkedahl,STREET - FWD,1:34.686,CIVIC TYPE R
29,224,Su Xiong,CLUB TR - RWD,1:34.813,S2000
30,123,Whiskey Danger Racing,CLUB TR - RWD,1:34.878,S2000
31,179,Derek Linderholm,STREET MOD - AWD,1:34.948,LANCER
32,132,Sarunas Venckevicius,UNLIMITED - RWD,1:35.012,M2
33,268,Anthony Montelo,STREET MOD - RWD,1:35.165,CORVETTE
34,711,Anthony Leclerc,CLUB TR - RWD,1:35.285,4C
35,215,Cheng Jin,STREET - RWD,1:35.465,M3
36,136,Ben Mich,TRACK MOD - RWD,1:35.553,RX-7
37,510,Piero Pucci,CLUB TR - RWD,1:35.589,FR-S
38,191,Jessica Powers,TRACK MOD - RWD,1:36.440,CORVETTE
39,64,Alex Westergaard,TRACK MOD - RWD,1:36.590,S2000
40,398,Mike Vanlperen,TRACK MOD - RWD,1:36.735,Mustang
41,743,Devin Giles,STREET MOD - RWD,1:37.205,CAYMAN S
42,611,Benjamin Carter,CLUB TR - RWD,1:37.449,S2000
43,199,Ian Flavin,CLUB TR - RWD,1:37.698,BRZ
44,373,Benjamin Smolen,STREET GT - RWD,1:37.743,MUSTANG
45,238,Garrett Gloceri,CLUB TR - RWD,1:37.817,RX-8
46,654,Nick Aegerter,STREET - AWD,1:37.832,FOCUS
47,240,Ken Devriese,CLUB TR - RWD,1:37.928,S2000
48,625,Sam Bosnian,STREET - RWD,1:38.199,350Z
49,39,Gregory Formosa,STREET - AWD,1:38.539,LANCER
50,370,Ivan Onofriiciuc,STREET - RWD,1:39.011,370Z
51,96,Stephen Valich,TRACK MOD - FWD,1:39.333,GTI
52,5,Ezekiel Malchow,STREET MOD - RWD,1:40.149,MUSTANG
53,111,Jared Chapin,CLUB TR - RWD,1:40.357,S2000
54,420,Aric Streeter,STREET MOD - RWD,1:40.975,RX-7
55,36,Daniel Cummings,SUPER UNLIMITED - RWD,1:41.169,360
56,930,Jasper Zhang,STREET MOD - RWD,1:41.487,BRZ
57,960,Sean Heneghan,CLUB TR - FWD,1:41.536,CIVIC
58,169,Dan Mai,CLUB TR - RWD,1:41.692,325I
59,442,Logan Geyer,CLUB TR - RWD,1:42.320,BRZ
60,828,Matthew Smith,CLUB TR - RWD,1:42.365,S2000
61,113,Chip Smth,UNLIMITED - RWD,1:42.433,911
62,889,Syed Hasan,CLUB TR - RWD,1:44.851,BRZ
63,527,Ahmed Aloul,CLUB TR - RWD,1:45.482,MX-5 MIATA
64,130,James Smith,SUNDAE CUP - FWD,1:45.867,FIT
65,92,Brad Smith,SUNDAE CUP - FWD,1:46.305,FIT
66,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:46.690,FIT
67,126,Jacob Abbott,SUNDAE CUP - FWD,1:46.962,Fit
68,707,Piotr Boczek,SUNDAE CUP - FWD,1:47.320,FIT
69,594,Dead Bear Racing,SUNDAE CUP - FWD,1:47.449,FIT
70,83,Miles Blakesley,STREET - RWD,1:47.755,MX-5 MIATA
71,156,Mike Janssen,SUNDAE CUP - FWD,1:47.992,HARDTOP
72,99,George Reeves,CLUB TR - RWD,1:50.206,MX-5
73,46,Nehru Cheddie,CLUB TR - AWD,1:52.787,GR COROLLA
74,823,Erin Weaver,CLUB TR - RWD,1:54.592,MX-5 MIATA
75,1,Chris Wolf,SUNDAE CUP - FWD,1:54.885,FIT
