,,,,,
"TrackBattle Qualifying 1 Results (all groups, by class)",,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,396,Nate Hackman,CLUB TR - RWD,1:40.749,S2000
2,435,Nick Allen,CLUB TR - RWD,1:41.217,86
3,213,Jedwyn Taasin,CLUB TR - RWD,1:41.376,S2000
4,929,Jake Montinola,CLUB TR - RWD,1:42.331,S2000
5,812,Bingke Liu,CLUB TR - RWD,1:42.481,S2000
6,172,Daniel Fuentes,CLUB TR - FWD,1:42.579,CIVIC
7,217,Joel Reyes,CLUB TR - RWD,1:42.604,S2000
8,511,Peter Granberg,CLUB TR - RWD,1:45.273,BRZ
9,931,Thinh Duong,CLUB TR - RWD,1:45.314,BRZ
10,556,Stephen Ellis,CLUB TR - RWD,1:45.776,86
11,187,Meng Tea,CLUB TR - FWD,1:46.264,CIVIC
12,206,Daniel Harada,CLUB TR - RWD,1:46.467,FR-S
13,524,Adam Johnston,CLUB TR - RWD,1:52.346,BRZ
1,621,Willem Drees,STREET - FWD,1:40.033,ELANTRA N
2,922,Luke Lederman,STREET - RWD,1:41.203,718 CAYMAN
3,39,Gregory Formosa,STREET - AWD,1:41.561,LANCER
4,757,Ernie Ramirez,STREET - FWD,1:59.549,INTEGRA
1,34,Andy Voelkel,STREET GT - RWD,1:34.923,CORVETTE
2,874,Robert Robles,STREET GT - RWD,1:36.852,M4
3,626,Ger Xiong,STREET GT - RWD,1:36.988,CORVETTE
4,805,Craig Coker,STREET GT - AWD,1:37.199,MODEL 3
5,595,Dustin Williams,STREET GT - RWD,1:37.630,M2
6,909,Mark Kilgore,STREET GT - RWD,1:38.085,M4
7,258,Alex Vongnhay,STREET GT - AWD,1:40.438,MODEL 3
8,376,Jordan Wiseley,STREET GT - AWD,1:41.773,IONIQ5 N
9,587,Joe Drane,STREET GT - RWD,1:42.369,M2
10,772,James Busch,STREET GT - RWD,1:43.417,M2
11,253,Gary Peterson,STREET GT - RWD,1:44.933,M2
12,485,Tracy Makimoto,STREET GT - RWD,1:44.954,M3
13,305,Tj Keon,STREET GT - RWD,2:00.964,CROWN VICTORIA
1,884,Stephen Schiefer,STREET MOD - RWD,1:34.764,GR SUPRA
2,226,Team Team Kal & Jerry,STREET MOD - RWD,1:37.247,GT4 RS
3,6,Michael Aumick,STREET MOD - AWD,1:37.361,IMPREZA
4,237,Chris Watson,STREET MOD - RWD,1:37.375,MX-5 MIATA
5,615,Michael Baxi,STREET MOD - FWD,1:39.159,CIVIC
6,189,Brett Punay,STREET MOD - RWD,1:40.881,M3
7,680,Larry Chen,STREET MOD - RWD,1:42.323,86
8,73,Jeremy Salenius,STREET MOD - RWD,1:42.537,CORVETTE
9,344,Phil Jolicoeur,STREET MOD - AWD,1:45.499,5000
10,477,Austin Sierra,STREET MOD - AWD,1:46.333,IMPREZA
1,808,Lucas Schaar,SUNDAE CUP - FWD,1:55.310,YARIS
2,135,Taylour Wargo,SUNDAE CUP - FWD,1:55.891,FIT
3,188,Ricky Iturralde,SUNDAE CUP - FWD,1:56.275,FIESTA
4,969,Jack Coughlin,SUNDAE CUP - FWD,1:56.427,COUPE
5,214,Manfred Oesting,SUNDAE CUP - FWD,2:06.624,FIT
6,393,Courtney Ward,SUNDAE CUP - FWD,2:06.653,FIT
7,343,Matthew Reinhart,SUNDAE CUP - FWD,2:07.256,FIT
8,405,Luis Paez,SUNDAE CUP - FWD,2:10.435,FIT
1,450,James Kirkham,SUPER UNLIMITED - RWD,1:29.827,MERCEDES-AMG GT
1,274,Gabe Zamora,TRACK MOD - RWD,1:30.614,911
2,288,Gary Wong,TRACK MOD - RWD,1:31.747,GR SUPRA
3,27,Brad Perkins,TRACK MOD - RWD,1:31.883,M3
4,687,Jackie Ding,TRACK MOD - RWD,1:33.502,M2
5,89,Brandon Hodge,TRACK MOD - RWD,1:33.970,GR SUPRA
6,19,Josh Powers,TRACK MOD - RWD,1:34.550,CORVETTE
7,50,Azmath Mohammed,TRACK MOD - RWD,1:35.287,Z06
8,731,John Cruz,TRACK MOD - RWD,1:36.694,CAYMAN
9,748,Kenton King,TRACK MOD - RWD,1:37.167,911
10,33,Chris Boersma,TRACK MOD - FWD,1:38.983,CIVIC
11,986,Son Vo,TRACK MOD - RWD,1:39.781,86
12,146,Rob Dahm,TRACK MOD - RWD,1:41.810,RX-7
13,838,Daniel Cabrera,TRACK MOD - RWD,1:44.269,CAYMAN
14,255,Cody Nowlin,TRACK MOD - RWD,1:46.598,M3
15,191,Jessica Powers,TRACK MOD - RWD,1:47.016,CORVETTE
16,818,Jonny Grunwald,TRACK MOD - RWD,1:50.972,RX-7
1,512,Benjamin Sloss,UNLIMITED - RWD,1:21.177,GT
2,714,Sasha Anis,UNLIMITED - RWD,1:23.855,350Z
3,789,Ryan Raduechel,UNLIMITED - RWD,1:27.052,MX-5 MIATA
4,805,Craig Coker,UNLIMITED - AWD,1:28.340,MODEL S
5,358,Brian Navarra,UNLIMITED - RWD,1:29.432,MUSTANG
6,516,Nicky Hays,UNLIMITED - FWD,1:31.020,CRX
7,913,Bailey Woods,UNLIMITED - RWD,1:31.251,M3
8,610,Nick Anderson,UNLIMITED - RWD,1:32.652,VIPER
9,893,Mark Arcenal,UNLIMITED - RWD,1:33.982,911
10,407,Marcus Fry,UNLIMITED - RWD,1:34.003,510
11,75,Tom Tang,UNLIMITED - RWD,1:39.954,ELISE
