,,,,,
TrackBattle Practice 2 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,714,Sasha Anis,UNLIMITED - RWD,1:23.573,350Z
2,512,Benjamin Sloss,UNLIMITED - RWD,1:23.873,GT
3,789,Ryan Raduechel,UNLIMITED - RWD,1:28.587,MX-5 MIATA
4,805,Craig Coker,UNLIMITED - AWD,1:28.634,MODEL S
5,57,Mike Dusold,UNLIMITED - RWD,1:28.934,CAMARO
6,358,Brian Navarra,UNLIMITED - RWD,1:29.226,MUSTANG
7,274,Gabe Zamora,TRACK MOD - RWD,1:31.676,911
8,516,Nicky Hays,UNLIMITED - FWD,1:31.855,CRX
9,913,Bailey Woods,UNLIMITED - RWD,1:32.331,M3
10,407,Marcus Fry,UNLIMITED - RWD,1:33.212,510
11,89,Brandon Hodge,TRACK MOD - RWD,1:33.300,GR SUPRA
12,610,Nick Anderson,UNLIMITED - RWD,1:34.302,VIPER
13,893,Mark Arcenal,UNLIMITED - RWD,1:34.475,911
14,884,Stephen Schiefer,STREET MOD - RWD,1:34.975,GR SUPRA
15,34,Andy Voelkel,STREET GT - RWD,1:35.246,CORVETTE
16,19,Josh Powers,TRACK MOD - RWD,1:35.712,CORVETTE
17,146,Rob Dahm,TRACK MOD - RWD,1:36.247,RX-7
18,50,Azmath Mohammed,TRACK MOD - RWD,1:36.267,Z06
19,237,Chris Watson,STREET MOD - RWD,1:36.475,MX-5 MIATA
20,805,Craig Coker,STREET GT - AWD,1:36.968,MODEL 3
21,626,Ger Xiong,STREET GT - RWD,1:37.085,CORVETTE
22,226,Team Team Kal & Jerry,STREET MOD - RWD,1:37.232,GT4 RS
23,731,John Cruz,TRACK MOD - RWD,1:37.269,CAYMAN
24,874,Robert Robles,STREET GT - RWD,1:37.390,M4
25,748,Kenton King,TRACK MOD - RWD,1:37.674,911
26,595,Dustin Williams,STREET GT - RWD,1:37.700,M2
27,6,Michael Aumick,STREET MOD - AWD,1:38.034,IMPREZA
28,73,Jeremy Salenius,STREET MOD - RWD,1:39.003,CORVETTE
29,33,Chris Boersma,TRACK MOD - FWD,1:39.180,CIVIC
30,986,Son Vo,TRACK MOD - RWD,1:39.301,86
31,511,Peter Granberg,CLUB TR - RWD,1:40.213,BRZ
32,909,Mark Kilgore,STREET GT - RWD,1:40.278,M4
33,75,Tom Tang,UNLIMITED - RWD,1:40.462,ELISE
34,189,Brett Punay,STREET MOD - RWD,1:40.528,M3
35,213,Jedwyn Taasin,CLUB TR - RWD,1:40.600,S2000
36,98,Willem Drees,STREET - FWD,1:40.655,ELANTRA N
37,435,Nick Allen,CLUB TR - RWD,1:40.832,86
38,922,Luke Lederman,STREET - RWD,1:40.905,718 CAYMAN
39,39,Gregory Formosa,STREET - AWD,1:41.264,LANCER
40,253,Gary Peterson,STREET - RWD,1:41.606,M2
41,929,Jake Montinola,CLUB TR - RWD,1:42.272,S2000
42,772,James Busch,STREET GT - RWD,1:42.516,M2
43,172,Daniel Fuentes,CLUB TR - FWD,1:42.704,CIVIC
44,680,Larry Chen,STREET MOD - RWD,1:42.862,86
45,838,Daniel Cabrera,TRACK MOD - RWD,1:43.729,CAYMAN
46,931,Thinh Duong,CLUB TR - RWD,1:44.236,BRZ
47,344,Phil Jolicoeur,STREET MOD - AWD,1:44.237,5000
48,217,Joel Reyes,CLUB TR - RWD,1:44.769,S2000
49,485,Tracy Makimoto,STREET GT - RWD,1:45.050,M3
50,206,Daniel Harada,CLUB TR - RWD,1:45.079,FR-S
51,556,Stephen Ellis,CLUB TR - RWD,1:45.119,86
52,191,Jessica Powers,TRACK MOD - RWD,1:46.234,CORVETTE
53,818,Jonny Grunwald,TRACK MOD - RWD,1:48.031,RX-7
54,524,Adam Johnston,CLUB TR - RWD,1:50.556,BRZ
55,135,Taylour Wargo,SUNDAE CUP - FWD,1:53.491,FIT
56,370,Sam Deuling,SUNDAE CUP - FWD,1:53.626,FIT
57,969,Jack Coughlin,SUNDAE CUP - FWD,1:55.861,COUPE
58,188,Ricky Iturralde,SUNDAE CUP - FWD,1:55.981,FIESTA
59,888,Team Raceffpod,SUNDAE CUP - FWD,1:56.866,CIVIC
60,808,Lucas Schaar,SUNDAE CUP - FWD,1:57.634,YARIS
61,305,Tj Keon,STREET GT - RWD,1:59.871,CROWN VICTORIA
62,393,Courtney Ward,SUNDAE CUP - FWD,2:05.123,FIT
63,343,Matthew Reinhart,SUNDAE CUP - FWD,2:07.275,FIT
64,214,Manfred Oesting,SUNDAE CUP - FWD,2:07.297,FIT
65,405,Luis Paez,SUNDAE CUP - FWD,2:09.687,FIT
66,687,Jackie Ding,TRACK MOD - RWD,,M2
