,,,,,
"TrackBattle Qualifying 2 Results (all groups, by class)",,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,435,Nick Allen,CLUB TR - RWD,1:39.057,86
2,213,Jedwyn Taasin,CLUB TR - RWD,1:39.380,S2000
3,396,Nate Hackman,CLUB TR - RWD,1:39.750,S2000
4,511,Peter Granberg,CLUB TR - RWD,1:40.199,BRZ
5,812,Bingke Liu,CLUB TR - RWD,1:40.226,S2000
6,217,Team Riaction Performance,CLUB TR - RWD,1:41.663,S2000
7,929,Jake Montinola,CLUB TR - RWD,1:42.316,S2000
8,172,Daniel Fuentes,CLUB TR - FWD,1:42.410,CIVIC
9,817,Meng Tea,CLUB TR - FWD,1:43.789,CIVIC
10,931,Thinh Duong,CLUB TR - RWD,1:43.917,BRZ
11,556,Stephen Ellis,CLUB TR - RWD,1:44.643,86
12,206,Daniel Harada,CLUB TR - RWD,1:44.664,FR-S
13,524,Adam Johnston,CLUB TR - RWD,2:03.993,BRZ
1,621,Willem Drees,STREET - FWD,1:39.024,ELANTRA N
2,39,Gregory Formosa,STREET - AWD,1:40.227,LANCER
3,922,Luke Lederman,STREET - RWD,1:40.917,718 CAYMAN
4,757,Ernie Ramirez,STREET - FWD,2:00.486,INTEGRA
1,34,Andy Voelkel,STREET GT - RWD,1:33.239,CORVETTE
2,805,Craig Coker,STREET GT - AWD,1:35.537,MODEL 3
3,595,Dustin Williams,STREET GT - RWD,1:36.028,M2
4,909,Mark Kilgore,STREET GT - RWD,1:36.723,M4
5,874,Robert Robles,STREET GT - RWD,1:37.242,M4
6,626,Ger Xiong,STREET GT - RWD,1:37.337,CORVETTE
7,258,Alex Vongnhay,STREET GT - AWD,1:38.143,MODEL 3
8,772,James Busch,STREET GT - RWD,1:40.121,M2
9,587,Joe Drane,STREET GT - RWD,1:40.266,M2
10,253,Gary Peterson,STREET GT - RWD,1:42.083,M2
11,485,Tracy Makimoto,STREET GT - RWD,1:42.697,M3
12,376,Jordan Wiseley,STREET GT - AWD,1:43.606,IONIQ5 N
13,305,Tj Keon,STREET GT - RWD,1:58.987,CROWN VICTORIA
1,884,Stephen Schiefer,STREET MOD - RWD,1:33.702,GR SUPRA
2,226,Team Team Kal & Jerry,STREET MOD - RWD,1:34.534,GT4 RS
3,6,Michael Aumick,STREET MOD - AWD,1:35.407,IMPREZA
4,237,Chris Watson,STREET MOD - RWD,1:36.877,MX-5 MIATA
5,615,Michael Baxi,STREET MOD - FWD,1:37.744,CIVIC
6,189,Brett Punay,STREET MOD - RWD,1:39.023,M3
7,680,Larry Chen,STREET MOD - RWD,1:41.689,86
8,477,Austin Sierra,STREET MOD - AWD,1:44.457,IMPREZA
9,344,Phil Jolicoeur,STREET MOD - AWD,1:47.384,5000
10,73,Jeremy Salenius,STREET MOD - RWD,,CORVETTE
1,135,Taylour Wargo,SUNDAE CUP - FWD,1:51.993,FIT
2,370,Sam Deuling,SUNDAE CUP - FWD,1:52.078,FIT
3,254,Team Team Raceffpod,SUNDAE CUP - FWD,1:52.496,CIVIC
4,808,Lucas Schaar,SUNDAE CUP - FWD,1:54.030,YARIS
5,969,Jack Coughlin,SUNDAE CUP - FWD,1:54.081,COUPE
6,188,Ricky Iturralde,SUNDAE CUP - FWD,1:54.198,FIESTA
7,405,Luis Paez,SUNDAE CUP - FWD,2:04.739,FIT
1,450,James Kirkham,SUPER UNLIMITED - RWD,1:29.374,MERCEDES-AMG GT
1,274,Gabe Zamora,TRACK MOD - RWD,1:29.677,911
2,288,Gary Wong,TRACK MOD - RWD,1:30.185,GR SUPRA
3,687,Jackie Ding,TRACK MOD - RWD,1:30.902,M2
4,748,Kenton King,TRACK MOD - RWD,1:31.864,911
5,50,Azmath Mohammed,TRACK MOD - RWD,1:32.363,Z06
6,89,Brandon Hodge,TRACK MOD - RWD,1:32.740,GR SUPRA
7,19,Josh Powers,TRACK MOD - RWD,1:33.124,CORVETTE
8,731,John Cruz,TRACK MOD - RWD,1:35.720,CAYMAN
9,146,Rob Dahm,TRACK MOD - RWD,1:36.820,RX-7
10,33,Chris Boersma,TRACK MOD - FWD,1:39.439,CIVIC
11,986,Son Vo,TRACK MOD - RWD,1:39.540,86
12,255,Cody Nowlin,TRACK MOD - RWD,1:42.435,M3
13,838,Daniel Cabrera,TRACK MOD - RWD,1:42.487,CAYMAN
14,191,Jessica Powers,TRACK MOD - RWD,1:44.155,CORVETTE
15,811,Damyan Tuchenishki,TRACK MOD - AWD,,IMPREZA
1,512,Benjamin Sloss,UNLIMITED - RWD,1:21.465,GT
2,714,Sasha Anis,UNLIMITED - RWD,1:22.522,350Z
3,789,Ryan Raduechel,UNLIMITED - RWD,1:27.788,MX-5 MIATA
4,358,Brian Navarra,UNLIMITED - RWD,1:28.750,MUSTANG
5,57,Mike Dusold,UNLIMITED - RWD,1:29.255,CAMARO
6,913,Bailey Woods,UNLIMITED - RWD,1:30.703,M3
7,516,Nicky Hays,UNLIMITED - FWD,1:31.252,CRX
8,893,Mark Arcenal,UNLIMITED - RWD,1:33.224,911
9,610,Nick Anderson,UNLIMITED - RWD,1:43.651,VIPER
10,75,Tom Tang,UNLIMITED - RWD,1:45.554,ELISE
11,805,Craig Coker,UNLIMITED - AWD,6:27.419,MODEL S
12,407,Marcus Fry,UNLIMITED - RWD,,510
