TrackBattle Heat 5 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model
1,57,Mike Dusold,UNLIMITED - RWD,2:04.522,CAMARO
2,830,Eric Fleming,UNLIMITED - RWD,2:06.156,CORVETTE
3,304,Allen Patten,TRACK MOD - RWD,2:08.779,CORVETTE
4,687,Jackie Ding,TRACK MOD - RWD,2:11.800,M2
5,121,Ryan Mathews,STREET MOD - RWD,2:18.442,CORVETTE
6,369,Igor Kesilyov,TRACK MOD - AWD,2:18.901,MODEL S
7,212,Chris Smith,TRACK MOD - RWD,2:19.948,1 SERIES
8,717,Luke Mcgrew,STREET GT - RWD,2:20.904,Z06
9,171,Andrius Bertulis,UNLIMITED - RWD,2:21.726,RCF
10,424,Derric Carter,UNLIMITED - RWD,2:22.792,MUSTANG
11,211,Ryan Mathews,STREET GT - RWD,2:22.920,CORVETTE
12,426,Alex Roy,TRACK MOD - RWD,2:22.947,M2
13,314,Michael Puglisi,TRACK MOD - AWD,2:22.975,LANCER
14,773,Luie Zendejas,UNLIMITED - RWD,2:23.369,CORVETTE
15,364,Nicholas Hendrix,STREET GT - RWD,2:23.386,CORVETTE
16,298,Kurt Dieker,UNLIMITED - RWD,2:24.062,MUSTANG
17,11,Graham Gaylord,STREET MOD - AWD,2:24.109,IMPREZA
18,125,Jeremy Lowder,UNLIMITED - RWD,2:25.044,CAMARO
19,540,Bucky Lasek,TRACK MOD - AWD,2:26.492,IMPREZA
20,193,Brad Moore,STREET - RWD,2:26.534,718 CAYMAN
21,22,Dallas Reed,UNLIMITED - AWD,2:26.674,CORVETTE
22,96,Michael Young,TRACK MOD - RWD,2:26.804,CORVETTE
23,466,Willem Drees,STREET - FWD,2:28.660,ELANTRA N
24,228,Brad Smith,STREET GT - RWD,2:29.567,CAMARO
25,247,Erik Pylypchuk,UNLIMITED - RWD,2:30.274,3 SERIES
26,38,Aaron Rekkedahl,STREET - FWD,2:31.058,CIVIC TYPE R
27,205,Neal Scharte,STREET MOD - RWD,2:32.423,RX-8
28,94,Mike Bryant,CLUB TR - RWD,2:32.836,MX-5 MIATA
29,326,Stan Fayngold,CLUB TR - RWD,2:32.849,FR-S
30,199,Ian Flavin,CLUB TR - RWD,2:32.949,BRZ
31,276,Tj Ball,TRACK MOD - RWD,2:33.257,3 SERIES
32,311,Jan Wildner,STREET - RWD,2:33.452,240SX
33,622,Jake Rawson,CLUB TR - RWD,2:33.755,3 SERIES
34,145,Devin Hofmann,STREET MOD - AWD,2:33.954,WRX
35,244,Mike Burroughs,TRACK MOD - RWD,2:34.656,244 GTK
36,194,Mike Callaway,STREET - AWD,2:34.850,IMPREZA
37,997,Jason Gaydos,CLUB TR - RWD,2:36.029,BRZ
38,69,Cody Umbaugh,STREET - FWD,2:36.638,CIVIC TYPE R
39,13,Jerami Bailey,CLUB TR - RWD,2:36.697,FR-S
40,82,Jaime Santos,STREET MOD - RWD,2:37.388,1 SERIES
41,521,Juniper Zarder,STREET MOD - RWD,2:38.678,Z
42,128,Daniel Moore,TRACK MOD - FWD,2:38.883,CIVIC
43,515,Jared Garcia,CLUB TR - RWD,2:38.999,S2000
44,238,Garrett Gloceri,CLUB TR - RWD,2:39.924,RX-8
45,150,Alex Moss,STREET MOD - RWD,2:42.067,S2000
46,310,Mike Coons,STREET - AWD,2:43.181,IMPREZA
47,169,Dan Mai,CLUB TR - RWD,2:43.642,325I
48,48,Jeremy Hensley,STREET - AWD,2:43.749,IMPREZA
49,44,Joel Phillips,STREET GT - RWD,2:46.983,911
50,26,Arthur Dvortsen,CLUB TR - RWD,2:49.059,MX-5 MIATA
51,222,Beth Conaway,STREET GT - RWD,2:53.170,CORVETTE
52,156,Mike Janssen,CLUB SC - FWD,2:54.843,CIVIC
53,130,James Smith,CLUB SC - FWD,2:55.014,FIT
54,377,Jack Coughlin,CLUB SC - FWD,2:55.991,COUPE
55,302,Adam Cook,STREET MOD - RWD,2:56.457,MARK VIII
56,122,Jason Davidson,CLUB SC - FWD,2:57.557,FIT
57,716,Darius Zajac,TRACK MOD - RWD,2:58.521,CORVETTE
58,511,Peter Granberg,CLUB TR - RWD,20:16.570,BRZ
59,46,Nehru Cheddie,STREET - RWD,,M3
60,909,Mark Kilgore,STREET GT - RWD,,M4
61,269,Shawn Bassett,UNLIMITED - RWD,,240Z
62,45,Ross Ligibel,STREET - RWD,,M3
63,727,Mario Mirone,CLUB TR - FWD,,CIVIC
64,70,Dewey Dewitt,STREET MOD - AWD,,IMPREZA
,,,,,Official Results Published 7/26/25 14:10
