TrackBattle Heat 1 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model
1,57,Mike Dusold,UNLIMITED - RWD,2:09.325,CAMARO
2,304,Allen Patten,TRACK MOD - RWD,2:09.878,CORVETTE
3,338,Ernestas Puzelis,UNLIMITED - RWD,2:14.336,CORVETTE
4,687,Jackie Ding,TRACK MOD - RWD,2:16.544,M2
5,921,Jim Rauck,UNLIMITED - FWD,2:17.315,CIVIC
6,121,Ryan Mathews,STREET MOD - RWD,2:18.579,CORVETTE
7,70,Dewey Dewitt,STREET MOD - AWD,2:19.054,IMPREZA
8,445,Justin Peachey,TRACK MOD - RWD,2:19.910,CORVETTE
9,14,Kal Fortner,STREET MOD - RWD,2:21.155,MERCEDES-AMG GT
10,150,Alex Moss,STREET MOD - RWD,2:21.834,S2000
11,369,Igor Kesilyov,TRACK MOD - AWD,2:22.470,MODEL S
12,717,Luke Mcgrew,TRACK MOD - RWD,2:23.278,Z06
13,426,Alex Roy,TRACK MOD - RWD,2:24.227,M2
14,211,Ryan Mathews,STREET GT - RWD,2:24.240,CORVETTE
15,115,Wesley Penn,UNLIMITED - RWD,2:24.756,CORVETTE
16,909,Mark Kilgore,STREET GT - RWD,2:25.368,M4
17,11,Graham Gaylord,STREET MOD - AWD,2:25.461,IMPREZA
18,773,Luie Zendejas,UNLIMITED - RWD,2:25.60 UO,CORVETTE
19,364,Nicholas Hendrix,STREET GT - RWD,2:25.847,CORVETTE
20,24,Erik Pylypchuk,UNLIMITED - RWD,2:26.022,3 SERIES
21,96,Michael Young,TRACK MOD - RWD,2:27.082,CORVETTE
22,22,Dallas Reed,UNLIMITED - AWD,2:27.087,CORVETTE
23,38,Aaron Rekkedahl,STREET - FWD,2:29.872 DQ,CIVIC TYPE R
24,298,Kurt Dieker,UNLIMITED - RWD,2:29.880,MUSTANG
25,466,Willem Drees,STREET - FWD,2:30.394,ELANTRA N
26,44,Joel Phillips,STREET GT - RWD,2:30.450,911
27,228,Brad Smith,STREET GT - RWD,2:31.462,CAMARO
28,727,Mario Mirone,CLUB TR - FWD,2:31.641,CIVIC
29,73,Jeremy Salenius,STREET MOD - RWD,2:31.712,CORVETTE
30,310,Mike Coons,STREET - AWD,2:31.859,IMPREZA
31,311,Jan Wildner,STREET - RWD,2:32.111,240SX
32,276,Tj Ball,TRACK MOD - RWD,2:33.299,3 SERIES
33,622,Jake Rawson,CLUB TR - RWD,2:33.480,3 SERIES
34,23,King Thao,CLUB TR - FWD,2:34.726,CIVIC
35,94,Mike Bryant,CLUB TR - RWD,2:34.727,MX-5 MIATA
36,13,Jerami Bailey,CLUB TR - RWD,2:35.693,FR-S
37,716,Darius Zajac,TRACK MOD - RWD,2:35.748,CORVETTE
38,145,Devin Hofmann,STREET MOD - AWD,2:36.470,WRX
39,949,Evin Degirmencioglu,STREET GT - RWD,2:36.852,MUSTANG
40,26,Arthur Dvortsen,CLUB TR - RWD,2:37.444,MX-5 MIATA
41,125,Jeremy Lowder,UNLIMITED - RWD,2:38.346,CAMARO
42,241,Dariush Lotfi,CLUB TR - RWD,2:38.745,MX-5 MIATA
43,205,Neal Scharte,STREET MOD - RWD,2:38.868,RX-8
44,69,Cody Umbaugh,STREET - FWD,2:39.053,CIVIC TYPE R
45,194,Mike Callaway,STREET - AWD,2:39.655,IMPREZA
46,515,Jared Garcia,CLUB TR - RWD,2:39.968,S2000
47,108,Andre Wenzel,TRACK MOD - RWD,2:40.033,RX-7
48,326,Stan Fayngold,CLUB TR - RWD,2:40.880,FR-S
49,540,Bucky Lasek,TRACK MOD - AWD,2:41.059,IMPREZA
50,521,Juniper Zarder,STREET MOD - RWD,2:42.135,Z
51,169,Dan Mai,CLUB TR - RWD,2:42.487,325I
52,736,Cody Smith,STREET MOD - RWD,2:42.808,CUTLASS
53,238,Garrett Gloceri,CLUB TR - RWD,2:43.373,RX-8
54,997,Jason Gaydos,CLUB TR - RWD,2:43.648,BRZ
55,46,Nehru Cheddie,STREET - RWD,2:44.558,M3
56,133,Lars Vogler,STREET - RWD,2:46.069,M3
57,818,Jonny Grunwald,TRACK MOD - RWD,2:47.015,RX-7
58,67,Jonathan Denk,STREET MOD - FWD,2:47.926,CIVIC
59,444x,Mark Gaydos,TRACK MOD - RWD,2:49.382,3 SERIES
60,222,Beth Conaway,STREET GT - RWD,2:51.917,CORVETTE
61,130,James Smith,CLUB SC - FWD,2:55.252,FIT
62,156,Mike Janssen,CLUB SC - FWD,2:56.111,CIVIC
63,377,Jack Coughlin,CLUB SC - FWD,2:58.658,COUPE
64,200,Patrick Greunke,STREET MOD - AWD,2:59.066,IMPREZA
65,122,Jason Davidson,CLUB SC - FWD,3:00.602,FIT
66,302,Adam Cook,STREET MOD - RWD,3:04.200,MARK VIII
67,444,Luca Barberis,STREET MOD - RWD,7:48.073,GR SUPRA
68,262,Noah Janke,CLUB TR - RWD,,MR2
69,199,Ian Flavin,CLUB TR - RWD,,BRZ
70,511,Peter Granberg,CLUB TR - RWD,,BRZ
71,212,Chris Smith,TRACK MOD - RWD,,1 SERIES
72,82,Jaime Santos,STREET MOD - RWD,,1 SERIES
73,314,Michael Puglisi,TRACK MOD - AWD,,LANCER
"Penalty Car 38: Impound Violation, Technical Compliance for Class - Heat 1 and 2 DQ",,,,,
,,,,,Results Published 7/25/25 10:00
