Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,314,Michael Puglisi,TRACK MODIFIED - AWD,1:32.085,Evolution
2,84,Andy Smedegard,TRACK MODIFIED - RWD,1:32.659,M3
3,83,Alex Moss,STREET MODIFIED - RWD,1:35.617,S2000
4,337,Cody Loveland,UNLIMITED - FWD,1:35.749,Civic
5,771,Aric Streeter,UNLIMITED - RWD,1:37.480,7
6,21,Evolve Autosport,STREET MODIFIED - RWD,1:37.757,M3
7,777,Joshua Halka,STREET - AWD,1:38.232,WRX
8,56,Charles Miller,STREET - AWD,1:38.233,Evo IX
9,28,Peter Zhang,STREET MODIFIED - AWD,1:38.546,WRX
10,70,Six Star Motorsports,STREET MODIFIED - AWD,1:38.971,Impreza L
11,298,Anthony Novelli,STREET MODIFIED - AWD,1:39.336,STI
12,151,David McCallister,TRACK MODIFIED - AWD,1:39.662,Lancer Evo IX
13,511,Peter Granberg,STREET MODIFIED - RWD,1:40.357,BRZ
14,170,Vito Jin,STREET - RWD,1:40.382,M3
15,36,Ben Mich,STREET MODIFIED - RWD,1:40.471,RX-7
16,334,John Koster,UNLIMITED - FWD,1:40.732,Civic
17,68,Tony Desero,TRACK MODIFIED - RWD,1:40.822,m3
18,531,Evan Weider,STREET - FWD,1:41.309,Civic
19,174,James Rauck,STREET - FWD,1:41.341,Type R
20,558,Joseph Mielke,STREET - AWD,1:41.371,Impreza STi
21,759,Darby Barber,STREET MODIFIED - RWD,1:41.572,miata
22,62,Brian Blaine,TRACK MODIFIED - RWD,1:41.894,Rx7
23,128,josh hanger,STREET MODIFIED - RWD,1:42.123,rx7
24,625,Sam Bosnian,STREET - RWD,1:42.478,350z Nismo
25,9,Ryan Frew,STREET - RWD,1:42.528,Boxster S
26,176,Andy Voelkel,TRACK MODIFIED - RWD,1:43.632,Corvette
27,44,Joel Phillips,ROADSTER MODIFIED - RWD,1:44.040,Miata
28,940,Stephen Barnes,STREET MODIFIED - AWD,1:44.331,Wrx Wagon
29,11,Brandon Ham,STREET GT - RWD,1:45.097,911 S
30,103,Max Schrager,STREET - AWD,1:45.148,wrx sti
31,139,Kevin Head,STREET MODIFIED - RWD,1:45.165,RX7
32,31,BART GOLDENBELD,ROADSTER MODIFIED - RWD,1:45.436,Miata
33,164,Ken Devriese,STREET - RWD,1:45.709,S2000
34,14,Kal Fortner,STREET MODIFIED - AWD,1:46.819,S4
35,171,Richard Soukhavong,STREET - RWD,1:47.878,NSX
36,266,Jim Kenevan,STREET - RWD,1:48.710,BRZ
37,129,Brap- ish,STREET - RWD,1:48.776,S2000
38,624,Tyler Vogt,STREET - RWD,1:48.905,Camaro LT
39,621,Troy Mass,STREET - RWD,1:48.989,BRZ
40,32,Ron Mullet,STREET GT - RWD,1:49.217,Corvette
41,262,Julian Mancuso,STREET - RWD,1:49.347,FRS
42,89,James Kelly,STREET - RWD,1:50.487,BRZ
43,161,Ernestas Puzelis,TRACK MODIFIED - RWD,1:50.677,370z
44,268,Kaval Vilkhu,STREET MODIFIED - FWD,1:52.099,Civic
45,158,Joseph Dale,STREET MODIFIED - RWD,1:52.114,S2000
46,192,Michael Horn,STREET - FWD,1:52.363,Jetta
47,323,Michael Peters,STREET - RWD,1:53.060,S2000
48,48,Torry Skurski,STREET - RWD,1:53.243,328i
49,99,jake kistka,STREET - FWD,1:59.538,Civic si
50,93,Alexander Mishra,SUNDAE CUP / SPECFIT - FWD,1:59.735,Fit
51,312,TF Works,STREET MODIFIED - FWD,,RSX
52,23,Nilesh Patel,STREET MODIFIED - AWD,,Evo
53,191,Kyle Sneed,STREET - AWD,,Impreza
