Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,70,Six Star Motorsports,STREET MODIFIED - AWD,1:35.802,Impreza L
2,314,Michael Puglisi,TRACK MODIFIED - AWD,1:35.901,Evolution
3,83,Alex Moss,STREET MODIFIED - RWD,1:36.843,S2000
4,337,Cody Loveland,UNLIMITED - FWD,1:37.508,Civic
5,84,Andy Smedegard,TRACK MODIFIED - RWD,1:37.598,M3
6,21,Evolve Autosport,STREET MODIFIED - RWD,1:37.920,M3
7,334,John Koster,UNLIMITED - FWD,1:38.113,Civic
8,6,Michael Aumick,STREET MODIFIED - AWD,1:38.121,WRX STI
9,771,Aric Streeter,UNLIMITED - RWD,1:38.297,7
10,777,Joshua Halka,STREET - AWD,1:38.667,WRX
11,56,Charles Miller,STREET - AWD,1:38.886,Evo IX
12,62,Brian Blaine,TRACK MODIFIED - RWD,1:39.350,Rx7
13,511,Peter Granberg,STREET MODIFIED - RWD,1:40.125,BRZ
14,28,Peter Zhang,STREET MODIFIED - AWD,1:40.139,WRX
15,74,Chris Neuman,STREET - RWD,1:40.197,M3
16,759,Darby Barber,STREET MODIFIED - RWD,1:40.461,miata
17,36,Ben Mich,STREET MODIFIED - RWD,1:41.180,RX-7
18,170,Vito Jin,STREET - RWD,1:41.428,M3
19,531,Evan Weider,STREET - FWD,1:41.751,Civic
20,558,Joseph Mielke,STREET - AWD,1:41.954,Impreza STi
21,298,Anthony Novelli,STREET MODIFIED - AWD,1:42.010,STI
22,151,David McCallister,TRACK MODIFIED - AWD,1:42.068,Lancer Evo IX
23,68,Tony Desero,TRACK MODIFIED - RWD,1:42.277,m3
24,174,James Rauck,STREET - FWD,1:42.875,Type R
25,625,Sam Bosnian,STREET - RWD,1:42.921,350z Nismo
26,128,josh hanger,STREET MODIFIED - RWD,1:43.066,rx7
27,129,Brap- ish,STREET - RWD,1:43.267,S2000
28,940,Stephen Barnes,STREET MODIFIED - AWD,1:44.524,Wrx Wagon
29,9,Ryan Frew,STREET - RWD,1:44.642,Boxster S
30,176,Andy Voelkel,STREET GT - RWD,1:44.874,Corvette
31,73,David Hornburg,ROADSTER MODIFIED - RWD,1:44.942,Miata
32,103,Max Schrager,STREET - AWD,1:45.274,wrx sti
33,312,TF Works,STREET MODIFIED - FWD,1:45.634,RSX
34,11,Brandon Ham,STREET GT - RWD,1:45.853,911 S
35,31,BART GOLDENBELD,ROADSTER MODIFIED - RWD,1:46.236,Miata
36,164,Ken Devriese,STREET - RWD,1:46.327,S2000
37,191,Kyle Sneed,STREET - AWD,1:46.462,Impreza
38,139,Kevin Head,STREET MODIFIED - RWD,1:46.694,RX7
39,624,Tyler Vogt,STREET - RWD,1:46.744,Camaro LT
40,123,Christopher Bickford,STREET - RWD,1:46.803,370Z
41,32,Ron Mullet,STREET GT - RWD,1:47.546,Corvette
42,266,Jim Kenevan,STREET - RWD,1:48.058,BRZ
43,14,Kal Fortner,STREET MODIFIED - AWD,1:49.329,S4
44,262,Julian Mancuso,STREET - RWD,1:49.381,FRS
45,621,Troy Mass,STREET - RWD,1:49.900,BRZ
46,89,James Kelly,STREET - RWD,1:49.952,BRZ
47,323,Michael Peters,STREET - RWD,1:51.394,S2000
48,158,Joseph Dale,STREET MODIFIED - RWD,1:52.064,S2000
49,161,Ernestas Puzelis,TRACK MODIFIED - RWD,1:52.872,370z
50,48,Torry Skurski,STREET - RWD,1:52.885,328i
51,171,Richard Soukhavong,STREET - RWD,1:53.137,NSX
52,192,Michael Horn,STREET - FWD,1:53.418,Jetta
53,99,jake kistka,STREET - FWD,1:59.502,Civic si
54,93,Alexander Mishra,SUNDAE CUP / SPECFIT - FWD,2:00.976,Fit
55,44,Joel Phillips,ROADSTER MODIFIED - RWD,,Miata
56,23,Nilesh Patel,STREET MODIFIED - AWD,,Evo
