Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,41,James Houghton,UNLIMITED - FWD,1:32.765,Integra
2,314,Michael Puglisi,TRACK MODIFIED - AWD,1:33.024,Evolution
3,84,Andy Smedegard,TRACK MODIFIED - RWD,1:33.148,M3
4,70,Six Star Motorsports,STREET MODIFIED - AWD,1:35.352,Impreza L
5,21,Evolve Autosport,STREET MODIFIED - RWD,1:36.942,M3
6,28,Peter Zhang,STREET MODIFIED - AWD,1:38.203,WRX
7,6,Michael Aumick,STREET MODIFIED - AWD,1:38.484,WRX STI
8,777,Joshua Halka,STREET - AWD,1:38.789,WRX
9,511,Peter Granberg,STREET MODIFIED - RWD,1:40.492,BRZ
10,68,Tony Desero,TRACK MODIFIED - RWD,1:41.180,m3
11,531,Evan Weider,STREET - FWD,1:41.378,Civic
12,771,Aric Streeter,UNLIMITED - RWD,1:41.416,7
13,128,josh hanger,STREET MODIFIED - RWD,1:41.423,rx7
14,174,James Rauck,STREET - FWD,1:41.599,Type R
15,83,Alex Moss,STREET MODIFIED - RWD,1:41.600,S2000
16,298,Anthony Novelli,STREET MODIFIED - AWD,1:41.922,STI
17,151,David McCallister,TRACK MODIFIED - AWD,1:41.926,Lancer Evo IX
18,558,Joseph Mielke,STREET - AWD,1:41.961,Impreza STi
19,36,Ben Mich,STREET MODIFIED - RWD,1:41.965,RX-7
20,625,Sam Bosnian,STREET - RWD,1:42.240,350z Nismo
21,759,Darby Barber,STREET MODIFIED - RWD,1:42.383,miata
22,139,Kevin Head,STREET MODIFIED - RWD,1:42.883,RX7
23,129,Brap- ish,STREET - RWD,1:43.091,S2000
24,9,Ryan Frew,STREET - RWD,1:43.119,Boxster S
25,176,Andy Voelkel,TRACK MODIFIED - RWD,1:44.216,Corvette
26,940,Stephen Barnes,STREET MODIFIED - AWD,1:44.737,Wrx Wagon
27,164,Ken Devriese,STREET - RWD,1:45.217,S2000
28,31,BART GOLDENBELD,ROADSTER MODIFIED - RWD,1:45.698,Miata
29,11,Brandon Ham,STREET GT - RWD,1:45.738,911 S
30,44,Joel Phillips,ROADSTER MODIFIED - RWD,1:45.985,Miata
31,191,Kyle Sneed,STREET - AWD,1:46.452,Impreza
32,171,Richard Soukhavong,STREET - RWD,1:46.470,NSX
33,103,Max Schrager,STREET - AWD,1:46.611,wrx sti
34,266,Jim Kenevan,STREET - RWD,1:47.751,BRZ
35,268,Kaval Vilkhu,STREET MODIFIED - FWD,1:47.775,Civic
36,621,Troy Mass,STREET - RWD,1:48.797,BRZ
37,23,Nilesh Patel,STREET MODIFIED - AWD,1:49.002,Evo
38,262,Julian Mancuso,STREET - RWD,1:49.109,FRS
39,89,James Kelly,STREET - RWD,1:49.424,BRZ
40,158,Joseph Dale,STREET MODIFIED - RWD,1:49.807,S2000
41,624,Tyler Vogt,STREET - RWD,1:50.254,Camaro LT
42,161,Ernestas Puzelis,TRACK MODIFIED - RWD,1:51.191,370z
43,323,Michael Peters,STREET - RWD,1:51.895,S2000
44,48,Torry Skurski,STREET - RWD,1:52.163,328i
45,192,Michael Horn,STREET - FWD,1:54.599,Jetta
46,99,jake kistka,STREET - FWD,1:58.297,Civic si
47,93,Alexander Mishra,SUNDAE CUP / SPECFIT - FWD,2:03.381,Fit
48,449,Luigi Montanez,TRACK MODIFIED - AWD,,INTEGRA
49,337,Cody Loveland,UNLIMITED - FWD,,Civic
50,123,Christopher Bickford,STREET - RWD,,370Z
51,56,Charles Miller,STREET - AWD,,Evo IX
