Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,314,Michael Puglisi,TRACK MODIFIED - AWD,1:34.963,Evolution
2,127,Mike Lee,TRACK MODIFIED - RWD,1:38.298,240sx
3,501,Tony Marulanda,TRACK MODIFIED - RWD,1:38.316,135I
4,197,Kendall Samuel,UNLIMITED - AWD,1:38.468,Impreza
5,122,Brad/Matt Yonkers/DeReus,STREET MODIFIED - RWD,1:38.993,M3
6,23,Shawn Krebsbach,STREET MODIFIED - AWD,1:39.699,Lancer evolution 9
7,148,Sasha Anis,STREET MODIFIED - RWD,1:39.897,Blue Lightning
8,283,Jess Moeding,TRACK MODIFIED - RWD,1:40.030,Corvette
9,46,Nikolai Delov,STREET MODIFIED - RWD,1:40.175,M3-C
10,22,Jeremy Boysen,TRACK MODIFIED - AWD,1:40.776,Preformante
11,412,Sally McNulty,STREET MODIFIED - AWD,1:41.044,WRX
12,51,Joshua Orr,STREET - RWD,1:41.153,corvette
13,6,micheal aumick,STREET MODIFIED - AWD,1:41.159,STI
14,115,Darius Zajac,TRACK MODIFIED - RWD,1:41.189,Corvette
15,420,levi brown,TRACK MODIFIED - FWD,1:41.379,civic
16,34,austin hertel,STREET - RWD,1:41.466,370z
17,3,Ron Spear,STREET - RWD,1:41.505,Mustang GT
18,101,Thruxton Booth,TRACK MODIFIED - FWD,1:41.557,civic
19,357,Dan Lewis,STREET MODIFIED - RWD,1:41.661,S2000
20,119,Tim Beek,STREET - RWD,1:41.883,ATS-V
21,55,Charles Miller,STREET - AWD,1:42.138,Evo IX
22,70,Eric DeWitt,STREET - AWD,1:42.210,STI
23,325,Ben Aurich,UNLIMITED - RWD,1:42.222,Corvette
24,916,Savanna Little,UNLIMITED - RWD,1:42.428,350z
25,130,Brian Leazenby,STREET MODIFIED - RWD,1:42.779,Mustang
26,112,Sasha Anis,STREET - RWD,1:42.945,Model 3
27,74,Chris Neuman,STREET - RWD,1:42.955,M3
28,5,Luke McGrew,STREET - AWD,1:43.060,Sti
29,460,Grant Walker,UNLIMITED - RWD,1:43.264,Miata
30,103,Chris Ballard,TRACK MODIFIED - RWD,1:43.450,S2000
31,29,Matthew Kokx,STREET MODIFIED - AWD,1:43.551,wrx
32,312,Mikey Singhaseni,STREET MODIFIED - FWD,1:43.636,RSX Type S
33,66,James Nichols,STREET MODIFIED - RWD,1:43.644,IS300
34,135,Charlie Ensslin,UNLIMITED - RWD,1:43.996,Silvia
35,38,Greg Maloy,UNLIMITED - FWD,1:44.012,CRX
36,81,Benjamin Marouski,STREET MODIFIED - FWD,1:44.464,Cooper S
37,789,Daniel Mount,STREET MODIFIED - RWD,1:44.643,Cayman
38,42,Blake cameron,STREET - AWD,1:44.960,Sti
39,688,Ryan Weddle,STREET - RWD,1:45.103,350Z
40,105,Allen Skillicorn,STREET MODIFIED - RWD,1:45.127,Miata
41,87,Bradley DeLaby,STREET MODIFIED - AWD,1:45.210,R32
42,666,Trentyn Meister,TRACK MODIFIED - FWD,1:45.407,Civic
43,614,Artaporn Jataputra,STREET - RWD,1:45.563,BRZ
44,36,Ben Klusovsky,TRACK MODIFIED - FWD,1:45.568,Civic
45,777,Joshua Halka,STREET - AWD,1:46.049,Impreza WRX
46,202,Max Schrager,STREET - AWD,1:46.352,WRX STi
47,146,Jonathan Yu,STREET - AWD,1:46.764,WRX
48,11,Graham Gaylord,STREET MODIFIED - RWD,1:47.443,135i
49,28,Peter Zhang,STREET MODIFIED - AWD,1:47.490,WRX
50,940,Stephen Barnes,STREET MODIFIED - AWD,1:47.599,Wrx
51,203,James Banzen,STREET MODIFIED - RWD,1:47.713,Miata
52,118,Darby Barber,STREET MODIFIED - RWD,1:47.751,miata
53,711,Edgar Covarrubias,TRACK MODIFIED - RWD,1:47.764,Isf
54,424,Michael Norman,STREET MODIFIED - AWD,1:47.996,Impreza STi Hatch
55,39,Jake Joraanstad,TRACK MODIFIED - FWD,1:48.124,Silvia
56,169,Angel Roman,STREET MODIFIED - AWD,1:48.219,WRX STI
57,141,Lajos Nyiri,STREET MODIFIED - RWD,1:48.400,240sx
58,147,Anton Zavalko,STREET - RWD,1:48.458,S2000
59,52,Billy Ball,TRACK MODIFIED - RWD,1:48.548,FRS
60,138,Phong Nguyen,STREET - RWD,1:48.568,S2000
61,201,Don Kuschel,UNLIMITED - FWD,1:48.773,Integra
62,85,Bradley Legris,STREET MODIFIED - RWD,1:48.790,Miata
63,185,Domas Sinkevicius,STREET MODIFIED - RWD,1:48.930,M3
64,707,Egidijus Sadauskas,STREET MODIFIED - RWD,1:49.053,325i
65,89,James Kelly,STREET - RWD,1:49.406,BRZ
