Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,314,Michael Puglisi,TRACK MODIFIED - AWD,1:33.727,Evolution
2,197,Kendall Samuel,UNLIMITED - AWD,1:36.144,Impreza
3,283,Jess Moeding,TRACK MODIFIED - RWD,1:37.187,Corvette
4,40,Chris Boersma,TRACK MODIFIED - FWD,1:37.585,Civic
5,122,Brad/Matt Yonkers/DeReus,STREET MODIFIED - RWD,1:37.811,M3
6,233,Jordan Bryant,UNLIMITED - AWD,1:38.283,STI
7,412,Sally McNulty,STREET MODIFIED - AWD,1:38.659,WRX
8,22,Jeremy Boysen,TRACK MODIFIED - AWD,1:38.659,Preformante
9,101,Thruxton Booth,TRACK MODIFIED - FWD,1:39.327,civic
10,51,Joshua Orr,STREET - RWD,1:39.446,corvette
11,23,Shawn Krebsbach,STREET MODIFIED - AWD,1:39.536,Lancer evolution 9
12,3,Ron Spear,STREET - RWD,1:39.680,Mustang GT
13,115,Darius Zajac,TRACK MODIFIED - RWD,1:39.808,Corvette
14,6,micheal aumick,STREET MODIFIED - AWD,1:39.837,STI
15,325,Ben Aurich,UNLIMITED - RWD,1:40.160,Corvette
16,357,Dan Lewis,STREET MODIFIED - RWD,1:40.161,S2000
17,34,austin hertel,STREET - RWD,1:40.571,370z
18,102,Luigi Montanez,TRACK MODIFIED - FWD,1:40.684,Integra
19,69,Michael Pagano,STREET MODIFIED - RWD,1:40.896,330Ci
20,119,Tim Beek,STREET - RWD,1:41.034,ATS-V
21,420,levi brown,TRACK MODIFIED - FWD,1:41.041,civic
22,70,Eric DeWitt,STREET - AWD,1:41.050,STI
23,86,Jackie Ding,STREET - RWD,1:41.094,S2000
24,55,Charles Miller,STREET - AWD,1:41.208,Evo IX
25,916,Savanna Little,UNLIMITED - RWD,1:41.357,350z
26,60,David Calzada,STREET MODIFIED - RWD,1:41.405,Miata
27,38,Greg Maloy,UNLIMITED - FWD,1:41.497,CRX
28,74,Chris Neuman,STREET - RWD,1:41.867,M3
29,103,Chris Ballard,TRACK MODIFIED - RWD,1:42.016,S2000
30,17,Robert Dice,UNLIMITED - RWD,1:42.679,240sx
31,130,Brian Leazenby,STREET MODIFIED - RWD,1:42.746,Mustang
32,460,Grant Walker,UNLIMITED - RWD,1:42.876,Miata
33,29,Matthew Kokx,STREET MODIFIED - AWD,1:43.074,wrx
34,145,Shilun Wu,STREET MODIFIED - RWD,1:43.088,Mustang
35,81,Benjamin Marouski,STREET MODIFIED - FWD,1:43.092,Cooper S
36,5,Luke McGrew,STREET - AWD,1:43.293,Sti
37,312,Mikey Singhaseni,STREET MODIFIED - FWD,1:43.409,RSX Type S
38,65,zachary ross,STREET MODIFIED - FWD,1:43.544,GTI
39,112,Sasha Anis,STREET - RWD,1:43.680,Model 3
40,146,Jonathan Yu,STREET - AWD,1:43.953,WRX
41,87,Bradley DeLaby,STREET MODIFIED - AWD,1:44.168,R32
42,789,Daniel Mount,STREET MODIFIED - RWD,1:44.240,Cayman
43,777,Joshua Halka,STREET - AWD,1:44.321,Impreza WRX
44,688,Ryan Weddle,STREET - RWD,1:44.353,350Z
45,118,Darby Barber,STREET MODIFIED - RWD,1:44.881,miata
46,36,Ben Klusovsky,TRACK MODIFIED - FWD,1:44.954,Civic
47,202,Max Schrager,STREET - AWD,1:45.232,WRX STi
48,85,Bradley Legris,STREET MODIFIED - RWD,1:45.334,Miata
49,88,Mark Brylo,STREET MODIFIED - AWD,1:45.338,Lancer Evo
50,76,scott wolforth,STREET MODIFIED - FWD,1:45.372,CRX
51,11,Graham Gaylord,STREET MODIFIED - RWD,1:45.535,135i
52,940,Stephen Barnes,STREET MODIFIED - AWD,1:45.746,Wrx
53,614,Artaporn Jataputra,STREET - RWD,1:45.883,BRZ
54,95,Fiona Lou,STREET - RWD,1:46.184,M3
55,151,David McCallister,TRACK MODIFIED - AWD,1:46.321,Evo IX
56,91,Chris Scheidecker,STREET - RWD,1:46.338,S2000
57,39,Jake Joraanstad,TRACK MODIFIED - FWD,1:47.295,Silvia
58,53,Darryl Waddell,STREET - AWD,1:47.659,Golf R
59,711,Edgar Covarrubias,TRACK MODIFIED - RWD,1:47.848,Isf
60,424,Michael Norman,STREET MODIFIED - AWD,1:47.870,Impreza STi Hatch
61,147,Anton Zavalko,STREET - RWD,1:47.872,S2000
62,555,Joseph Mielke,STREET - AWD,1:48.464,STi
63,717,Scott Hollingsworth,UNLIMITED - RWD,1:48.515,S2000
64,707,Egidijus Sadauskas,STREET MODIFIED - RWD,1:48.517,325i
65,411,Brandon Collins,TRACK MODIFIED - RWD,1:48.561,325is
66,185,Domas Sinkevicius,STREET MODIFIED - RWD,1:48.831,M3
67,141,Lajos Nyiri,STREET MODIFIED - RWD,1:49.087,240sx
68,317,Nishanth Samala,STREET - RWD,1:49.153,BRZ
69,201,Don Kuschel,UNLIMITED - FWD,1:49.273,Integra
70,169,Angel Roman,STREET MODIFIED - AWD,1:49.333,WRX STI
71,10,Lawrence/Brian Navarre/Arpke,STREET - AWD,1:49.717,Wrx
72,116,Travis Bakeman,STREET - RWD,1:49.735,325IS
73,114,Hyder Arain,STREET - RWD,1:49.899,s2000
74,89,James Kelly,STREET - RWD,1:49.926,BRZ
75,259,Nathan Park,STREET MODIFIED - AWD,1:50.484,Lancer Evo
76,218,Derrick Maske,STREET MODIFIED - RWD,1:50.498,S2000
77,90,Justin Tischler,STREET - RWD,1:50.987,S2000
78,124,Darryl Butler,STREET - AWD,1:51.017,Sti
79,9,Alex Villa,STREET - RWD,1:51.270,Giulia
80,621,Troy Mass,STREET - RWD,1:51.423,BRZ
81,48,Torry Skurski,TRACK MODIFIED - FWD,1:51.630,Juke
82,24,Les Epps,STREET - FWD,1:51.864,Teggy
83,522,Joel Harkness,STREET MODIFIED - RWD,1:51.996,Miata
84,8,Kevin Tong,STREET - RWD,1:52.622,M3
85,192,Michael Horn,STREET - FWD,1:52.707,jetta GLI
86,108,Jeanette Negri,STREET - RWD,1:54.022,BRZ
87,741,James Brandt,STREET - RWD,1:54.429,Rx8
88,138,Phong Nguyen,STREET - RWD,1:55.798,S2000
89,129,Matt Williams,SPEC FIT / ECO CUP - FWD,1:57.265,Fit
90,63,Chris Doolin,STREET - RWD,1:58.361,Miata
91,32,Mark Bucheit,STREET - AWD,2:00.889,Skyline
92,556,James Wolters,STREET - FWD,2:02.510,Integra GSR
93,361,Michael Mattila,STREET - FWD,2:25.987,Integra
94,92,Craig Seko,STREET - FWD,2:27.267,Civic Type R
95,203,James Banzen,STREET MODIFIED - RWD,2:31.817,Miata
