Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,30,Jeremy Swenson,TRACK MODIFIED - RWD,1:32.378,Corvette ZR1
2,40,Chris Boersma,TRACK MODIFIED - FWD,1:33.493,Civic
3,314,Michael Puglisi,TRACK MODIFIED - AWD,1:35.470,Evolution
4,501,Tony Marulanda,TRACK MODIFIED - RWD,1:35.832,135I
5,325,Ben Aurich,UNLIMITED - RWD,1:36.427,Corvette
6,283,Jess Moeding,TRACK MODIFIED - RWD,1:36.926,Corvette
7,122,Brad/Matt Yonkers/DeReus,STREET MODIFIED - RWD,1:37.114,M3
8,23,Shawn Krebsbach,STREET MODIFIED - AWD,1:37.483,Lancer evolution 9
9,127,Mike Lee,TRACK MODIFIED - RWD,1:37.530,240sx
10,197,Kendall Samuel,UNLIMITED - AWD,1:38.355,Impreza
11,51,Joshua Orr,STREET - RWD,1:38.477,corvette
12,412,Sally McNulty,STREET MODIFIED - AWD,1:39.088,WRX
13,34,austin hertel,STREET - RWD,1:39.792,370z
14,3,Ron Spear,STREET - RWD,1:39.957,Mustang GT
15,86,Jackie Ding,STREET - RWD,1:40.015,S2000
16,916,Savanna Little,UNLIMITED - RWD,1:40.628,350z
17,420,levi brown,TRACK MODIFIED - FWD,1:40.746,civic
18,55,Charles Miller,STREET - AWD,1:40.752,Evo IX
19,17,Robert Dice,UNLIMITED - RWD,1:40.829,240sx
20,70,Eric DeWitt,STREET - AWD,1:41.244,STI
21,119,Tim Beek,STREET - RWD,1:41.425,ATS-V
22,74,Chris Neuman,STREET - RWD,1:41.614,M3
23,60,David Calzada,STREET MODIFIED - RWD,1:41.936,Miata
24,130,Brian Leazenby,STREET MODIFIED - RWD,1:41.952,Mustang
25,46,Nikolai Delov,STREET MODIFIED - RWD,1:41.958,M3-C
26,29,Matthew Kokx,STREET MODIFIED - AWD,1:42.479,wrx
27,969,Shane Mitchell,STREET MODIFIED - AWD,1:42.539,Evolution
28,460,Grant Walker,UNLIMITED - RWD,1:42.571,Miata
29,789,Daniel Mount,STREET MODIFIED - RWD,1:42.842,Cayman
30,5,Luke McGrew,STREET - AWD,1:42.863,Sti
31,103,Chris Ballard,TRACK MODIFIED - RWD,1:42.875,S2000
32,312,Mikey Singhaseni,STREET MODIFIED - FWD,1:42.950,RSX Type S
33,135,Charlie Ensslin,UNLIMITED - RWD,1:43.174,Silvia
34,19,Nilesh Patel,STREET MODIFIED - AWD,1:43.282,EVO 9
35,36,Ben Klusovsky,TRACK MODIFIED - FWD,1:43.414,Civic
36,6,micheal aumick,STREET MODIFIED - AWD,1:43.605,STI
37,145,Shilun Wu,STREET MODIFIED - RWD,1:43.722,Mustang
38,81,Benjamin Marouski,STREET MODIFIED - FWD,1:43.838,Cooper S
39,146,Jonathan Yu,STREET - AWD,1:43.930,WRX
40,62,Brian Blaine,TRACK MODIFIED - RWD,1:43.974,Rx7
41,65,zachary ross,STREET MODIFIED - FWD,1:43.984,GTI
42,105,Allen Skillicorn,STREET MODIFIED - RWD,1:44.203,Miata
