Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,13,William Au-Yeung,UNLIMITED - FWD,1:23.775,Civic SI
2,41,James Houghton,UNLIMITED - FWD,1:30.680,Integra
3,314,Michael Puglisi,TRACK MODIFIED - AWD,1:35.204,Evolution
4,501,Tony Marulanda,TRACK MODIFIED - RWD,1:35.317,135I
5,40,Chris Boersma,TRACK MODIFIED - FWD,1:35.718,Civic
6,30,Jeremy Swenson,TRACK MODIFIED - RWD,1:36.058,Corvette ZR1
7,283,Jess Moeding,TRACK MODIFIED - RWD,1:36.689,Corvette
8,122,Brad/Matt Yonkers/DeReus,STREET MODIFIED - RWD,1:37.885,M3
9,127,Mike Lee,TRACK MODIFIED - RWD,1:38.016,240sx
10,23,Shawn Krebsbach,STREET MODIFIED - AWD,1:38.633,Lancer evolution 9
11,325,Ben Aurich,UNLIMITED - RWD,1:39.077,Corvette
12,412,Sally McNulty,STREET MODIFIED - AWD,1:39.102,WRX
13,51,Joshua Orr,STREET - RWD,1:39.428,corvette
14,357,Dan Lewis,STREET MODIFIED - RWD,1:39.569,S2000
15,86,Jackie Ding,STREET - RWD,1:40.054,S2000
16,34,austin hertel,STREET - RWD,1:40.060,370z
17,69,Michael Pagano,STREET MODIFIED - RWD,1:40.126,330Ci
18,3,Ron Spear,STREET - RWD,1:40.148,Mustang GT
19,115,Darius Zajac,TRACK MODIFIED - RWD,1:40.183,Corvette
20,420,levi brown,TRACK MODIFIED - FWD,1:40.504,civic
21,22,Jeremy Boysen,TRACK MODIFIED - AWD,1:40.608,Preformante
22,17,Robert Dice,UNLIMITED - RWD,1:40.835,240sx
23,916,Savanna Little,UNLIMITED - RWD,1:41.508,350z
24,130,Brian Leazenby,STREET MODIFIED - RWD,1:41.579,Mustang
25,19,Nilesh Patel,STREET MODIFIED - AWD,1:41.616,EVO 9
26,38,Greg Maloy,UNLIMITED - FWD,1:42.071,CRX
27,135,Charlie Ensslin,UNLIMITED - RWD,1:42.236,Silvia
28,6,micheal aumick,STREET MODIFIED - AWD,1:42.264,STI
29,103,Chris Ballard,TRACK MODIFIED - RWD,1:42.298,S2000
30,29,Matthew Kokx,STREET MODIFIED - AWD,1:42.558,wrx
31,5,Luke McGrew,STREET - AWD,1:42.735,Sti
32,119,Tim Beek,STREET - RWD,1:43.056,ATS-V
33,460,Grant Walker,UNLIMITED - RWD,1:43.738,Miata
34,789,Daniel Mount,STREET MODIFIED - RWD,1:43.888,Cayman
35,312,Mikey Singhaseni,STREET MODIFIED - FWD,1:44.074,RSX Type S
36,70,Eric DeWitt,STREET - AWD,1:44.285,STI
37,146,Jonathan Yu,STREET - AWD,1:44.301,WRX
38,531,Evan Weider,STREET MODIFIED - FWD,1:44.474,Civic CX
39,777,Joshua Halka,STREET - AWD,1:44.759,Impreza WRX
40,688,Ryan Weddle,STREET - RWD,1:45.194,350Z
41,969,Shane Mitchell,STREET MODIFIED - AWD,1:45.207,Evolution
