Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,991,Jimmy Rauck,TRACK MODIFIED - RWD,1:29.809,911
2,460,Grant Walker,TRACK MODIFIED - RWD,1:30.088,MX-5 Miata
3,52,Nicholas Gardner,UNLIMITED - RWD,1:31.155,Mustang
4,314,Michael Puglisi,TRACK MODIFIED - AWD,1:31.247,Lancer
5,197,Kendall Samuel,TRACK MODIFIED - AWD,1:31.831,Impreza
6,6,Aumick Michael,STREET MODIFIED - AWD,1:32.023,Impreza
7,70,Eric (Dewey) DeWitt,STREET MODIFIED - AWD,1:32.201,Impreza
8,150,Alex Moss,STREET MODIFIED - RWD,1:32.359,S2000
9,79,Nicholas Kohrs,STREET MODIFIED - FWD,1:32.490,Civic
10,33,Chris Boersma,TRACK MODIFIED - FWD,1:32.603,Civic
11,65,Ben Lin,STREET - AWD,1:33.418,Lancer
12,350,Steve Luca,STREET GT - RWD,1:33.760,Mustang
13,114,Bronson Mcnemar,TRACK MODIFIED - RWD,1:33.816,MX-5 Miata
14,176,Cody Hunt,STREET GT - RWD,1:33.857,Corvette
15,62,Brian Blaine,TRACK MODIFIED - RWD,1:33.996,RX-7
16,206,Dalton Klein,TRACK MODIFIED - RWD,1:34.168,Corvette
17,34,Andy Voelkel,STREET GT - RWD,1:34.280,Corvette
18,63,Luca Barberis,STREET - AWD,1:34.447,Lancer
19,560,Jacob Besemer,STREET GT - RWD,1:34.504,Camaro
20,77,Alex Artayet,STREET GT - RWD,1:34.960,M3
21,327,Scott Knick,UNLIMITED - RWD,1:35.120,Corvette
22,333,Tony Barber,STREET - AWD,1:35.463,Model 3
23,628,Matt Simpkins,STREET MODIFIED - RWD,1:35.786,GR Supra
24,363,Michael Kubiak,STREET GT - RWD,1:35.797,Corvette
25,74,Grant Davidson,CLUB TR - FWD,1:35.810,Integra
26,35,Alex Westergaard,STREET MODIFIED - RWD,1:35.931,S2000
27,66,Ben Thorn,CLUB TR - FWD,1:35.978,Civic
28,533,Joseph Dale,STREET GT - RWD,1:36.849,M4
29,109,Dana Basinski,CLUB TR - RWD,1:36.859,BRZ
30,531,Evan Weider,CLUB TR - FWD,1:37.124,Civic
31,523,Mike Janssen,STREET MODIFIED - RWD,1:37.463,MX-5 Miata
32,514,Evan Mclaren,CLUB TR - FWD,1:37.596,Integra
33,878,John Silva,STREET MODIFIED - FWD,1:37.825,Civic Del Sol
34,511,Peter Granberg,CLUB TR - RWD,1:37.832,BRZ
35,470,Eddy Segal,STREET - FWD,1:38.099,Civic
36,44,Joel Phillips,TRACK MODIFIED - RWD,1:38.144,911
37,351,Michael Barnes,STREET GT - RWD,1:38.221,Mustang
38,627,Mario Mirone,CLUB TR - FWD,1:38.364,Civic
39,21,Teagan Thostenson,STREET - AWD,1:38.448,Impreza
40,12,Matthew Koval,CLUB TR - RWD,1:39.555,S2000
41,13,Jerami Bailey,CLUB TR - RWD,1:39.787,FR-S
42,742,Rico Valdez,STREET GT - RWD,1:39.936,Corvette
43,284,Ido Waksman,CLUB TR - RWD,1:40.129,128
44,736,Cody Smith,STREET MODIFIED - RWD,1:40.151,Cutlass
45,869,Kevin Vo,CLUB TR - RWD,1:40.152,FR-S
46,95,Darian Taggart,CLUB TR - RWD,1:40.414,S2000
47,330,Jeff Pinera,CLUB TR - FWD,1:41.022,CSX
48,762,Jon Shevel,UNLIMITED - RWD,1:41.716,MX-5 Miata
49,167,Taylor Allen,STREET GT - RWD,1:41.801,Corvette
50,199,Ian Flavin,CLUB TR - RWD,1:42.803,BRZ
51,320,Nathan Poulson,CLUB TR - RWD,1:43.105,BRZ
52,28,Knottfast Motorsports,CLUB TR - RWD,1:43.270,FR-S
53,747,John Butler,STREET MODIFIED - RWD,1:43.271,M3
54,444,Brian Smith,STREET MODIFIED - FWD,1:43.409,Golf GTI
55,517,Tim Lutz,STREET MODIFIED - RWD,1:43.552,Corvette
56,194,Michael Callaway,STREET - AWD,1:43.898,Impreza
57,510,Piero Pucci,CLUB TR - RWD,1:43.946,FR-S
58,519,Malindima Sampa,STREET - RWD,1:44.208,350Z
59,75,Jerome Cahuzac,STREET GT - RWD,1:44.464,M2
60,234,Brad Riemann,STREET - AWD,1:45.087,Focus
61,700,Tom Halka,STREET - AWD,1:45.212,Impreza
62,238,Garrett Gloceri,CLUB TR - RWD,1:45.248,RX-8
63,89,Brandon Hodge,STREET GT - RWD,1:45.431,GR Supra
64,117,Jared Garcia,STREET - AWD,1:45.907,IS 300
65,614,Eric Knerr,CLUB TR - RWD,1:46.928,MX-5 Miata
66,233,Dylan Rodgers,CLUB TR - RWD,1:50.270,MX-5 Miata
67,370,Sam Deuling,SUNDAE CUP - FWD,1:50.658,Fit
68,412,Joe Sabol,STREET - FWD,1:50.727,TSX
69,395,Michael-Ross Smith,SUNDAE CUP - FWD,1:51.547,Fit
70,594,Rory Lonergan,SUNDAE CUP - FWD,1:51.752,Fit
71,505,Bronson Furman,SUNDAE CUP - FWD,1:51.767,CRZ
72,92,Brad Smith,SUNDAE CUP - FWD,1:51.986,Fit
73,826,Jake Abbott,SUNDAE CUP - FWD,1:52.022,Fit
74,771,Aric STREETer,SUNDAE CUP - FWD,1:52.441,Cooper
75,8,Chris Wolf,SUNDAE CUP - FWD,1:53.785,Fit
76,301,Stewart Storm,SUNDAE CUP - FWD,1:54.146,Fit
77,801,Daniel Malloy,SUNDAE CUP - FWD,1:56.110,2
78,433,Bob Miller,SUNDAE CUP - FWD,1:56.245,RIO
79,909,Becky Burton,SUNDAE CUP - FWD,1:56.509,2
80,782,Kevin Gu,SUNDAE CUP - FWD,,Civic
81,310,Mike Coons,STREET - AWD,,Impreza
