Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,991,Jimmy Rauck,TRACK MODIFIED - RWD,1:29.205,911
2,52,Nicholas Gardner,UNLIMITED - RWD,1:30.949,Mustang
3,70,"Eric """"Dewey"""""" DeWitt""",STREET MODIFIED - AWD,1:32.259,Impreza
4,79,Nicholas Kohrs,STREET MODIFIED - FWD,1:32.297,Civic
5,150,Alex Moss,STREET MODIFIED - RWD,1:33.184,S2000
6,65,Ben Lin,STREET - AWD,1:33.883,Lancer
7,7,Joshua Halka,STREET - AWD,1:34.034,Impreza
8,350,Steve Luca,STREET GT - RWD,1:34.123,Mustang
9,14,Kal Fortner,STREET MODIFIED - RWD,1:34.268,GTS
10,776,Dallas Reed,UNLIMITED - RWD,1:34.297,RX-8
11,34,Andy Voelkel,STREET GT - RWD,1:34.886,Corvette
12,333,Tony Barber,STREET - AWD,1:35.043,Model 3
13,335,Chris Bickford,TRACK MODIFIED - RWD,1:35.215,Camaro
14,77,Alex Artayet,STREET GT - RWD,1:35.376,M3
15,114,Bronson Mcnemar,TRACK MODIFIED - RWD,1:35.541,MX-5 Miata
16,176,Cody Hunt,STREET GT - RWD,1:35.576,Corvette
17,74,Grant Davidson,CLUB TR - FWD,1:36.015,Integra
18,35,Alex Westergaard,STREET MODIFIED - RWD,1:36.137,S2000
19,66,Ben Thorn,CLUB TR - FWD,1:36.716,Civic
94,363,Michael Kubiak,STREET GT - RWD,1:36.879,Corvette
20,109,Dana Basinski,CLUB TR - RWD,1:36.966,BRZ
21,560,Jacob Besemer,STREET GT - RWD,1:37.081,Camaro
22,460,Grant Walker,TRACK MODIFIED - RWD,1:37.087,MX-5 Miata
23,89,Brandon Hodge,STREET GT - RWD,1:37.953,GR Supra
24,310,Mike Coons,STREET - AWD,1:38.091,Impreza
25,531,Evan Weider,CLUB TR - FWD,1:38.145,Civic
26,459,Brad Perkins,UNLIMITED - RWD,1:38.384,E46 M3
27,327,Scott Knick,UNLIMITED - RWD,1:38.470,Corvette
28,511,Peter Granberg,CLUB TR - RWD,1:38.575,BRZ
29,44,Joel Phillips,TRACK MODIFIED - RWD,1:38.634,911
30,627,Mario Mirone,CLUB TR - FWD,1:38.980,Civic
31,514,Evan Mclaren,CLUB TR - FWD,1:39.296,Integra
32,462,Connor Gallagher,STREET GT - AWD,1:39.434,GTR
33,628,Matt Simpkins,STREET MODIFIED - RWD,1:39.675,GR Supra
34,314,Michael Puglisi,TRACK MODIFIED - AWD,1:39.911,Lancer
35,533,Joseph Dale,STREET GT - RWD,1:39.962,M4
36,21,Teagan Thostenson,STREET - AWD,1:40.000,Impreza
37,12,Matthew Koval,CLUB TR - RWD,1:40.096,S2000
38,284,Ido Waksman,CLUB TR - RWD,1:40.345,128
39,470,Eddy Segal,STREET - FWD,1:40.421,Civic
40,167,Taylor Allen,STREET GT - RWD,1:40.994,Corvette
41,523,Mike Janssen,STREET MODIFIED - RWD,1:41.118,MX-5 Miata
42,869,Kevin Vo,CLUB TR - RWD,1:41.650,FR-S
43,736,Cody Smith,STREET MODIFIED - RWD,1:41.877,Cutlass
44,878,John Silva,STREET MODIFIED - FWD,1:41.885,Civic Del Sol
45,95,Darian Taggart,CLUB TR - RWD,1:41.994,S2000
46,351,Michael Barnes,STREET GT - RWD,1:42.218,Mustang
47,206,Dalton Klein,TRACK MODIFIED - RWD,1:42.256,Corvette
48,747,John Butler,STREET MODIFIED - RWD,1:42.691,M3
49,742,Rico Valdez,STREET GT - RWD,1:42.939,Corvette
50,28,Knottfast Motorsports,CLUB TR - RWD,1:43.071,FR-S
51,194,Michael Callaway,STREET - AWD,1:43.075,Impreza
52,13,Jerami Bailey,CLUB TR - RWD,1:43.787,FR-S
53,238,Garrett Gloceri,CLUB TR - RWD,1:43.952,RX-8
54,762,Jon Shevel,UNLIMITED - RWD,1:44.787,MX-5 Miata
55,199,Ian Flavin,CLUB TR - RWD,1:44.866,BRZ
56,320,Nathan Poulson,CLUB TR - RWD,1:45.559,BRZ
57,330,Jeff Pinera,CLUB TR - FWD,1:45.642,CSX
58,519,Malindima Sampa,STREET - RWD,1:46.351,350Z
59,117,Jared Garcia,STREET - AWD,1:46.419,IS 300
60,510,Piero Pucci,CLUB TR - RWD,1:47.841,FR-S
61,234,Brad Riemann,STREET - AWD,1:48.400,Focus
62,614,Eric Knerr,CLUB TR - RWD,1:48.754,MX-5 Miata
63,20,Arthur Dvortsen,CLUB TR - RWD,1:49.127,MX-5 Miata
64,336,Brayden Connolly,UNLIMITED - RWD,1:49.178,X19
65,129,Matt Williams,SUNDAE CUP - FWD,1:49.483,Fit
66,75,Jerome Cahuzac,STREET GT - RWD,1:50.279,M2
67,517,Tim Lutz,STREET MODIFIED - RWD,1:50.537,Corvette
68,130,Jim Smitholene,SUNDAE CUP - FWD,1:50.780,Fit
69,1,DJ Alessandrini,SUNDAE CUP - FWD,1:50.930,Fit
70,826,Jake Abbott,SUNDAE CUP - FWD,1:52.696,Fit
71,771,Aric STREETer,SUNDAE CUP - FWD,1:53.096,Cooper
72,716,Mike Mills,SUNDAE CUP - FWD,1:53.209,Fiesta
73,92,Brad Smith,SUNDAE CUP - FWD,1:53.469,Fit
74,395,Michael-Ross Smith,SUNDAE CUP - FWD,1:53.547,Fit
75,505,Bronson Furman,SUNDAE CUP - FWD,1:53.867,CRZ
76,782,Kevin Gu,SUNDAE CUP - FWD,1:54.229,Civic
77,139,Kevin Head,SUNDAE CUP - FWD,1:54.467,Fit
78,233,Dylan Rodgers,CLUB TR - RWD,1:54.535,MX-5 Miata
79,412,Joe Sabol,STREET - FWD,1:54.695,TSX
80,62,Brian Blaine,TRACK MODIFIED - RWD,1:54.903,RX-7
81,370,Sam Deuling,SUNDAE CUP - FWD,1:54.979,Fit
82,8,Chris Wolf,SUNDAE CUP - FWD,1:56.120,Fit
83,301,Stewart Storm,SUNDAE CUP - FWD,1:56.229,Fit
84,6,Aumick Michael,STREET MODIFIED - AWD,1:56.602,Impreza
85,725,Erik Voelkle,SUNDAE CUP - FWD,1:57.155,Fit
86,909,Becky Burton,SUNDAE CUP - FWD,1:58.420,2
87,801,Daniel Malloy,SUNDAE CUP - FWD,1:59.273,2
88,594,Rory Lonergan,SUNDAE CUP - FWD,2:00.684,Fit
89,42,Brandt Vircks,SUNDAE CUP - FWD,2:04.936,Civic
90,63,Luca Barberis,STREET - AWD,5:29.174,Lancer
91,296,James Houghton,UNLIMITED - AWD,,Evolution
92,197,Kendall Samuel,TRACK MODIFIED - AWD,,Impreza
93,700,Tom Halka,STREET - AWD,,Impreza
