Heat 7 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,327,Scott Knick,UNLIMITED - RWD,1:37.285,Corvette
2,66,Ben Thorn,CLUB TR - FWD,1:37.409,Civic
3,109,Dana Basinski,CLUB TR - RWD,1:37.549,BRZ
4,511,Peter Granberg,CLUB TR - RWD,1:38.621,BRZ
5,12,Matthew Koval,CLUB TR - RWD,1:39.389,S2000
6,77,Alex Artayet,STREET GT - RWD,1:39.396,M3
7,351,Michael Barnes,STREET GT - RWD,1:39.407,Mustang
8,284,Ido Waksman,CLUB TR - RWD,1:39.843,128
9,878,John Silva,STREET MODIFIED - FWD,1:39.923,Civic Del Sol
10,95,Darian Taggart,CLUB TR - RWD,1:40.289,S2000
11,742,Rico Valdez,STREET GT - RWD,1:40.290,Corvette
12,74,Grant Davidson,CLUB TR - FWD,1:40.532,Integra
13,514,Evan Mclaren,CLUB TR - FWD,1:40.694,Integra
14,13,Jerami Bailey,CLUB TR - RWD,1:40.864,FR-S
15,533,Joseph Dale,STREET GT - RWD,1:40.874,M4
16,736,Cody Smith,STREET MODIFIED - RWD,1:41.055,Cutlass
17,869,Kevin Vo,CLUB TR - RWD,1:41.334,FR-S
18,330,Jeff Pinera,CLUB TR - FWD,1:41.395,CSX
19,459,Brad Perkins,UNLIMITED - RWD,1:41.426,E46 M3
20,28,Knottfast Motorsports,CLUB TR - RWD,1:41.508,FR-S
21,310,Mike Coons,STREET - AWD,1:41.900,Impreza
22,167,Taylor Allen,STREET GT - RWD,1:42.559,Corvette
23,627,Mario Mirone,CLUB TR - FWD,1:42.614,Civic
24,234,Brad Riemann,STREET - AWD,1:43.411,Focus
25,7,Joshua Halka,STREET - AWD,1:43.525,Impreza
26,523,Mike Janssen,STREET MODIFIED - RWD,1:43.555,MX-5 Miata
27,519,Malindima Sampa,STREET - RWD,1:43.673,350Z
28,700,Tom Halka,STREET - AWD,1:43.795,Impreza
29,444,Brian Smith,STREET MODIFIED - FWD,1:44.038,Golf GTI
30,510,Piero Pucci,CLUB TR - RWD,1:44.106,FR-S
31,517,Tim Lutz,STREET MODIFIED - RWD,1:44.122,Corvette
32,75,Jerome Cahuzac,STREET GT - RWD,1:44.179,M2
33,65,Ben Lin,STREET - AWD,1:44.334,Lancer
34,470,Eddy Segal,STREET - FWD,1:44.582,Civic
35,238,Garrett Gloceri,CLUB TR - RWD,1:44.772,RX-8
36,21,Teagan Thostenson,STREET - AWD,1:47.742,Impreza
37,614,Eric Knerr,CLUB TR - RWD,1:49.486,MX-5 Miata
38,129,Matt Williams,SUNDAE CUP - FWD,1:49.556,Fit
39,233,Dylan Rodgers,CLUB TR - RWD,1:49.566,MX-5 Miata
40,130,Jim Smitholene,SUNDAE CUP - FWD,1:49.670,Fit
41,92,Brad Smith,SUNDAE CUP - FWD,1:49.684,Fit
42,826,Jake Abbott,SUNDAE CUP - FWD,1:50.047,Fit
43,412,Joe Sabol,STREET - FWD,1:50.235,TSX
44,771,Aric STREETer,SUNDAE CUP - FWD,1:50.745,Cooper
45,505,Bronson Furman,SUNDAE CUP - FWD,1:51.155,CRZ
46,370,Sam Deuling,SUNDAE CUP - FWD,1:51.620,Fit
47,782,Kevin Gu,SUNDAE CUP - FWD,1:51.765,Civic
48,594,Rory Lonergan,SUNDAE CUP - FWD,1:52.024,Fit
49,395,Michael-Ross Smith,SUNDAE CUP - FWD,1:52.197,Fit
50,716,Mike Mills,SUNDAE CUP - FWD,1:53.060,Fiesta
51,139,Kevin Head,SUNDAE CUP - FWD,1:53.995,Fit
52,8,Chris Wolf,SUNDAE CUP - FWD,1:55.015,Fit
53,197,Kendall Samuel,TRACK MODIFIED - AWD,1:55.416,Impreza
54,301,Stewart Storm,SUNDAE CUP - FWD,1:55.548,Fit
55,801,Daniel Malloy,SUNDAE CUP - FWD,1:57.329,2
56,909,Becky Burton,SUNDAE CUP - FWD,1:58.070,2
57,62,Brian Blaine,TRACK MODIFIED - RWD,2:01.006,RX-7
58,531,Evan Weider,CLUB TR - FWD,2:01.006,Civic
59,6,Aumick Michael,STREET MODIFIED - AWD,2:02.943,Impreza
60,86,Jackie Ding,STREET MODIFIED - RWD,2:04.455,Supra
61,320,Nathan Poulson,CLUB TR - RWD,,BRZ
62,44,Joel Phillips,TRACK MODIFIED - RWD,,911
