Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,14,Kal Fortner,STREET MODIFIED - RWD,2:14.293,GTS
2,1,DJ Alessandrini,SUNDAE CUP - FWD,2:22.678,Fit
3,130,Jim Smitholene,SUNDAE CUP - FWD,2:24.011,Fit
4,129,Matt Williams,SUNDAE CUP - FWD,2:25.263,Fit
5,7,Joshua Halka,STREET - AWD,2:26.195,Impreza
6,333,Tony Barber,STREET - AWD,2:29.166,Model 3
7,92,Brad Smith,SUNDAE CUP - FWD,2:37.514,Fit
8,716,Mike Mills,SUNDAE CUP - FWD,2:37.953,Fiesta
9,395,Michael-Ross Smith,SUNDAE CUP - FWD,2:37.994,Fit
10,511,Peter Granberg,CLUB TR - RWD,2:39.830,BRZ
11,77,Alex Artayet,STREET GT - RWD,2:40.413,M3
12,826,Jake Abbott,SUNDAE CUP - FWD,2:40.753,Fit
13,700,Tom Halka,STREET - AWD,2:46.329,Impreza
14,42,Brandt Vircks,SUNDAE CUP - FWD,2:46.850,Civic
15,594,Rory Lonergan,SUNDAE CUP - FWD,2:46.891,Fit
16,8,Chris Wolf,SUNDAE CUP - FWD,2:47.328,Fit
17,301,Stewart Storm,SUNDAE CUP - FWD,2:47.631,Fit
18,725,Erik Voelkle,SUNDAE CUP - FWD,2:48.117,Fit
19,444,Brian Smith,STREET MODIFIED - FWD,2:52.636,Golf GTI
20,736,Cody Smith,STREET MODIFIED - RWD,2:54.522,Cutlass
21,801,Daniel Malloy,SUNDAE CUP - FWD,10:27.624,2
22,95,Darian Taggart,CLUB TR - RWD,,S2000
23,296,James Houghton,UNLIMITED - AWD,,Evolution
24,75,Jerome Cahuzac,STREET GT - RWD,,M2
25,310,Mike Coons,STREET - AWD,,Impreza
26,909,Becky Burton,SUNDAE CUP - FWD,,2
27,65,Ben Lin,STREET - AWD,,Lancer
28,66,Ben Thorn,CLUB TR - FWD,,Civic
29,412,Joe Sabol,STREET - FWD,,TSX
30,79,Nicholas Kohrs,STREET MODIFIED - FWD,,Civic
31,533,Joseph Dale,STREET GT - RWD,,M4
32,510,Piero Pucci,CLUB TR - RWD,,FR-S
33,117,Jared Garcia,STREET - AWD,,IS 300
34,782,Kevin Gu,SUNDAE CUP - FWD,,Civic
35,505,Bronson Furman,SUNDAE CUP - FWD,,CRZ
