Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
73,505,Bronson Furman,SUNDAE CUP - FWD,1:52.230,CRZ
74,716,Mike Mills,SUNDAE CUP - FWD,1:52.257,Fiesta
75,771,Aric STREETer,SUNDAE CUP - FWD,1:52.478,Cooper
76,412,Joe Sabol,STREET - FWD,1:52.565,TSX
77,782,Kevin Gu,SUNDAE CUP - FWD,1:53.350,Civic
78,139,Kevin Head,SUNDAE CUP - FWD,1:53.779,Fit
79,301,Stewart Storm,SUNDAE CUP - FWD,1:53.890,Fit
80,8,Chris Wolf,SUNDAE CUP - FWD,1:56.240,Fit
81,909,Becky Burton,SUNDAE CUP - FWD,1:56.516,2
82,801,Daniel Malloy,SUNDAE CUP - FWD,1:56.554,2
83,725,Erik Voelkle,SUNDAE CUP - FWD,1:57.143,Fit
84,594,Rory Lonergan,SUNDAE CUP - FWD,1:57.361,Fit
85,42,Brandt Vircks,SUNDAE CUP - FWD,2:06.608,Civic
86,150,Alex Moss,STREET MODIFIED - RWD,9:43.556,S2000
87,514,Evan Mclaren,CLUB TR - FWD,,Integra
