Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartomy,UNLIMITED - RWD,1:23.509,Corvette
2,296,James Houghton,UNLIMITED - AWD,1:29.045,Evolution
3,776,Dallas Reed,UNLIMITED - RWD,1:29.434,RX-8
4,991,Jimmy Rauck,TRACK MODIFIED - RWD,1:30.446,911
5,460,Grant Walker,TRACK MODIFIED - RWD,1:30.536,MX-5 Miata
6,70,Eric - Dewey DeWitt,STREET MODIFIED - AWD,1:30.586,Impreza
7,52,Nicholas Gardner,UNLIMITED - RWD,1:31.407,Mustang
8,314,Michael Puglisi,TRACK MODIFIED - AWD,1:31.731,Lancer
9,150,Alex Moss,STREET MODIFIED - RWD,1:32.123,S2000
10,79,Nicholas Kohrs,STREET MODIFIED - FWD,1:32.562,Civic
11,14,Kal Fortner,STREET MODIFIED - RWD,1:32.619,GTS
12,65,Ben Lin,STREET - AWD,1:32.704,Lancer
13,7,Joshua Halka,STREET - AWD,1:33.493,Impreza
14,335,Chris Bickford,TRACK MODIFIED - RWD,1:33.567,Camaro
15,33,Chris Boersma,TRACK MODIFIED - FWD,1:33.576,Civic
16,6,Aumick Michael,STREET MODIFIED - AWD,1:33.948,Impreza
17,197,Kendall Samuel,TRACK MODIFIED - AWD,1:34.029,Impreza
18,176,Cody Hunt,STREET GT - RWD,1:34.262,Corvette
19,350,Steve Luca,STREET GT - RWD,1:34.497,Mustang
20,114,Bronson Mcnemar,TRACK MODIFIED - RWD,1:34.974,MX-5 Miata
21,77,Alex Artayet,STREET GT - RWD,1:35.059,M3
22,34,Andy Voelkel,STREET GT - RWD,1:35.105,Corvette
23,35,Alex Westergaard,STREET MODIFIED - RWD,1:35.114,S2000
24,333,Tony Barber,STREET - AWD,1:35.331,Model 3
25,89,Brandon Hodge,STREET GT - RWD,1:35.351,GR Supra
26,327,Scott Knick,UNLIMITED - RWD,1:35.520,Corvette
27,66,Ben Thorn,CLUB TR - FWD,1:35.690,Civic
28,363,Michael Kubiak,STREET GT - RWD,1:35.864,Corvette
29,74,Grant Davidson,CLUB TR - FWD,1:35.909,Integra
30,310,Mike Coons,STREET - AWD,1:36.152,Impreza
31,628,Matt Simpkins,STREET MODIFIED - RWD,1:36.270,GR Supra
32,560,Jacob Besemer,STREET GT - RWD,1:36.378,Camaro
33,531,Evan Weider,CLUB TR - FWD,1:36.521,Civic
34,109,Dana Basinski,CLUB TR - RWD,1:36.699,BRZ
35,206,Dalton Klein,TRACK MODIFIED - RWD,1:36.788,Corvette
36,533,Joseph Dale,STREET GT - RWD,1:37.099,M4
37,878,John Silva,STREET MODIFIED - FWD,1:37.118,Civic Del Sol
38,62,Brian Blaine,TRACK MODIFIED - RWD,1:37.191,RX-7
39,462,Connor Gallagher,STREET GT - AWD,1:37.446,GTR
40,627,Mario Mirone,CLUB TR - FWD,1:37.528,Civic
41,514,Evan Mclaren,CLUB TR - FWD,1:38.314,Integra
42,21,Teagan Thostenson,STREET - AWD,1:38.328,Impreza
