Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,45,Paul Curley,TRACK MODIFIED - RWD,1:31.743,Corvette
2,5,Luke McGrew,TRACK MODIFIED - RWD,1:32.755,Viper ACR
3,77,Alex Artayet,STREET MODIFIED - AWD,1:36.496,WRX STI
4,61,David Kramar,TRACK MODIFIED - RWD,1:37.098,Camaro Z01
5,69,James Forbis,STREET MODIFIED - RWD,1:37.137,Corvette Z06
6,22,Jeremy Boysen,STREET MODIFIED - RWD,1:37.408,GT4
7,130,Coby Shield,STREET GT - RWD,1:37.853,Camaro
8,28,Peter Zhang,STREET MODIFIED - AWD,1:38.115,WRX
9,715,Blue By You Racing,STREET MODIFIED - RWD,1:38.778,Mustang Boss 302
10,18,Drew Turner,STREET MODIFIED - RWD,1:39.592,s2000
11,777,Joshua Halka,STREET - AWD,1:40.010,WRX
12,7,Scott Merker,ROADSTER MODIFIED - RWD,1:40.130,MX-5
13,714,Blue By You Racing,UNLIMITED - RWD,1:40.840,Mustang
14,59,Justin Crenshaw,TRACK MODIFIED - FWD,1:41.097,xA
15,159,Joshua Rubenstein,ROADSTER MODIFIED - RWD,1:41.213,Miata
16,101,Craig Krzywicki,TRACK MODIFIED - RWD,1:41.296,Brz
17,36,Ben Mich,STREET MODIFIED - RWD,1:42.205,RX-7
18,60,Mark Brylo,STREET - AWD,1:42.336,Lancer Evolution
19,37,Ivan Adamiec,STREET MODIFIED - AWD,1:42.535,90
20,404,Donald TsunMin Lui,STREET - RWD,1:43.428,frs
21,999,Elias Espinal,STREET - FWD,1:43.624,Civic Type R
22,24,Les Epps,STREET - FWD,1:43.967,Teggy
23,25,Cote Taylor,STREET - RWD,1:44.697,Rx8
24,20,Erik Meadows,TRACK MODIFIED - RWD,1:45.183,Miata
25,621,Troy Mass,STREET - RWD,1:45.425,BRZ
26,213,Karl Hertel,TRACK MODIFIED - FWD,1:45.443,Odyssey
27,42,Ben Bulthuis,TRACK MODIFIED - FWD,1:45.745,CRX
28,343,Matt Thompson,STREET - FWD,1:46.294,Civic
29,81,Benjamin Marouski,STREET - FWD,1:46.800,Cooper
30,117,Nishanth Samala,STREET - RWD,1:47.353,BRZ
31,17,Orlando Figueroa,Track Modified - RWD,1:47.376,S2000
32,102,emil blanco,STREET - RWD,1:47.520,fr-s
33,134,David Albrecht,STREET - RWD,1:47.539,RX-8
34,4,Michael Thoma,TRACK MODIFIED - FWD,1:49.068,Celica
35,121,Joseph King,STREET - FWD,1:49.369,Festiva
36,80,William Shelter,STREET GT - RWD,1:53.002,Mustang GT
37,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,1:53.410,Fit
38,142,David Strout,STREET - RWD,1:58.043,BRZ
