Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,5,Luke McGrew,TRACK MODIFIED - RWD,1:33.661,Viper ACR
2,45,Paul Curley,TRACK MODIFIED - RWD,1:34.914,Corvette
3,77,Alex Artayet,STREET MODIFIED - AWD,1:37.513,WRX STI
4,69,James Forbis,STREET MODIFIED - RWD,1:39.012,Corvette Z06
5,61,David Kramar,TRACK MODIFIED - RWD,1:39.160,Camaro Z01
6,28,Peter Zhang,STREET MODIFIED - AWD,1:39.659,WRX
7,130,Coby Shield,STREET GT - RWD,1:39.749,Camaro
8,22,Jeremy Boysen,STREET MODIFIED - RWD,1:39.783,GT4
9,714,Blue By You Racing,UNLIMITED - RWD,1:41.183,Mustang
10,59,Justin Crenshaw,TRACK MODIFIED - FWD,1:41.640,xA
11,715,Blue By You Racing,STREET MODIFIED - RWD,1:41.813,Mustang Boss 302
12,159,Joshua Rubenstein,ROADSTER MODIFIED - RWD,1:41.821,Miata
13,101,Craig Krzywicki,TRACK MODIFIED - RWD,1:42.282,Brz
14,169,Angel Roman,STREET MODIFIED - AWD,1:43.056,WRX STI
15,18,Drew Turner,STREET MODIFIED - RWD,1:43.159,s2000
16,60,Mark Brylo,STREET - AWD,1:43.404,Lancer Evolution
17,777,Joshua Halka,STREET - AWD,1:43.716,WRX
18,404,Donald TsunMin Lui,STREET - RWD,1:43.817,frs
19,7,Scott Merker,ROADSTER MODIFIED - RWD,1:45.233,MX-5
20,37,Ivan Adamiec,STREET MODIFIED - AWD,1:45.407,90
21,36,Ben Mich,STREET MODIFIED - RWD,1:45.590,RX-7
22,24,Les Epps,STREET - FWD,1:46.031,Teggy
23,999,Elias Espinal,STREET - FWD,1:46.537,Civic Type R
24,25,Cote Taylor,STREET - RWD,1:47.005,Rx8
25,213,Karl Hertel,TRACK MODIFIED - FWD,1:47.327,Odyssey
26,343,Matt Thompson,STREET - FWD,1:47.531,Civic
27,81,Benjamin Marouski,STREET - FWD,1:48.365,Cooper
28,621,Troy Mass,STREET - RWD,1:48.648,BRZ
29,117,Nishanth Samala,STREET - RWD,1:48.692,BRZ
30,42,Ben Bulthuis,TRACK MODIFIED - FWD,1:48.766,CRX
31,20,Erik Meadows,TRACK MODIFIED - RWD,1:49.013,Miata
32,102,emil blanco,STREET - RWD,1:49.630,fr-s
33,121,Joseph King,STREET - FWD,1:50.331,Festiva
34,17,Orlando Figueroa,Track Modified - RWD,1:50.377,S2000
35,134,David Albrecht,STREET - RWD,1:50.501,RX-8
36,4,Michael Thoma,TRACK MODIFIED - FWD,1:50.607,Celica
37,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,1:55.639,Fit
38,80,William Shelter,STREET GT - RWD,1:55.814,Mustang GT
39,142,David Strout,STREET - RWD,2:02.126,BRZ
