Heat 8 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,714,Blue By You Racing,UNLIMITED - RWD,1:35.007,Mustang
2,61,David Kramar,TRACK MODIFIED - RWD,1:35.600,Camaro ZL1
3,130,Coby Shield,STREET GT - RWD,1:35.848,Camaro
4,715,Blue By You Racing,STREET MODIFIED - RWD,1:38.398,Mustang Boss 302
5,101,Craig Krzywicki,TRACK MODIFIED - RWD,1:39.476,Brz
6,60,Mark Brylo,STREET - AWD,1:39.784,Lancer Evolution
7,7,Scott Merker,ROADSTER MODIFIED - RWD,1:39.822,MX-5
8,159,Joshua Rubenstein,ROADSTER MODIFIED - RWD,1:40.388,Miata
9,404,Donald TsunMin Lui,STREET - RWD,1:40.705,frs
10,59,Justin Crenshaw,TRACK MODIFIED - FWD,1:41.117,xA
11,169,Angel Roman,STREET MODIFIED - AWD,1:41.848,WRX STI
12,37,Ivan Adamiec,STREET MODIFIED - AWD,1:42.101,90
13,102,emil blanco,STREET - RWD,1:44.145,fr-s
14,25,Cote Taylor,STREET - RWD,1:44.215,Rx8
15,42,Ben Bulthuis,TRACK MODIFIED - FWD,1:44.483,CRX
16,20,Erik Meadows,TRACK MODIFIED - RWD,1:44.500,Miata
17,117,Nishanth Samala,STREET - RWD,1:46.065,BRZ
18,121,Joseph King,STREET - FWD,1:47.806,Festiva
19,80,William Shelter,STREET GT - RWD,1:51.661,Mustang GT
