Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,45,Paul Curley,TRACK MODIFIED - RWD,1:31.548,Corvette
2,5,Luke McGrew,TRACK MODIFIED - RWD,1:32.400,Viper ACR
3,69,James Forbis,STREET MODIFIED - RWD,1:36.330,Corvette Z06
4,77,Alex Artayet,STREET MODIFIED - AWD,1:36.629,WRX STI
5,715,Blue By You Racing,STREET MODIFIED - RWD,1:36.868,Mustang Boss 302
6,714,Blue By You Racing,UNLIMITED - RWD,1:37.197,Mustang
7,22,Jeremy Boysen,STREET MODIFIED - RWD,1:37.397,GT4
8,130,Coby Shield,STREET GT - RWD,1:37.581,Camaro
9,61,David Kramar,TRACK MODIFIED - RWD,1:37.842,Camaro ZL1
10,777,Joshua Halka,STREET - AWD,1:38.931,WRX
11,18,Drew Turner,STREET MODIFIED - RWD,1:39.663,s2000
12,7,Scott Merker,ROADSTER MODIFIED - RWD,1:39.723,MX-5
13,36,Ben Mich,STREET MODIFIED - RWD,1:40.326,RX-7
14,59,Justin Crenshaw,TRACK MODIFIED - FWD,1:40.637,xA
15,60,Mark Brylo,STREET - AWD,1:40.962,Lancer Evolution
16,101,Craig Krzywicki,TRACK MODIFIED - RWD,1:41.361,Brz
17,159,Joshua Rubenstein,ROADSTER MODIFIED - RWD,1:41.508,Miata
18,37,Ivan Adamiec,STREET MODIFIED - AWD,1:42.187,90
19,24,Les Epps,STREET - FWD,1:42.937,Teggy
20,404,Donald TsunMin Lui,STREET - RWD,1:43.375,frs
21,42,Ben Bulthuis,TRACK MODIFIED - FWD,1:43.490,CRX
22,213,Karl Hertel,TRACK MODIFIED - FWD,1:45.144,Odyssey
23,20,Erik Meadows,TRACK MODIFIED - RWD,1:45.248,Miata
24,25,Cote Taylor,STREET - RWD,1:45.433,Rx8
25,343,Matt Thompson,STREET - FWD,1:45.435,Civic
26,621,Troy Mass,STREET - RWD,1:45.497,BRZ
27,102,emil blanco,STREET - RWD,1:45.772,fr-s
28,81,Benjamin Marouski,STREET - FWD,1:45.907,Cooper
29,17,Orlando Figueroa,TRACK MODIFIED - RWD,1:47.310,S2000
30,134,David Albrecht,STREET - RWD,1:47.335,RX-8
31,4,Michael Thoma,TRACK MODIFIED - FWD,1:48.128,Celica
32,121,Joseph King,STREET - FWD,1:48.774,Festiva
33,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,1:51.330,Fit
34,80,William Shelter,STREET GT - RWD,1:51.627,Mustang GT
35,142,David Strout,STREET - RWD,1:54.785,BRZ
36,28,Peter Zhang,STREET MODIFIED - AWD,,WRX
