Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,5,Luke McGrew,TRACK MODIFIED - RWD,1:32.026,Viper ACR
2,130,Coby Shield,STREET GT - RWD,1:36.686,Camaro
3,777,Joshua Halka,STREET - AWD,1:37.303,WRX
4,77,Alex Artayet,STREET MODIFIED - AWD,1:37.594,WRX STI
5,61,David Kramar,TRACK MODIFIED - RWD,1:39.267,Camaro ZL1
6,18,Drew Turner,STREET MODIFIED - RWD,1:39.723,s2000
7,60,Mark Brylo,STREET - AWD,1:40.524,Lancer Evolution
8,59,Justin Crenshaw,TRACK MODIFIED - FWD,1:41.145,xA
9,404,Donald TsunMin Lui,STREET - RWD,1:41.170,frs
10,7,Scott Merker,ROADSTER MODIFIED - RWD,1:41.461,MX-5
11,159,Joshua Rubenstein,ROADSTER MODIFIED - RWD,1:41.464,Miata
12,101,Craig Krzywicki,TRACK MODIFIED - RWD,1:41.894,Brz
13,621,Troy Mass,STREET - RWD,1:43.156,BRZ
14,102,emil blanco,STREET - RWD,1:43.540,fr-s
15,37,Ivan Adamiec,STREET MODIFIED - AWD,1:43.600,90
16,20,Erik Meadows,TRACK MODIFIED - RWD,1:44.272,Miata
17,169,Angel Roman,STREET MODIFIED - AWD,1:44.476,WRX STI
18,134,David Albrecht,STREET - RWD,1:45.324,RX-8
19,213,Karl Hertel,TRACK MODIFIED - FWD,1:45.379,Odyssey
20,42,Ben Bulthuis,TRACK MODIFIED - FWD,1:45.666,CRX
21,17,Orlando Figueroa,TRACK MODIFIED - RWD,1:46.367,S2000
22,25,Cote Taylor,STREET - RWD,1:46.532,Rx8
23,81,Benjamin Marouski,STREET - FWD,1:47.595,Cooper
24,117,Nishanth Samala,STREET - RWD,1:48.182,BRZ
25,121,Joseph King,STREET - FWD,1:48.183,Festiva
26,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,1:52.071,Fit
27,80,William Shelter,STREET GT - RWD,1:55.628,Mustang GT
28,714,Blue By You Racing,UNLIMITED - RWD,,Mustang
