Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,6,Micheal Aumick,STREET MODIFIED - AWD,1:39.686,STI
2,122,Brad/Matt Yonkers/DeReus,STREET MODIFIED - RWD,1:42.328,M3
3,162,Joel Morrison,TRACK MODIFIED - RWD,1:43.342,S2000
4,315,Micaiah Hackbarth,TRACK MODIFIED - AWD,1:43.356,TTRS
5,23,Shawn Krebsbach,STREET MODIFIED - AWD,1:43.662,Lancer evolution 9
6,5,McTeam McTeam,STREET MODIFIED - AWD,1:43.795,Sti
7,51,Joshua Orr,STREET - RWD,1:44.204,corvette
8,145,Shilun Wu,STREET MODIFIED - RWD,1:44.577,Mustang
9,179,Derek Boyd,UNLIMITED - AWD,1:44.839,Evo 10
10,34,austin hertel,STREET - RWD,1:45.147,370z
11,302,Alex Moss,STREET MODIFIED - RWD,1:45.166,S2000
12,86,Jackie Ding,STREET - RWD,1:45.531,S2000
13,28,Peter Zhang,STREET MODIFIED - AWD,1:45.778,WRX
14,777,Joshua Halka,STREET - AWD,1:45.896,Impreza WRX
15,55,Charles Miller,STREET - AWD,1:46.213,Evo IX
16,940,Stephen Barnes,STREET MODIFIED - AWD,1:46.506,Wrx
17,70,Eric DeWitt,STREET - AWD,1:46.594,STI
18,29,Matthew Kokx,STREET MODIFIED - AWD,1:46.620,wrx
19,57,Tony Desero,TRACK MODIFIED - RWD,1:46.720,M3
20,74,Chris Neuman,STREET - RWD,1:46.774,M3
21,12,Andrew Sonnevil,STREET MODIFIED - RWD,1:46.954,Miata
22,424,Michael Norman,TRACK MODIFIED - AWD,1:47.055,STi Hatch
23,330,Vladimir Skirda,STREET MODIFIED - AWD,1:47.096,STi
24,17,Robert Dice,UNLIMITED - RWD,1:47.668,240sx
25,3,Ron Spear,STREET - RWD,1:47.717,Mustang GT
26,42,Blake Cameron,STREET - AWD,1:48.018,Sti
27,944,Vito Jin,STREET - RWD,1:48.120,M3
28,60,David Calzada,UNLIMITED - RWD,1:48.490,Miata
29,146,Jonathan Yu,STREET - AWD,1:48.700,WRX
30,460,Grant Walker,UNLIMITED - RWD,1:49.330,Miata
31,314,Michael Puglisi,TRACK MODIFIED - AWD,1:49.864,Evolution
32,95,Fiona Lou,STREET - RWD,1:50.264,M3
33,555,Joseph Mielke,STREET - AWD,1:51.187,STi
34,150,Anthony Leclerc,STREET - RWD,1:51.237,4C
35,357,Dan Lewis,STREET MODIFIED - RWD,1:52.820,S2000
36,151,David McCallister,TRACK MODIFIED - AWD,1:53.277,Evo IX
37,304,Erickson Alano,STREET MODIFIED - RWD,1:53.391,BRZ
38,621,Troy Mass,STREET - RWD,1:53.686,BRZ
39,65,zachary ross,STREET MODIFIED - FWD,1:54.781,GTI
40,117,Chris Law,STREET MODIFIED - RWD,1:54.863,Miata
41,202,Max Schrager,STREET - AWD,1:55.094,WRX STi
42,214,Benjamin Skidmore,STREET - RWD,1:55.495,350z
43,417,Ronnie Soliman,TRACK MODIFIED - AWD,1:56.132,M3
44,89,James Kelly,STREET - RWD,1:56.552,BRZ
45,48,Torry Skurski,TRACK MODIFIED - FWD,1:57.434,Juke
46,268,Kaval Vilkhu,STREET MODIFIED - FWD,1:59.255,Civic
47,666,Trentyn Meister,TRACK MODIFIED - FWD,1:59.315,Civic
48,311,Steve Ohanessian,STREET - RWD,1:59.833,S2000
49,111,Julian Mancuso,STREET MODIFIED - RWD,1:59.972,FRS
50,531,Evan Weider,STREET MODIFIED - FWD,2:02.329,Civic CX
51,44,Joel Phillips,TRACK MODIFIED - RWD,2:02.982,Miata
52,333,Christopher Tuttell,STREET MODIFIED - AWD,2:04.825,Evo RS
53,24,Les Epps,STREET - FWD,2:05.742,Teggy
54,306,Jan Wildner,STREET MODIFIED - RWD,2:07.955,Silvia
55,32,Mark Bucheit,SPEC FIT -,2:11.447,Fit
56,259,Nathan Park,STREET MODIFIED - AWD,,Lancer Evo
57,197,Kendall Samuel,UNLIMITED - AWD,,Impreza
58,102,Luigi Montanez,TRACK MODIFIED - FWD,,Integra
59,337,Loveland Cody,EXHIBITION - FWD,,Civic
