Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,41,James Houghton,UNLIMITED - FWD,1:33.103,Integra
2,771,Dan Odonnell,UNLIMITED - AWD,1:36.909,EVO
3,222,Kevin Wesley,UNLIMITED - RWD,1:38.448,Challenger
4,314,Michael Puglisi,TRACK MODIFIED - AWD,1:39.347,Evolution
5,60,David Calzada,STREET MODIFIED - RWD,1:39.466,Miata
6,40,Chris Boersma,TRACK MODIFIED - FWD,1:40.156,Civic
7,333,Christopher Tuttell,STREET MODIFIED - AWD,1:40.190,Evo RS
8,122,Brad/Matt Yonkers/DeReus,STREET MODIFIED - RWD,1:40.243,M3
9,6,Micheal Aumick,STREET MODIFIED - AWD,1:40.442,STI
10,283,Jess Moeding,TRACK MODIFIED - RWD,1:40.602,Corvette
11,46,Nikolai Delov,STREET MODIFIED - RWD,1:40.610,M3-C
12,30,Jeremy Swenson,TRACK MODIFIED - RWD,1:41.136,Corvette ZR1
13,34,austin hertel,STREET - RWD,1:41.318,370z
14,3,Ron Spear,STREET - RWD,1:41.565,Mustang GT
15,23,Shawn Krebsbach,STREET MODIFIED - AWD,1:41.702,Lancer evolution 9
16,5,McTeam McTeam,STREET MODIFIED - AWD,1:41.711,Sti
17,57,Tony Desero,TRACK MODIFIED - RWD,1:41.752,M3
18,86,Jackie Ding,STREET - RWD,1:41.776,S2000
19,315,Micaiah Hackbarth,TRACK MODIFIED - AWD,1:41.959,TTRS
20,55,Charles Miller,STREET - AWD,1:42.042,Evo IX
21,51,Joshua Orr,STREET - RWD,1:42.396,corvette
22,123,Christopher Bickford,STREET - RWD,1:43.061,Corvette
23,70,Eric DeWitt,STREET - AWD,1:43.100,STI
24,17,Robert Dice,UNLIMITED - RWD,1:43.577,240sx
25,357,Dan Lewis,STREET MODIFIED - RWD,1:43.859,S2000
26,940,Stephen Barnes,STREET MODIFIED - AWD,1:44.209,Wrx
27,145,Shilun Wu,STREET MODIFIED - RWD,1:44.403,Mustang
28,302,Alex Moss,STREET MODIFIED - RWD,1:44.439,S2000
29,103,Chris Ballard,TRACK MODIFIED - RWD,1:44.634,S2000
30,777,Joshua Halka,STREET - AWD,1:44.838,Impreza WRX
31,28,Peter Zhang,STREET MODIFIED - AWD,1:44.919,WRX
32,150,Anthony Leclerc,STREET - RWD,1:45.084,4C
33,330,Vladimir Skirda,STREET MODIFIED - AWD,1:45.236,STi
34,65,zachary ross,STREET MODIFIED - FWD,1:45.416,GTI
35,29,Matthew Kokx,STREET MODIFIED - AWD,1:45.626,wrx
36,74,Chris Neuman,STREET - RWD,1:45.761,M3
37,944,Vito Jin,STREET - RWD,1:45.805,M3
38,322,Jeremy Boysen,TRACK MODIFIED - RWD,1:46.021,GT3
39,420,levi brown,TRACK MODIFIED - FWD,1:46.165,civic
40,95,Fiona Lou,STREET - RWD,1:46.245,M3
41,12,Andrew Sonnevil,STREET MODIFIED - RWD,1:46.406,Miata
42,555,Joseph Mielke,STREET - AWD,1:47.936,STi
43,151,David McCallister,TRACK MODIFIED - AWD,1:48.128,Evo IX
44,424,Michael Norman,TRACK MODIFIED - AWD,1:48.381,STi Hatch
45,666,Trentyn Meister,TRACK MODIFIED - FWD,1:48.711,Civic
46,135,Charlie Ensslin,UNLIMITED - RWD,1:48.720,Silvia
47,113,Justin Lowhorn,STREET MODIFIED - AWD,1:48.878,Evolution
48,162,Joel Morrison,TRACK MODIFIED - RWD,1:49.943,S2000
49,42,Blake Cameron,STREET - AWD,1:50.375,Sti
50,171,Aric Streeter,UNLIMITED - RWD,1:50.590,7
51,117,Chris Law,STREET MODIFIED - RWD,1:50.709,Miata
52,24,Les Epps,STREET - FWD,1:51.148,Teggy
53,390,Yo Keutla,STREET - RWD,1:51.471,Cayman
54,202,Max Schrager,STREET - AWD,1:51.579,WRX STi
55,615,Darby Barber,STREET MODIFIED - RWD,1:51.638,miata
56,304,Erickson Alano,STREET MODIFIED - RWD,1:52.088,BRZ
57,89,James Kelly,STREET - RWD,1:52.538,BRZ
58,97,Ryan McGriff,STREET - RWD,1:52.908,135i
59,621,Troy Mass,STREET - RWD,1:53.547,BRZ
60,214,Benjamin Skidmore,STREET - RWD,1:53.686,350z
61,417,Ronnie Soliman,TRACK MODIFIED - AWD,1:53.709,M3
62,111,Julian Mancuso,STREET MODIFIED - RWD,1:53.884,FRS
63,259,Nathan Park,STREET MODIFIED - AWD,1:55.554,Lancer Evo
64,48,Torry Skurski,TRACK MODIFIED - FWD,1:57.800,Juke
65,146,Jonathan Yu,STREET - AWD,1:58.193,WRX
66,129,Matt Williams,SPEC FIT - FWD,1:58.812,Fit
67,311,Steve Ohanessian,STREET - RWD,1:59.704,S2000
68,825,Ashar Chaudhary,SPEC FIT -,2:01.519,Fit
69,413,Sally McNulty,SPEC FIT -,2:01.645,Fit
70,531,Evan Weider,STREET MODIFIED - FWD,2:02.955,Civic CX
71,306,Jan Wildner,STREET MODIFIED - RWD,2:03.614,Silvia
72,32,Mark Bucheit,SPEC FIT -,2:07.038,Fit
73,527,Byron Tsokolas,STREET - RWD,2:07.063,BRZ
74,44,Joel Phillips,TRACK MODIFIED - RWD,2:27.304,Miata
75,179,Derek Boyd,UNLIMITED - AWD,2:30.793,Evo 10
76,102,Luigi Montanez,TRACK MODIFIED - FWD,2:40.322,Integra
77,22,Jeremy Boysen,UNLIMITED - RWD,2:45.400,FRS
78,197,Kendall Samuel,UNLIMITED - AWD,,Impreza
79,81,Benjamin Marouski,STREET MODIFIED - FWD,,Cooper S
80,268,Kaval Vilkhu,STREET MODIFIED - FWD,,Civic
