GLTC Race 1 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,272,Larry Moore,GLTC - RWD,1:29.718,2,9,,25
2,224,Michael Hillo,GLTC - RWD,1:29.449,2,9,0.37,21
3,469,Oscar Jackson,GLTC - RWD,1:30.162,5,9,1.262,18
4,440,Daniel Giraldo,GLTC - RWD,1:30.524,2,9,7.223,16
5,94,Jonathan Lugod,GLTC - FWD,1:30.339,4,9,0.031,15
6,401,Nikita Rushmano,GLTC - RWD,1:32.664,3,9,17.439,14
7,207,Adam Wood,GLTC - AWD,1:31.435,9,9,0.153,13
8,20,George Koustoumbardis,GLTC - RWD,1:32.297,3,9,3.091,12
9,806,Adam Bao,GLTC - FWD,1:34.061,4,9,13.548,11
