GLTC Race 1 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,484,Matan Rosenberg,GLTC - RWD,1:39.595,5,5,,25
2,90,Matt Waldbaum,GLTC - RWD,1:39.614,2,5,2.235,21
3,17,Tony Marchev,GLTC - RWD,1:39.714,3,5,1.279,18
4,73,Jason Saini,GLTC - RWD,1:39.679,3,5,0.312,16
5,212,Andy Smedegard,GLTC - RWD,1:40.782,2,5,7.140,15
6,166,Ben Thorn,GLTC - FWD,1:40.682,2,5,0.108,14
7,224,Michael Hillo,GLTC - RWD,1:41.000,3,5,3.992,13
8,184,Eric Jensen,GLTC - RWD,1:41.322,3,5,0.063,12
9,272,Larry Moore,GLTC - RWD,1:40.888,4,5,0.213,11
10,911,Julio Crispin,GLTC - RWD,1:42.027,5,5,4.190,10
11,320,Eddie Nakato,GLTC - RWD,1:42.169,3,5,0.757,9
12,527,Jackson Jensen,GLTC - RWD,1:42.463,3,5,0.848,8
13,11,Alex Audi,GLTC - RWD,1:42.256,3,5,0.498,7
14,47,Justin Ross,GLTC - RWD,1:42.131,2,5,1.193,6
15,246,Oscar Jackson,GLTC - RWD,1:41.632,3,5,0.523,5
16,410,Shukla Salil,GLTC - RWD,1:42.435,4,5,0.243,4
17,173,Anthony Domenici,GLTC - RWD,1:43.200,4,5,5.555,3
18,40,Jeremy Boysen,GLTC - FWD,1:41.796,3,5,0.209,2
19,87,Nicholas Stentiford,GLTC - RWD,1:43.739,4,5,1.042,1
20,20,George Koustoumbardis,GLTC - RWD,1:43.568,4,5,0.945,0
21,144,Vytis Aranauskas,GLTC - RWD,1:42.195,3,5,0.122,0
22,145,Alexander Tarradellesnewell,GLTC - FWD,1:44.324,5,5,5.633,0
23,888,Dai Nguyen,GLTC - RWD,1:44.169,5,5,0.540,0
24,128,John Borchelt,GLTC - RWD,1:44.280,4,5,3.052,0
25,117,Rob Fuller,GLTC - RWD,1:44.116,3,5,0.778,0
26,333,Fiona Lou,GLTC - RWD,1:44.893,3,5,1.234,0
27,29,Jerick Javier,GLTC - RWD,1:44.291,5,5,0.059,0
28,806,Adam Bao,GLTC - FWD,1:44.053,5,5,1.136,0
29,28,Peter Zhang,GLTC - RWD,1:43.703,5,5,0.609,0
30,104,Ben Lin,GLTC - RWD,1:46.694,3,5,8.555,0
31,353,Mark Sadang,GLTC - FWD,1:47.380,2,5,11.673,0
32,207,Adam Wood,GLTC - AWD,1:42.936,3,4,1 Lap,0
33,51,David Rudzinski,GLTC - RWD,1:51.375,3,3,1 Lap,0
34,149,Jonathan Lugod,GLTC - RWD,1:57.652,1,1,2 Laps,0
