Qualifying 3 Results - All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,78,Andrew Zhang,CLUB TR - RWD,2:08.304,S2000
2,880,Dead Boiz,CLUB TR - RWD,2:08.613,FR-S
3,580,Junar Gwinn,CLUB TR - FWD,2:09.106,Civic
4,186,Trip Walker,CLUB TR - RWD,2:09.942,FR-S
5,166,Justin Wingfield,CLUB TR - RWD,2:11.048,BRZ
6,48,Jordan Spangler,CLUB TR - FWD,2:11.142,RSX
7,411,Marshal Moore,CLUB TR - RWD,2:12.759,GR86
8,704,Bryan Meyers,CLUB TR - FWD,2:15.431,Civic
9,28,Knottfast Motorsports,CLUB TR - RWD,2:17.380,FRS
10,322,Justin Okamoto,CLUB TR - RWD,2:22.973,318i
1,777,Josh Halka,STREET - AWD,1:53.845,WRX
2,275,Patrick Daugherty,STREET - FWD,2:04.321,Civic Type R
3,7,Thomas Halka,STREET - AWD,2:10.019,Impreza Awd
4,138,David Bruner,STREET - RWD,2:11.120,350z
5,320,Ryan Schabel,STREET - RWD,2:14.546,BRZ
1,799,Ruben Lopez,STREET GT - RWD,1:56.247,GR Supra
2,110,William Gravely,STREET GT - RWD,1:59.126,911
3,2,Connor Gallagher,STREET GT - RWD,1:59.419,GTR
4,311,Berk Cerci,STREET GT - RWD,2:00.712,Mustang
5,131,Lisa Keyes,STREET GT - RWD,2:01.747,Cayman GTS
6,90,Michael Kitchens,STREET GT - RWD,2:03.011,GR Supra
7,65,Michael Calamaras,STREET GT - RWD,2:03.245,M3
8,302,Scott McMurry,STREET GT - RWD,2:04.111,McMurry
9,75,Jerome Cahuzac,STREET GT - RWD,2:07.194,M2
10,40,Ben Bulthuis,STREET GT - RWD,2:07.954,GR Supra
11,373,Benjamin Smolen,STREET GT - RWD,2:32.655,Mustang
12,89,Brandon Hodge,STREET GT - RWD,2:34.975,GR Supra
1,14,Kal Fortner,STREET MOD - RWD,1:42.657,AMG GT S
2,82,Jaime Santos,STREET MOD - RWD,1:45.411,135i
3,307,Andy Hsiao,STREET MOD - RWD,1:48.715,Corvette
4,377,Matt Santos,STREET MOD - RWD,1:51.503,Mustang
5,696,Fernando Granados,STREET MOD - RWD,1:51.982,GR Supra
6,41,Nathan Eichinger,STREET MOD - AWD,1:54.769,Impreza
7,29,Kyle McKiou,STREET MOD - RWD,1:54.773,GR Supra
8,196,Ben Johnson,STREET MOD - AWD,2:16.154,Golf R
1,126,Jacob Abbott,SUNDAE CUP - FWD,2:13.644,Fit
2,144,Ryan Mukherjee,SUNDAE CUP - FWD,2:14.196,Fit
3,91,Chris Rice,SUNDAE CUP - FWD,2:14.250,Fit
4,313,Dily Daly,SUNDAE CUP - FWD,2:18.286,Fit
5,117,Daniel Glasgow,SUNDAE CUP - FWD,2:21.479,Fit
6,1,Chris Wolf,SUNDAE CUP - FWD,2:25.932,Fit
7,369,Lucas Urban,SUNDAE CUP - FWD,,Escort ZX2
1,77,Jason Kanakry,TRACK MOD - RWD,1:38.379,720S
2,103,Jose Mercado,TRACK MOD - FWD,1:46.088,RSX
3,73,Thomas Lathrop,TRACK MOD - RWD,1:49.039,325i
4,285,Keith Brown,TRACK MOD - RWD,1:52.033,Camaro ZL1
5,700,Paul Jaquish,TRACK MOD - AWD,2:06.378,Talon
6,107,Mary Barker,TRACK MOD - AWD,2:08.916,Impreza AWD
7,138,Seth Monteleone,TRACK MOD - RWD,2:10.416,BRZ
8,300,Chance Ahlstrom,TRACK MOD - RWD,2:50.772,300zx
1,32,Barry Pettit,UNLIMITED - RWD,1:46.296,M3
2,70,Phil Grabow,UNLIMITED - AWD,1:47.799,WRX STi
3,127,Mark Johnson,UNLIMITED - FWD,1:59.843,Civic
