Qualifying 2 Results - All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,18,Kevin Vue,CLUB TR - FWD,1:45.827,Integra
2,611,Benjamin Carter,CLUB TR - RWD,1:48.417,S2000
3,880,Dead Boiz,CLUB TR - RWD,1:48.817,FR-S
4,186,Trip Walker,CLUB TR - RWD,1:49.469,FR-S
5,174,Mike Janssen,CLUB TR - FWD,1:49.766,Civic
6,78,Andrew Zhang,CLUB TR - RWD,1:49.951,S2000
7,411,Marshal Moore,CLUB TR - RWD,1:50.102,GR86
8,28,Knottfast Motorsports,CLUB TR - RWD,1:50.794,FRS
9,580,Junar Gwinn,CLUB TR - FWD,1:51.582,Civic
10,166,Justin Wingfield,CLUB TR - RWD,1:53.469,BRZ
11,48,Jordan Spangler,CLUB TR - FWD,1:55.227,RSX
12,704,Bryan Meyers,CLUB TR - FWD,1:56.706,Civic
13,277,Kevin Marques,CLUB TR - FWD,2:01.513,Civic
14,322,Justin Okamoto,CLUB TR - RWD,2:04.625,318i
1,777,Josh Halka,STREET - AWD,1:39.826,WRX
2,333,Tony Barber,STREET - AWD,1:40.703,Model 3
3,495,Richard Cho,STREET - RWD,1:45.109,370Z
4,350,Nishant Patel,STREET - RWD,1:45.484,350z
5,7,Thomas Halka,STREET - AWD,1:45.906,Impreza Awd
6,275,Patrick Daugherty,STREET - FWD,1:46.112,Civic Type R
7,994,Nathan Brown,STREET - FWD,1:46.581,Gti
8,21,Devin Herndon,STREET - AWD,1:47.526,GLA45 AMG
9,298,Brian Flanagan,STREET - RWD,1:50.043,370z
10,177,Brandon Luethye,STREET - AWD,1:50.398,Golf R
11,138,David Bruner,STREET - RWD,1:52.764,350z
12,320,Ryan Schabel,STREET - RWD,1:57.403,BRZ
13,787,Gary Burris,STREET - RWD,2:05.451,Miata
1,89,Brandon Hodge,STREET GT - RWD,1:40.667,GR Supra
2,34,Andy Voelkel,STREET GT - RWD,1:40.764,Corvette
3,40,Ben Bulthuis,STREET GT - RWD,1:41.228,GR Supra
4,256,Drew Vosk,STREET GT - RWD,1:41.939,GR Supra
5,2,Connor Gallagher,STREET GT - RWD,1:42.533,GTR
6,799,Ruben Lopez,STREET GT - RWD,1:42.620,GR Supra
7,351,Michael Barnes,STREET GT - RWD,1:43.962,Shelby GT350
8,131,Lisa Keyes,STREET GT - RWD,1:44.863,Cayman GTS
9,302,Scott McMurry,STREET GT - RWD,1:45.216,Mustang
10,110,William Gravely,STREET GT - RWD,1:46.053,911
11,90,Michael Kitchens,STREET GT - RWD,1:46.109,GR Supra
12,311,Berk Cerci,STREET GT - RWD,1:48.412,Mustang
13,373,Benjamin Smolen,STREET GT - RWD,1:48.637,Mustang
14,75,Jerome Cahuzac,STREET GT - RWD,1:49.200,M2
15,58,Grant White,STREET GT - AWD,1:50.756,Model 3 Performance
16,65,Michael Calamaras,STREET GT - RWD,1:53.113,M3
1,6,Michael Aumick,STREET MOD - AWD,1:37.102,WRX STi
2,14,Kal Fortner,STREET MOD - RWD,1:37.307,AMG GT S
3,29,Kyle McKiou,STREET MOD - RWD,1:39.527,GR Supra
4,307,Andy Hsiao,STREET MOD - RWD,1:39.763,Corvette
5,82,Jaime Santos,STREET MOD - RWD,1:40.295,135i
6,377,Matt Santos,STREET MOD - RWD,1:42.639,Mustang
7,244,Jonathan Wheeler,STREET MOD - RWD,1:43.973,370Z
8,145,Devin Hofmann,STREET MOD - AWD,1:44.028,WRX Sti
9,421,Logan Kenseth,STREET MOD - RWD,1:46.722,CTS-V
10,696,Fernando Granados,STREET MOD - RWD,1:49.397,GR Supra
11,196,Ben Johnson,STREET MOD - AWD,1:50.432,Golf R
12,860,Joshua Garcia,STREET MOD - RWD,1:53.834,Corolla Sport
13,41,Nathan Eichinger,STREET MOD - AWD,1:58.843,Impreza
14,137,David Brizuela,STREET MOD - RWD,2:05.763,Mx-5 Miata
15,121,Ryan Mathews,STREET MOD - RWD,2:08.412,Corvette
16,222,Bradley Balkham,STREET MOD - AWD,,Evo
1,395,Michael Ross-Smith,SUNDAE CUP - FWD,1:57.837,Fit
2,369,Lucas Urban,SUNDAE CUP - FWD,1:58.148,Escort ZX2
3,126,Jacob Abbott,SUNDAE CUP - FWD,1:58.572,Fit
4,91,Chris Rice,SUNDAE CUP - FWD,1:58.629,Fit
5,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:58.737,Fit
6,31,Colton Simpson,SUNDAE CUP - FWD,1:58.977,Fit
7,1,Chris Wolf,SUNDAE CUP - FWD,2:02.080,Fit
8,117,Daniel Glasgow,SUNDAE CUP - FWD,2:07.720,Fit
9,313,Dily Daly,SUNDAE CUP - FWD,2:24.522,Fit
1,77,Jason Kanakry,TRACK MOD - RWD,1:35.036,720S
2,33,Chris Boersma,TRACK MOD - FWD,1:35.659,Civic
3,245,Justin Peachy,TRACK MOD - RWD,1:35.869,Corvette
4,114,Bronson McNemar,TRACK MOD - RWD,1:37.427,Mx-5 Miata
5,700,Paul Jaquish,TRACK MOD - AWD,1:38.358,Talon
6,219,Nicholas Dillon,TRACK MOD - AWD,1:40.163,R8
7,72,Jakob Boedenauer,TRACK MOD - RWD,1:44.916,Corvette
8,73,Thomas Lathrop,TRACK MOD - RWD,1:45.368,325i
9,47,Kerry Kerr,TRACK MOD - RWD,1:46.412,M3
10,138,Seth Monteleone,TRACK MOD - RWD,1:49.518,BRZ
11,285,Keith Brown,TRACK MOD - RWD,1:50.582,Camaro ZL1
12,103,Jose Mercado,TRACK MOD - FWD,1:52.170,RSX
13,107,Mary Barker,TRACK MOD - AWD,2:01.234,Impreza AWD
14,959,James Wood,TRACK MOD - RWD,2:44.991,RX-7
15,300,Chance Ahlstrom,TRACK MOD - RWD,,300zx
1,830,Eric Fleming,UNLIMITED - RWD,1:30.623,Corvette
2,25,Jeremy Lowder,UNLIMITED - RWD,1:38.617,ZL1 1LE
3,900,Josh Briggs,UNLIMITED - RWD,1:41.447,Miata
4,56,John Rueger,UNLIMITED - AWD,1:41.843,TCR
5,32,Barry Pettit,UNLIMITED - RWD,1:45.037,M3
6,127,Mark Johnson,UNLIMITED - FWD,1:48.342,Civic
