Practice 3 Results - All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,314,Michael Puglisi,TRACK MOD - AWD,1:31.524,LANCER
2,77,Jason Kanakry,TRACK MOD - RWD,1:32.537,720S
3,911,Jim Rauck,UNLIMITED - RWD,1:32.855,GT2RS
4,121,Ryan Mathews,STREET MOD - RWD,1:33.798,CORVETTE
5,70,Dewey Dewitt,STREET MOD - AWD,1:33.920,IMPREZA
6,14,Kal Fortner,STREET MOD - RWD,1:33.924,AMG GT S
7,33,Chris Boersma,TRACK MOD - FWD,1:35.829,CIVIC
8,114,Bronson Mcnemar,TRACK MOD - RWD,1:36.059,MX-5 MIATA
9,6,Michael Aumick,STREET MOD - AWD,1:36.102,STI
10,338,Ernestas Puzelis,UNLIMITED - RWD,1:36.134,CORVETTE C6
11,84,Ido Waksman,STREET GT - RWD,1:36.234,CORVETTE
12,22,Dallas Reed,UNLIMITED - RWD,1:36.441,RX-8
13,89,Brandon Hodge,STREET GT - RWD,1:36.467,GR SUPRA
14,34,Andy Voelkel,STREET GT - RWD,1:36.739,CORVETTE
15,29,Kyle Mckiou,STREET MOD - RWD,1:36.961,GR SUPRA
16,307,Andy Hsiao,STREET MOD - RWD,1:37.021,CORVETTE
17,570,Kyle Magnuson,STREET GT - RWD,1:37.143,718 CAYMAN
18,62,Matt Simpkins,STREET MOD - RWD,1:37.169,GR SUPRA
19,79,Nicholas Kohrs,STREET MOD - FWD,1:37.179,CIVIC
20,17,Alex Artayet,STREET GT - RWD,1:37.709,M3
21,63,Luca Barberis,STREET - AWD,1:37.907,LANCER
22,655,Allen Ma,STREET MOD - RWD,1:37.985,RX-7
23,555,Joe Mielke,STREET - AWD,1:38.332,WRX STI
24,206,Dalton Klein,TRACK MOD - RWD,1:38.448,CORVETTE
25,226,Jerry Liu,STREET MOD - RWD,1:38.535,718 CAYMAN
26,333,Anthony Barber,STREET - AWD,1:38.538,MODEL 3
27,12,Andrew Sonnevil,TRACK MOD - RWD,1:38.562,MX-5 MIATA
28,364,Nicholas Hendrix,STREET GT - RWD,1:38.683,CORVETTE
29,351,Michael Barnes,STREET GT - RWD,1:38.899,MUSTANG
30,363,Michael Kubiak,STREET GT - RWD,1:39.033,CORVETTE
31,82,Jaime Santos,STREET MOD - RWD,1:39.042,135I
32,717,Scott Hollingsworth,STREET MOD - RWD,1:39.104,S2000
33,187,Keenan Prusank,STREET GT - RWD,1:39.202,CAMARO
34,44,Joel Phillips,STREET GT - RWD,1:39.540,911
35,20,Matthew Koval,CLUB TR - RWD,1:39.947,S2000
36,19,Josh Powers,TRACK MOD - RWD,1:40.224,CORVETTE
37,470,Edward Segal,STREET - FWD,1:40.264,CIVIC
